open,close,Trading_turnover,high,low
39.05,38.99,267.41,39.27,38.8
38.95,38.88,265.84,39.17,38.7
38.76,38.7,263.08,38.99,38.52
38.55,38.49,259.89,38.78,38.31
38.36,38.31,257.03,38.59,38.12
38.2,38.15,254.61,38.43,37.96
38.07,38.01,252.55,38.29,37.82
37.94,37.89,250.63,38.17,37.7
37.81,37.76,248.72,38.04,37.57
37.69,37.64,246.89,37.92,37.45
37.57,37.52,245.08,37.8,37.33
37.47,37.42,243.48,37.69,37.23
37.38,37.32,242.08,37.6,37.13
37.28,37.23,240.66,37.5,37.04
37.19,37.14,239.32,37.41,36.95
37.11,37.06,238.08,37.33,36.87
37.04,36.99,236.94,37.25,36.8
36.97,36.92,235.87,37.18,36.73
36.9,36.85,234.85,37.12,36.66
36.84,36.79,233.89,37.05,36.6
36.78,36.73,232.99,36.99,36.54
36.72,36.67,232.15,36.93,36.48
36.67,36.62,231.35,36.88,36.43
36.62,36.57,230.6,36.83,36.38
36.57,36.52,229.89,36.78,36.33
36.53,36.48,229.22,36.74,36.29
36.48,36.44,228.58,36.7,36.25
36.44,36.4,227.99,36.66,36.21
36.41,36.36,227.42,36.62,36.17
36.37,36.32,226.88,36.58,36.14
