open,close,Trading_turnover,high,low
38.67,38.61,261.62,38.89,38.42
38.69,38.62,261.9,38.91,38.44
38.55,38.49,259.87,38.77,38.31
38.33,38.27,256.51,38.55,38.08
38.11,38.06,253.26,38.34,37.87
37.96,37.9,250.89,38.18,37.71
37.85,37.8,249.23,38.07,37.6
37.74,37.69,247.65,37.97,37.5
37.63,37.58,245.93,37.85,37.39
37.52,37.46,244.2,37.74,37.27
37.41,37.35,242.53,37.63,37.16
37.31,37.26,241.14,37.53,37.07
37.24,37.18,239.95,37.45,36.99
37.15,37.1,238.66,37.37,36.91
37.07,37.02,237.41,37.29,36.83
36.99,36.94,236.29,37.21,36.75
36.93,36.88,235.27,37.14,36.69
36.86,36.81,234.31,37.08,36.62
36.8,36.75,233.38,37.02,36.56
36.74,36.69,232.5,36.96,36.51
36.69,36.64,231.68,36.9,36.45
36.64,36.59,230.91,36.85,36.4
36.59,36.54,230.19,36.8,36.35
36.55,36.5,229.5,36.76,36.31
36.5,36.45,228.85,36.71,36.27
36.46,36.41,228.23,36.67,36.23
36.42,36.37,227.66,36.63,36.19
36.39,36.34,227.11,36.6,36.15
36.35,36.3,226.59,36.56,36.12
36.32,36.27,226.1,36.53,36.08
