open,close,Trading_turnover,high,low
37.35,37.31,241.81,37.58,37.11
37.3,37.26,241.06,37.53,37.06
37.3,37.26,241.03,37.53,37.06
37.26,37.21,240.33,37.48,37.02
37.16,37.11,238.79,37.38,36.92
37.05,37.0,237.08,37.26,36.81
36.96,36.91,235.74,37.17,36.72
36.9,36.85,234.93,37.12,36.66
36.86,36.81,234.32,37.08,36.63
36.8,36.75,233.42,37.02,36.57
36.73,36.68,232.28,36.94,36.49
36.67,36.62,231.4,36.88,36.43
36.63,36.58,230.78,36.84,36.39
36.59,36.54,230.13,36.8,36.35
36.54,36.49,229.41,36.75,36.3
36.49,36.44,228.72,36.71,36.26
36.45,36.4,228.1,36.66,36.22
36.42,36.37,227.55,36.63,36.18
36.38,36.33,227.03,36.59,36.15
36.35,36.3,226.51,36.56,36.11
36.31,36.27,226.01,36.52,36.08
36.28,36.23,225.54,36.49,36.05
36.26,36.21,225.11,36.47,36.02
36.23,36.18,224.71,36.44,35.99
36.2,36.15,224.31,36.41,35.97
36.18,36.13,223.93,36.39,35.94
36.15,36.11,223.58,36.36,35.92
36.13,36.08,223.25,36.34,35.9
36.11,36.06,222.93,36.32,35.88
36.09,36.04,222.63,36.3,35.86
