open,close,Trading_turnover,high,low
39.06,39.0,267.57,39.29,38.81
39.05,38.98,267.32,39.27,38.8
38.89,38.83,264.95,39.11,38.64
38.65,38.59,261.35,38.88,38.4
38.42,38.37,257.94,38.65,38.18
38.25,38.2,255.35,38.48,38.01
38.12,38.07,253.39,38.35,37.88
38.0,37.95,251.6,38.23,37.76
37.87,37.82,249.63,38.1,37.63
37.74,37.69,247.57,37.96,37.5
37.61,37.56,245.67,37.84,37.37
37.51,37.46,244.12,37.73,37.27
37.42,37.37,242.72,37.64,37.18
37.32,37.27,241.24,37.54,37.08
37.23,37.18,239.83,37.45,36.99
37.14,37.09,238.55,37.36,36.9
37.07,37.02,237.4,37.28,36.83
36.99,36.94,236.31,37.21,36.76
36.93,36.88,235.26,37.14,36.69
36.86,36.81,234.27,37.08,36.62
36.8,36.75,233.35,37.01,36.56
36.74,36.69,232.48,36.96,36.5
36.69,36.64,231.67,36.9,36.45
36.64,36.59,230.9,36.85,36.4
36.59,36.54,230.17,36.8,36.35
36.54,36.49,229.48,36.76,36.31
36.5,36.45,228.84,36.71,36.26
36.46,36.41,228.23,36.67,36.22
36.42,36.37,227.65,36.63,36.19
36.39,36.34,227.1,36.6,36.15
