open,close,Trading_turnover,high,low
17.22,17.17,403.71,17.39,16.99
17.29,17.24,412.87,17.46,17.06
17.35,17.31,423.32,17.53,17.12
17.39,17.35,431.71,17.57,17.16
17.43,17.39,439.74,17.61,17.2
17.47,17.42,447.74,17.65,17.24
17.5,17.46,459.52,17.68,17.27
17.54,17.49,476.05,17.72,17.3
17.57,17.53,497.53,17.76,17.33
17.6,17.56,524.44,17.79,17.36
17.62,17.59,555.66,17.83,17.39
17.65,17.62,586.56,17.85,17.4
17.66,17.64,617.13,17.88,17.42
17.67,17.65,651.68,17.9,17.43
17.68,17.66,691.37,17.91,17.43
17.67,17.65,736.58,17.91,17.42
17.66,17.65,787.12,17.92,17.41
17.69,17.69,841.88,17.96,17.43
17.74,17.74,897.95,18.03,17.48
17.79,17.81,953.83,18.1,17.53
17.85,17.88,1009.23,18.19,17.6
17.93,17.96,1062.77,18.28,17.67
18.0,18.04,1112.48,18.38,17.74
18.09,18.13,1155.63,18.48,17.82
18.17,18.21,1190.38,18.57,17.9
18.24,18.29,1216.43,18.65,17.97
18.3,18.35,1234.93,18.72,18.03
18.34,18.4,1247.48,18.77,18.07
18.38,18.43,1255.51,18.8,18.1
18.39,18.45,1260.19,18.82,18.12
