open,close,Trading_turnover,high,low
58.42,58.37,644.5,58.81,57.88
58.47,58.43,645.68,58.87,57.94
58.49,58.45,646.03,58.89,57.95
58.48,58.44,645.68,58.87,57.94
58.43,58.39,644.72,58.83,57.89
58.36,58.32,643.29,58.76,57.82
58.27,58.23,641.52,58.67,57.74
58.16,58.12,639.29,58.56,57.63
58.03,57.99,636.62,58.43,57.5
57.88,57.84,633.52,58.27,57.34
57.72,57.68,630.35,58.11,57.19
57.55,57.51,627.04,57.95,57.03
57.37,57.33,623.43,57.77,56.85
57.21,57.17,620.2,57.61,56.69
57.13,57.09,618.51,57.52,56.61
57.07,57.03,617.27,57.46,56.55
56.95,56.91,614.87,57.34,56.43
56.78,56.75,611.56,57.18,56.27
56.59,56.55,607.65,56.98,56.08
56.38,56.35,603.51,56.78,55.87
56.18,56.14,599.4,56.57,55.67
55.96,55.92,594.85,56.35,55.45
55.7,55.66,589.6,56.09,55.2
55.43,55.4,584.23,55.82,54.94
55.17,55.13,578.85,55.56,54.68
54.92,54.88,573.72,55.31,54.43
54.7,54.66,569.18,55.09,54.21
54.5,54.46,565.06,54.89,54.01
54.32,54.29,561.5,54.71,53.84
54.18,54.15,558.58,54.57,53.7
