open,close,Trading_turnover,high,low
59.16,59.11,659.32,59.55,58.61
59.18,59.13,659.71,59.57,58.63
59.15,59.11,659.22,59.55,58.6
59.11,59.07,658.39,59.51,58.56
59.1,59.06,658.18,59.5,58.55
59.1,59.05,657.95,59.49,58.55
59.03,58.99,656.63,59.43,58.48
58.93,58.89,654.58,59.33,58.38
58.81,58.77,652.2,59.21,58.27
58.69,58.65,649.83,59.09,58.15
58.59,58.55,647.7,58.99,58.04
58.47,58.43,645.38,58.87,57.93
58.33,58.29,642.57,58.73,57.79
58.18,58.14,639.61,58.58,57.65
58.02,57.98,636.42,58.42,57.49
57.85,57.81,632.99,58.25,57.32
57.68,57.64,629.46,58.07,57.15
57.48,57.44,625.47,57.87,56.95
57.25,57.22,621.03,57.65,56.73
57.01,56.98,616.22,57.41,56.5
56.75,56.72,610.98,57.15,56.24
56.49,56.45,605.66,56.88,55.98
56.22,56.19,600.29,56.62,55.72
55.95,55.91,594.66,56.34,55.44
55.67,55.63,589.06,56.06,55.17
55.41,55.38,583.8,55.8,54.92
55.18,55.14,579.04,55.57,54.69
54.97,54.93,574.71,55.36,54.48
54.78,54.74,570.85,55.17,54.29
54.61,54.58,567.47,55.0,54.13
