open,close,Trading_turnover,high,low
59.38,59.33,663.7,59.77,58.82
59.48,59.44,665.82,59.88,58.93
59.51,59.47,666.43,59.91,58.96
59.49,59.44,665.81,59.88,58.93
59.42,59.37,664.38,59.81,58.86
59.33,59.28,662.58,59.72,58.77
59.24,59.19,660.74,59.63,58.68
59.13,59.09,658.53,59.53,58.58
58.99,58.95,655.75,59.39,58.44
58.85,58.8,652.86,59.24,58.3
58.7,58.65,649.86,59.09,58.15
58.54,58.5,646.8,58.94,58.0
58.39,58.35,643.83,58.79,57.85
58.23,58.19,640.62,58.63,57.7
58.06,58.02,637.19,58.46,57.53
57.88,57.84,633.58,58.28,57.35
57.69,57.65,629.67,58.08,57.16
57.49,57.45,625.67,57.88,56.96
57.28,57.24,621.51,57.67,56.76
57.05,57.01,616.89,57.44,56.53
56.8,56.77,611.97,57.2,56.29
56.55,56.52,606.96,56.95,56.04
56.31,56.27,601.96,56.7,55.8
56.05,56.02,596.82,56.44,55.55
55.79,55.76,591.58,56.19,55.29
55.53,55.5,586.28,55.93,55.04
55.27,55.23,580.9,55.66,54.78
55.03,55.0,576.04,55.42,54.54
54.83,54.8,571.95,55.22,54.34
54.66,54.63,568.51,55.05,54.18
