open,close,Trading_turnover,high,low
59.11,59.07,658.51,59.51,58.57
59.14,59.1,659.0,59.54,58.59
59.12,59.08,658.68,59.52,58.58
59.07,59.02,657.48,59.46,58.52
59.0,58.96,656.05,59.39,58.45
58.97,58.93,655.41,59.37,58.42
58.94,58.9,654.89,59.34,58.4
58.87,58.83,653.38,59.27,58.32
58.76,58.72,651.26,59.16,58.22
58.64,58.6,648.85,59.04,58.1
58.53,58.49,646.48,58.92,57.98
58.42,58.38,644.35,58.82,57.88
58.3,58.26,642.0,58.7,57.76
58.16,58.12,639.12,58.56,57.62
58.0,57.97,636.05,58.4,57.47
57.84,57.8,632.67,58.23,57.3
57.65,57.61,629.01,58.05,57.12
57.46,57.42,625.18,57.86,56.94
57.25,57.21,620.85,57.64,56.72
57.01,56.97,616.04,57.4,56.49
56.75,56.71,610.87,57.14,56.23
56.47,56.44,605.31,56.87,55.96
56.2,56.16,599.73,56.59,55.69
55.92,55.89,594.19,56.32,55.42
55.64,55.61,588.52,56.04,55.15
55.37,55.34,583.04,55.77,54.88
55.13,55.09,578.04,55.52,54.64
54.92,54.88,573.69,55.31,54.43
54.73,54.7,569.89,55.12,54.24
54.57,54.54,566.65,54.96,54.09
