open,close,Trading_turnover,high,low
59.57,59.53,667.63,59.97,59.02
59.6,59.56,668.23,60.0,59.05
59.59,59.55,667.93,59.99,59.03
59.55,59.5,667.05,59.95,58.99
59.49,59.45,665.91,59.89,58.94
59.41,59.36,664.16,59.8,58.85
59.28,59.24,661.63,59.68,58.73
59.14,59.1,658.86,59.54,58.59
58.99,58.95,655.87,59.39,58.45
58.84,58.8,652.8,59.24,58.3
58.7,58.65,649.86,59.09,58.15
58.54,58.5,646.73,58.94,58.0
58.38,58.34,643.46,58.77,57.84
58.21,58.17,640.11,58.61,57.67
58.03,57.99,636.59,58.43,57.5
57.86,57.82,633.07,58.25,57.32
57.68,57.64,629.48,58.07,57.15
57.48,57.44,625.48,57.87,56.95
57.26,57.23,621.22,57.66,56.74
57.04,57.01,616.81,57.44,56.53
56.82,56.78,612.33,57.21,56.31
56.58,56.55,607.57,56.98,56.07
56.34,56.3,602.55,56.73,55.83
56.07,56.04,597.23,56.47,55.57
55.79,55.76,591.54,56.18,55.29
55.52,55.49,586.06,55.91,55.03
55.28,55.24,581.1,55.67,54.79
55.06,55.02,576.59,55.45,54.57
54.86,54.82,572.45,55.25,54.37
54.68,54.64,568.76,55.07,54.19
