open,close,Trading_turnover,high,low
57.15,57.11,619.07,57.55,56.63
57.13,57.09,618.54,57.52,56.61
57.08,57.05,617.69,57.48,56.57
57.04,57.0,616.83,57.43,56.52
56.97,56.93,615.46,57.37,56.46
56.86,56.83,613.25,57.26,56.35
56.74,56.7,610.78,57.13,56.23
56.62,56.58,608.23,57.01,56.1
56.48,56.44,605.54,56.88,55.97
56.34,56.3,602.71,56.73,55.83
56.23,56.19,600.34,56.62,55.72
56.1,56.06,597.75,56.49,55.59
55.96,55.92,594.93,56.35,55.46
55.84,55.8,592.47,56.23,55.34
55.7,55.66,589.68,56.09,55.2
55.56,55.52,586.75,55.95,55.06
55.41,55.38,583.79,55.8,54.91
55.27,55.23,580.87,55.66,54.77
55.13,55.09,578.05,55.52,54.64
54.99,54.95,575.18,55.38,54.5
54.84,54.81,572.16,55.23,54.35
54.68,54.65,568.87,55.07,54.19
54.52,54.48,565.47,54.91,54.03
54.34,54.31,561.96,54.74,53.86
54.17,54.14,558.45,54.56,53.69
54.01,53.98,555.09,54.4,53.53
53.86,53.82,551.93,54.25,53.38
53.72,53.68,549.01,54.11,53.24
53.59,53.56,546.43,53.98,53.12
53.49,53.45,544.26,53.88,53.01
