open,close,Trading_turnover,high,low
59.68,59.63,669.71,60.08,59.12
59.71,59.67,670.36,60.11,59.15
59.7,59.66,670.2,60.1,59.15
59.64,59.6,668.93,60.04,59.08
59.55,59.51,667.06,59.95,58.99
59.43,59.39,664.65,59.83,58.88
59.29,59.25,661.88,59.69,58.74
59.15,59.11,659.06,59.55,58.6
59.0,58.96,655.96,59.4,58.45
58.84,58.8,652.7,59.24,58.29
58.67,58.63,649.44,59.07,58.13
58.51,58.47,646.11,58.91,57.97
58.35,58.31,642.93,58.75,57.81
58.19,58.15,639.83,58.59,57.66
58.03,57.99,636.5,58.42,57.49
57.85,57.81,633.03,58.25,57.32
57.68,57.64,629.52,58.07,57.15
57.5,57.46,625.96,57.9,56.97
57.31,57.27,622.12,57.7,56.79
57.1,57.06,617.93,57.49,56.58
56.87,56.83,613.29,57.26,56.35
56.61,56.57,608.04,57.0,56.1
56.34,56.31,602.68,56.73,55.83
56.08,56.05,597.44,56.48,55.58
55.83,55.79,592.22,56.22,55.32
55.57,55.53,586.94,55.96,55.07
55.31,55.27,581.73,55.7,54.82
55.07,55.04,576.83,55.46,54.58
54.85,54.82,572.41,55.25,54.37
54.68,54.64,568.75,55.07,54.19
