open,close,Trading_turnover,high,low
61.65,61.29,96.16,62.48,60.81
61.5,61.15,96.74,62.33,60.66
61.3,60.95,97.68,62.12,60.45
61.1,60.75,98.67,61.92,60.24
60.92,60.57,99.59,61.73,60.05
60.78,60.43,100.36,61.59,59.91
60.72,60.37,100.77,61.53,59.85
60.72,60.37,100.86,61.53,59.85
60.72,60.38,100.87,61.54,59.86
60.7,60.35,100.97,61.51,59.83
60.61,60.27,101.31,61.42,59.74
60.51,60.16,101.79,61.31,59.63
60.42,60.08,102.25,61.23,59.54
60.36,60.02,102.6,61.16,59.48
60.31,59.97,102.87,61.11,59.43
60.27,59.92,103.1,61.07,59.38
60.22,59.88,103.33,61.02,59.33
60.17,59.82,103.59,60.96,59.28
60.11,59.77,103.87,60.9,59.22
60.05,59.71,104.17,60.84,59.16
59.99,59.65,104.47,60.78,59.1
59.94,59.6,104.74,60.73,59.04
59.89,59.55,105.0,60.68,58.99
59.84,59.5,105.24,60.63,58.94
59.79,59.45,105.49,60.58,58.89
59.74,59.4,105.74,60.53,58.84
59.69,59.35,105.99,60.48,58.79
59.64,59.3,106.24,60.42,58.73
59.59,59.25,106.49,60.37,58.68
59.54,59.2,106.74,60.32,58.63
