open,close,Trading_turnover,high,low
59.23,58.9,108.51,60.01,58.32
59.73,59.4,106.3,60.52,58.83
60.34,60.0,103.39,61.14,59.46
60.84,60.5,100.77,61.66,59.98
61.12,60.77,99.18,61.94,60.26
61.15,60.8,98.76,61.97,60.29
60.98,60.63,99.35,61.8,60.12
60.71,60.36,100.55,61.52,59.84
60.45,60.1,101.86,61.25,59.57
60.28,59.94,102.81,61.08,59.4
60.27,59.93,103.15,61.07,59.39
60.35,60.01,102.86,61.16,59.47
60.4,60.05,102.54,61.2,59.52
60.35,60.0,102.68,61.15,59.47
60.25,59.91,103.11,61.05,59.36
60.14,59.8,103.62,60.94,59.26
60.06,59.72,104.08,60.85,59.17
60.0,59.66,104.41,60.79,59.11
59.96,59.62,104.64,60.75,59.07
59.93,59.59,104.81,60.72,59.04
59.89,59.55,104.98,60.68,59.0
59.84,59.5,105.21,60.63,58.95
59.78,59.45,105.49,60.57,58.89
59.72,59.39,105.79,60.51,58.82
59.67,59.33,106.08,60.46,58.77
59.62,59.28,106.33,60.41,58.72
59.58,59.24,106.56,60.36,58.67
59.53,59.2,106.78,60.32,58.63
59.49,59.15,107.01,60.27,58.58
59.44,59.11,107.24,60.22,58.53
