open,close,Trading_turnover,high,low
61.49,61.14,96.79,62.32,60.65
61.26,60.9,97.87,62.08,60.4
61.01,60.66,99.08,61.82,60.15
60.78,60.43,100.22,61.59,59.91
60.61,60.26,101.15,61.42,59.74
60.54,60.2,101.64,61.35,59.67
60.55,60.21,101.71,61.36,59.68
60.58,60.23,101.62,61.39,59.7
60.58,60.23,101.6,61.38,59.7
60.52,60.17,101.81,61.32,59.64
60.41,60.06,102.31,61.21,59.53
60.3,59.96,102.86,61.1,59.42
60.23,59.89,103.24,61.03,59.34
60.18,59.84,103.51,60.98,59.3
60.14,59.8,103.71,60.94,59.26
60.1,59.76,103.91,60.9,59.22
60.06,59.72,104.14,60.85,59.17
60.0,59.66,104.41,60.8,59.11
59.94,59.6,104.71,60.73,59.05
59.88,59.54,105.01,60.67,58.99
59.83,59.49,105.29,60.62,58.93
59.78,59.44,105.54,60.57,58.88
59.73,59.39,105.77,60.52,58.83
59.69,59.35,106.01,60.47,58.78
59.64,59.3,106.25,60.42,58.73
59.59,59.25,106.49,60.37,58.68
59.54,59.2,106.74,60.32,58.63
59.49,59.15,106.99,60.27,58.58
59.44,59.11,107.23,60.22,58.53
59.39,59.06,107.46,60.18,58.49
