open,close,Trading_turnover,high,low
75.25,74.97,302.9,76.39,73.9
74.98,74.7,298.42,76.11,73.64
74.86,74.58,296.46,75.99,73.53
74.96,74.68,298.28,76.1,73.63
75.27,74.99,303.44,76.41,73.93
75.74,75.47,311.23,76.9,74.38
76.25,75.99,319.69,77.42,74.87
76.71,76.45,327.17,77.89,75.31
77.06,76.8,332.85,78.25,75.64
77.31,77.05,336.82,78.5,75.88
77.49,77.23,339.68,78.68,76.06
77.77,77.51,344.17,78.97,76.32
78.16,77.9,350.58,79.37,76.7
78.51,78.26,356.37,79.73,77.04
78.82,78.57,361.33,80.05,77.33
79.09,78.84,365.68,80.32,77.59
79.34,79.1,369.8,80.58,77.84
79.6,79.36,374.0,80.85,78.09
79.87,79.63,378.36,81.12,78.34
80.14,79.9,382.78,81.4,78.61
80.41,80.17,387.09,81.67,78.86
80.66,80.42,391.17,81.93,79.1
80.89,80.66,394.97,82.17,79.33
81.12,80.89,398.64,82.4,79.54
81.35,81.11,402.31,82.63,79.76
81.57,81.34,405.94,82.86,79.97
81.79,81.56,409.5,83.08,80.19
82.0,81.77,412.94,83.3,80.39
82.2,81.98,416.26,83.51,80.58
82.4,82.18,419.47,83.71,80.77
