open,close,Trading_turnover,high,low
-817.7319237768652,-820.15154249072,30.400506675243378,-821.0311507880696,-825.0101795434953
-817.7319237768652,-820.15154249072,30.400506675243378,-821.0311507880696,-825.0101795434953
-817.7319237768652,-820.150943887233,30.40050983428955,-821.0311507880696,-825.0095809459688
-817.7319237768652,-820.150943887233,30.40050983428955,-821.0311507880696,-825.0095809459688
-817.7319237768652,-820.150943887233,30.40050983428955,-821.0311507880696,-825.0095809459688
-817.7319237768652,-820.150943887233,30.400506675243378,-821.0311507880696,-825.0101795434953
-817.7319237768652,-820.150943887233,30.40050983428955,-821.0311507880696,-825.0095809459688
-817.7319237768652,-820.150943887233,30.400506675243378,-821.0311507880696,-825.0101795434953
-817.7319237768652,-820.150943887233,30.400506675243378,-821.0311507880696,-825.0101795434953
-817.7319237768652,-820.15154249072,30.400506675243378,-821.031749486924,-825.0101795434953
-817.7325223892929,-820.15154249072,30.400506675243378,-821.031749486924,-825.0107781410218
-817.7331210017206,-820.15154249072,30.400506675243378,-821.031749486924,-825.0107781410218
-817.7331210017206,-820.15154249072,30.400506675243378,-821.031749486924,-825.0107781410218
-817.7331210017206,-820.15154249072,30.400506675243378,-821.031749486924,-825.0107781410218
-817.7331210017206,-820.15154249072,30.400506675243378,-821.031749486924,-825.0107781410218
-817.7331210017206,-820.15154249072,30.400506675243378,-821.031749486924,-825.0107781410218
-817.7331210017206,-820.15154249072,30.400506675243378,-821.031749486924,-825.0107781410218
-817.7331210017206,-820.15154249072,30.400506675243378,-821.031749486924,-825.0107781410218
-817.7331210017206,-820.15154249072,30.400506675243378,-821.031749486924,-825.0107781410218
-817.7331210017206,-820.15154249072,30.400506675243378,-821.031749486924,-825.0107781410218
-817.7331210017206,-820.15154249072,30.400506675243378,-821.031749486924,-825.0107781410218
-817.7331210017206,-820.15154249072,30.400506675243378,-821.031749486924,-825.0107781410218
-817.7331210017206,-820.15154249072,30.400506675243378,-821.031749486924,-825.0107781410218
-817.7331210017206,-820.15154249072,30.400506675243378,-821.031749486924,-825.0107781410218
-817.7331210017206,-820.15154249072,30.400506675243378,-821.031749486924,-825.0107781410218
-817.7331210017206,-820.15154249072,30.400506675243378,-821.031749486924,-825.0107781410218
-817.7331210017206,-820.15154249072,30.400506675243378,-821.031749486924,-825.0107781410218
-817.7331210017206,-820.15154249072,30.400506675243378,-821.031749486924,-825.0107781410218
-817.7331210017206,-820.15154249072,30.400506675243378,-821.031749486924,-825.0107781410218
-817.7331210017206,-820.15154249072,30.400506675243378,-821.031749486924,-825.0107781410218
