open,close,Trading_turnover,high,low
36.80906519889832,36.73152136802673,182.6997731178999,37.00814161896705,36.594420170784
36.84746527671814,36.770451283454896,182.5438290387392,37.047174125909805,36.63304696083069
36.2637836933136,36.19130463302135,183.2864532917738,36.461675721406934,36.04630524516106
36.3335443019867,36.25436881482601,187.1442573070526,36.52282376885414,36.11447939872742
36.13375234603882,36.05635002851486,188.1460674777627,36.32120441794395,35.912488794326784
36.08966355323792,36.01119139790535,189.54977850615978,36.274350649118425,35.866781717538835
36.07543425559998,35.99661139249802,189.79331935942173,36.259145539999004,35.85152277946472
36.06094460487366,35.98200109004974,189.81991402059793,36.24444444775581,35.83671713471413
36.1161304473877,36.036836951971054,189.57345067709684,36.30022291541099,35.892373418807985
36.14661779403687,36.06727924048901,188.91873493045568,36.33160246610641,35.923493748903276
36.18957104682923,36.1098857909441,188.50666380673647,36.37505142092704,35.96696341633797
36.21969990730286,36.13992530703545,188.04076041281223,36.40580905079842,35.99762076735497
36.25224804878235,36.172385913133624,187.6679675579071,36.43892295956611,36.0306201338768
36.28056445121766,36.20061829984188,187.30690363049507,36.467755424976346,36.05935970544815
36.302502202987675,36.222500783205035,187.01882402598858,36.49009147286415,36.08163112998009
36.320338392257696,36.240274453163146,186.7764521688223,36.50824418067932,36.099745428562166
36.33265609741211,36.252550101280214,186.59447844326496,36.52078970074653,36.112269109487535
36.34165029525757,36.261505550146104,186.4614272043109,36.52993940711021,36.12141633629799
36.347347021102905,36.267171987891196,186.36574487388134,36.535737401247026,36.12722004055977
36.35078368186951,36.27058396935463,186.3024437353015,36.539231318235394,36.13072628378868
36.352563095092776,36.27234297990799,186.2616262882948,36.54103677868843,36.13254720568657
36.353106832504274,36.27287139594555,186.2392205297947,36.54158489704132,36.13311285376549
36.3529055595398,36.27265842556953,186.22955682873726,36.54137428998947,36.132921075820924
36.35222163200379,36.27196694016457,186.22850473225117,36.54067316651344,36.13223338723183
36.35133242607117,36.271073177456856,186.23271311819553,36.53976413607597,36.131338423490526
36.350384140014654,36.270121493935584,186.23964916169643,36.538793903589244,36.1303795337677
36.34947991371155,36.26921436488628,186.24773471802473,36.5378704726696,36.12946326136589
36.34867682456971,36.26841149330139,186.25585924088955,36.537051445245744,36.12864965796471
36.348000907897955,36.267736938595775,186.26330184936523,36.536362022161484,36.12796390652657
36.34746117591858,36.26719782948494,186.26978977769613,36.53581120371818,36.1274176299572
