open,close,Trading_turnover,high,low
10.218459347486496,10.210314130783084,191.4130605608225,10.311764442920685,10.109326944351197
10.219880135059356,10.211364994049074,195.17121578752995,10.313588634729385,10.110184574127198
10.311566933989525,10.30061709403992,229.8576146811247,10.41015419960022,10.195927224159242
10.341889614462852,10.331210122108462,228.7653729915619,10.44045511484146,10.226067199707032
10.410567809343338,10.398806347846987,245.74645300209522,10.511643599271775,10.291463890075685
10.441087560057639,10.429887242317202,240.16789495944977,10.541430549621582,10.322344369888306
10.491028400063515,10.479550886154177,246.21404926478863,10.59239080786705,10.370751085281373
10.516300436854362,10.505366387367252,240.61142766475677,10.617001799345017,10.396460618972778
10.554112831950187,10.543269705772403,242.0323966294527,10.655269937515259,10.433555526733398
10.577363461256027,10.567140002250675,235.68226765096188,10.67780410170555,10.45735523700714
10.605436822772026,10.59541650772095,234.84131522476673,10.705981140136718,10.485142054557802
10.623231690526008,10.613619751930239,230.68086396157742,10.723342413902282,10.50326069355011
10.646073020100593,10.636672282218935,229.45462960004807,10.746222801208496,10.52593173980713
10.661953117847442,10.652901425361636,225.95157988369465,10.761766531467437,10.542058277130128
10.68042753815651,10.671550154685976,224.92792463302612,10.780283586978912,10.56039761543274
10.694485912322998,10.685856246948244,222.66881242394447,10.794174447059632,10.5745591545105
10.710115621089935,10.701611971855167,222.12473221123219,10.809897681474686,10.590032305717468
10.722805480957032,10.71447180271149,220.81438140571117,10.82254684329033,10.60271767616272
10.736381895542145,10.728136878013613,220.63634288311005,10.836252573728562,10.616119351387024
10.747955721020698,10.739827852249148,219.95095552504063,10.847865623235702,10.627620882987976
10.759989028573036,10.751924338340762,220.01233349740505,10.860050426721573,10.639470887184144
10.770633435249328,10.762650656700137,219.74556723237038,10.870786411762237,10.649999599456788
10.7814900714159,10.773553242683413,219.9647894203663,10.881807762384414,10.66067060470581
10.791366060972214,10.783486838340762,219.96166221797466,10.891806297302246,10.670406541824342
10.801307914853096,10.793462333679201,220.2841880917549,10.901919387578964,10.680161838531495
10.810537806749343,10.802732758522037,220.4651418030262,10.91129298210144,10.689236645698548
10.819749925732612,10.811969470977786,220.86632476747036,10.920680384635926,10.698263053894044
10.828437743782997,10.820685086250307,221.17655384540558,10.929525694847106,10.70678514480591
10.837063356637955,10.829327015876773,221.63725966215134,10.938330092430114,10.715225925445557
10.845295874476433,10.837577881813052,222.0406687706709,10.946728943586349,10.723286290168764
