open,close,Trading_turnover,high,low
110.97,110.74,562.06,112.45,109.4
110.68,110.45,557.89,112.15,109.11
110.51,110.28,555.45,111.97,108.95
110.44,110.21,554.4,111.9,108.88
110.42,110.19,554.11,111.88,108.86
110.4,110.17,553.85,111.86,108.84
110.35,110.12,553.15,111.81,108.79
110.27,110.04,551.95,111.73,108.71
110.16,109.93,550.48,111.62,108.61
110.05,109.82,548.82,111.5,108.49
109.9,109.67,546.69,111.35,108.35
109.78,109.55,545.07,111.23,108.24
109.72,109.49,544.21,111.17,108.18
109.66,109.43,543.27,111.1,108.11
109.59,109.36,542.28,111.03,108.05
109.52,109.29,541.29,110.96,107.98
109.45,109.22,540.32,110.89,107.91
109.39,109.16,539.41,110.82,107.85
109.33,109.1,538.55,110.76,107.79
109.27,109.04,537.75,110.71,107.74
109.22,108.99,536.99,110.65,107.68
109.17,108.94,536.27,110.6,107.64
109.12,108.89,535.6,110.55,107.59
109.08,108.85,534.96,110.51,107.55
109.03,108.8,534.35,110.46,107.5
108.99,108.76,533.76,110.42,107.46
108.95,108.72,533.21,110.38,107.43
108.92,108.69,532.68,110.34,107.39
108.88,108.65,532.18,110.31,107.36
108.85,108.62,531.71,110.27,107.32
