open,close,Trading_turnover,high,low
105.51,105.28,484.04,106.86,104.04
104.15,103.92,464.57,105.46,102.72
103.34,103.1,452.81,104.63,101.92
103.07,102.84,448.83,104.36,101.67
103.17,102.94,450.14,104.46,101.77
103.75,103.52,458.41,105.05,102.34
104.36,104.13,467.12,105.67,102.93
104.51,104.28,469.37,105.83,103.08
104.5,104.27,469.3,105.82,103.07
104.46,104.23,468.77,105.78,103.03
104.46,104.23,468.74,105.78,103.03
104.54,104.31,469.83,105.86,103.11
104.66,104.44,471.65,105.99,103.23
104.79,104.56,473.43,106.12,103.36
104.89,104.67,474.95,106.23,103.46
104.98,104.76,476.25,106.32,103.55
105.06,104.84,477.43,106.4,103.62
105.14,104.92,478.55,106.48,103.7
105.22,104.99,479.68,106.56,103.78
105.3,105.08,480.85,106.65,103.86
105.39,105.16,482.05,106.73,103.94
105.47,105.24,483.23,106.81,104.02
105.55,105.32,484.37,106.9,104.1
105.63,105.4,485.48,106.98,104.17
105.7,105.47,486.56,107.05,104.25
105.77,105.55,487.62,107.13,104.32
105.85,105.62,488.65,107.2,104.39
105.92,105.69,489.67,107.27,104.46
105.99,105.76,490.67,107.35,104.53
106.05,105.83,491.65,107.41,104.59
