open,close,Trading_turnover,high,low
103.39,103.16,453.37,104.69,101.98
103.12,102.89,449.56,104.41,101.72
103.08,102.85,448.87,104.36,101.68
103.22,102.99,450.84,104.51,101.81
103.5,103.28,454.96,104.8,102.1
103.8,103.58,459.22,105.11,102.39
103.98,103.76,461.82,105.29,102.57
104.1,103.87,463.5,105.41,102.68
104.19,103.96,464.77,105.5,102.77
104.24,104.01,465.52,105.55,102.82
104.26,104.04,465.88,105.58,102.84
104.34,104.12,467.03,105.66,102.92
104.47,104.25,468.91,105.8,103.05
104.59,104.36,470.53,105.91,103.16
104.68,104.45,471.93,106.01,103.25
104.77,104.54,473.2,106.1,103.34
104.86,104.63,474.42,106.19,103.42
104.94,104.71,475.64,106.27,103.5
105.03,104.8,476.87,106.36,103.59
105.11,104.88,478.11,106.45,103.67
105.2,104.97,479.34,106.54,103.75
105.28,105.05,480.54,106.62,103.84
105.36,105.14,481.73,106.71,103.92
105.44,105.22,482.88,106.79,104.0
105.52,105.3,484.01,106.87,104.07
105.6,105.37,485.12,106.95,104.15
105.68,105.45,486.21,107.03,104.22
105.75,105.52,487.28,107.1,104.3
105.82,105.6,488.33,107.18,104.37
105.9,105.67,489.36,107.25,104.44
