open,close,Trading_turnover,high,low
10.57,10.55,233.19,10.64,10.44
10.53,10.52,231.7,10.6,10.4
10.52,10.51,231.18,10.59,10.39
10.53,10.52,231.37,10.6,10.4
10.55,10.54,231.98,10.62,10.42
10.57,10.56,232.89,10.64,10.44
10.6,10.59,233.93,10.67,10.47
10.62,10.61,234.82,10.69,10.49
10.63,10.62,235.36,10.7,10.5
10.63,10.62,235.53,10.7,10.5
10.62,10.61,235.4,10.7,10.49
10.63,10.61,235.49,10.7,10.49
10.64,10.62,235.91,10.71,10.5
10.64,10.63,236.31,10.72,10.51
10.65,10.64,236.65,10.72,10.52
10.66,10.65,236.93,10.73,10.52
10.66,10.65,237.16,10.73,10.53
10.67,10.65,237.35,10.74,10.53
10.67,10.66,237.53,10.74,10.54
10.67,10.66,237.7,10.75,10.54
10.68,10.67,237.87,10.75,10.54
10.68,10.67,238.06,10.75,10.55
10.68,10.67,238.23,10.76,10.55
10.69,10.68,238.4,10.76,10.56
10.69,10.68,238.54,10.76,10.56
10.69,10.68,238.68,10.77,10.56
10.7,10.69,238.81,10.77,10.56
10.7,10.69,238.93,10.77,10.57
10.7,10.69,239.05,10.77,10.57
10.7,10.69,239.17,10.78,10.57
