open,close,Trading_turnover,high,low
40.48,40.48,77.67,40.55,40.09
40.43,40.43,77.4,40.5,40.04
40.34,40.34,76.95,40.41,39.95
40.23,40.23,76.41,40.3,39.84
40.09,40.09,75.78,40.17,39.71
39.94,39.94,75.06,40.02,39.56
39.75,39.76,74.2,39.84,39.39
39.53,39.53,73.16,39.62,39.17
39.25,39.25,71.87,39.35,38.91
38.91,38.91,70.26,39.02,38.57
38.51,38.52,68.4,38.63,38.19
38.27,38.28,67.28,38.4,37.97
38.2,38.2,66.91,38.33,37.89
38.11,38.11,66.46,38.24,37.81
38.01,38.01,65.96,38.14,37.71
37.89,37.9,65.41,38.03,37.6
37.77,37.78,64.82,37.92,37.48
37.64,37.65,64.19,37.79,37.36
37.51,37.52,63.54,37.66,37.23
37.38,37.39,62.9,37.54,37.1
37.26,37.27,62.31,37.42,36.99
37.17,37.17,61.82,37.33,36.9
37.09,37.1,61.44,37.25,36.82
37.03,37.03,61.11,37.19,36.76
36.95,36.96,60.75,37.12,36.69
36.88,36.89,60.38,37.05,36.62
36.81,36.81,60.0,36.98,36.55
36.74,36.74,59.63,36.91,36.48
36.67,36.67,59.27,36.84,36.41
36.6,36.61,58.93,36.77,36.35
