open,close,Trading_turnover,high,low
40.62,40.62,78.31,40.68,40.22
40.6,40.6,78.21,40.66,40.2
40.54,40.54,77.89,40.6,40.14
40.46,40.46,77.47,40.52,40.06
40.34,40.34,76.9,40.4,39.94
40.18,40.18,76.18,40.25,39.8
39.99,39.99,75.26,40.06,39.61
39.73,39.73,74.08,39.81,39.36
39.42,39.42,72.65,39.52,39.07
39.04,39.04,70.89,39.15,38.7
38.61,38.62,68.89,38.73,38.29
38.37,38.37,67.73,38.5,38.06
38.3,38.3,67.39,38.43,37.99
38.21,38.22,66.96,38.34,37.9
38.11,38.11,66.45,38.24,37.8
37.99,37.99,65.88,38.13,37.69
37.86,37.87,65.26,38.0,37.57
37.72,37.73,64.59,37.87,37.44
37.58,37.59,63.9,37.73,37.3
37.45,37.45,63.23,37.6,37.17
37.33,37.33,62.62,37.48,37.05
37.22,37.23,62.11,37.38,36.95
37.15,37.15,61.73,37.31,36.88
37.08,37.09,61.39,37.24,36.81
37.01,37.01,61.02,37.17,36.74
36.93,36.94,60.63,37.1,36.67
36.86,36.86,60.24,37.02,36.59
36.78,36.79,59.86,36.95,36.52
36.71,36.71,59.48,36.88,36.45
36.64,36.65,59.13,36.81,36.38
