open,close,Trading_turnover,high,low
40.4,40.4,77.32,40.47,40.01
40.38,40.38,77.17,40.45,39.99
40.32,40.32,76.86,40.39,39.93
40.24,40.24,76.49,40.31,39.85
40.14,40.14,76.0,40.21,39.76
40.01,40.01,75.36,40.08,39.63
39.83,39.83,74.54,39.91,39.46
39.6,39.6,73.47,39.69,39.24
39.29,39.3,72.06,39.39,38.94
38.92,38.93,70.34,39.03,38.59
38.51,38.52,68.42,38.64,38.2
38.28,38.28,67.29,38.41,37.97
38.21,38.21,66.96,38.34,37.9
38.12,38.13,66.55,38.26,37.82
38.03,38.03,66.07,38.16,37.73
37.92,37.92,65.53,38.06,37.62
37.79,37.8,64.92,37.94,37.5
37.66,37.67,64.28,37.81,37.37
37.52,37.53,63.6,37.68,37.24
37.39,37.4,62.95,37.55,37.11
37.27,37.28,62.35,37.43,37.0
37.18,37.18,61.86,37.34,36.9
37.1,37.11,61.49,37.26,36.83
37.04,37.04,61.16,37.2,36.77
36.97,36.97,60.8,37.13,36.7
36.89,36.9,60.43,37.06,36.63
36.82,36.82,60.05,36.99,36.56
36.74,36.75,59.67,36.92,36.49
36.67,36.68,59.31,36.85,36.42
36.61,36.61,58.96,36.78,36.35
