open,close,Trading_turnover,high,low
40.57,40.57,78.1,40.63,40.17
40.53,40.53,77.86,40.59,40.13
40.45,40.44,77.44,40.51,40.05
40.34,40.34,76.95,40.41,39.95
40.22,40.22,76.36,40.29,39.83
40.07,40.07,75.66,40.14,39.69
39.89,39.89,74.81,39.97,39.51
39.65,39.65,73.73,39.74,39.29
39.35,39.36,72.35,39.45,39.0
38.98,38.99,70.63,39.09,38.65
38.57,38.57,68.68,38.69,38.25
38.33,38.33,67.53,38.46,38.02
38.25,38.26,67.17,38.38,37.95
38.16,38.17,66.73,38.3,37.86
38.06,38.07,66.24,38.2,37.76
37.95,37.95,65.68,38.09,37.65
37.82,37.83,65.07,37.97,37.53
37.69,37.7,64.42,37.84,37.4
37.55,37.56,63.75,37.7,37.27
37.42,37.43,63.09,37.57,37.14
37.3,37.31,62.48,37.46,37.02
37.2,37.21,61.99,37.36,36.93
37.12,37.13,61.61,37.29,36.85
37.06,37.06,61.26,37.22,36.79
36.99,36.99,60.9,37.15,36.72
36.91,36.92,60.52,37.08,36.65
36.84,36.84,60.14,37.0,36.58
36.76,36.77,59.76,36.93,36.5
36.69,36.7,59.39,36.86,36.43
36.62,36.63,59.05,36.8,36.37
