open,close,Trading_turnover,high,low
40.87,40.87,79.48,40.93,40.46
40.8,40.8,79.13,40.86,40.39
40.7,40.7,78.63,40.76,40.29
40.59,40.59,78.06,40.65,40.18
40.43,40.43,77.32,40.49,40.03
40.24,40.24,76.42,40.31,39.85
40.02,40.02,75.4,40.09,39.64
39.75,39.75,74.17,39.83,39.38
39.43,39.43,72.7,39.52,39.08
39.07,39.07,71.02,39.17,38.73
38.67,38.68,69.16,38.79,38.35
38.43,38.43,68.02,38.55,38.12
38.34,38.35,67.61,38.47,38.03
38.25,38.25,67.13,38.38,37.94
38.13,38.14,66.59,38.27,37.83
38.01,38.02,65.99,38.15,37.71
37.88,37.88,65.35,38.02,37.58
37.74,37.75,64.67,37.89,37.45
37.6,37.61,63.99,37.75,37.32
37.47,37.47,63.33,37.62,37.19
37.35,37.35,62.73,37.5,37.07
37.25,37.25,62.23,37.41,36.97
37.17,37.17,61.83,37.33,36.9
37.1,37.1,61.47,37.26,36.83
37.02,37.03,61.09,37.19,36.76
36.95,36.95,60.7,37.11,36.68
36.87,36.87,60.31,37.04,36.61
36.79,36.8,59.92,36.96,36.53
36.72,36.73,59.55,36.89,36.46
36.65,36.66,59.2,36.83,36.4
