date,stock_id,Trading_Volume,Trading_money,open,close,spread,Trading_turnover,high,low
2015-01-05,3029,237086,3816306,16.0,16.2,0.3,112.0,16.25,15.85
2015-01-06,3029,189247,3008951,16.0,16.0,-0.2,98.0,16.0,15.8
2015-01-07,3029,129047,2062413,15.8,16.0,0.0,60.0,16.1,15.8
2015-01-08,3029,748409,12797793,17.1,17.1,1.1,332.0,17.1,17.1
2015-01-09,3029,2806524,49958871,18.1,17.5,0.4,1155.0,18.1,17.5
2015-01-12,3029,732036,12604316,17.2,17.15,-0.35,321.0,17.45,17.0
2015-01-13,3029,436077,7526531,17.05,17.4,0.25,209.0,17.4,17.05
2015-01-14,3029,289806,5014542,17.5,17.4,0.0,174.0,17.5,17.15
2015-01-15,3029,970063,17052055,17.4,17.4,0.0,419.0,17.85,17.3
2015-01-16,3029,789006,13802155,17.75,17.5,0.1,272.0,17.75,17.35
2015-01-19,3029,427338,7471261,17.6,17.1,-0.4,199.0,17.65,17.1
2015-01-20,3029,190725,3284382,17.15,17.25,0.15,108.0,17.3,17.15
2015-01-21,3029,2053206,36618505,17.3,17.75,0.5,938.0,18.05,17.3
2015-01-22,3029,760306,13455865,17.85,17.65,-0.1,352.0,17.9,17.55
2015-01-23,3029,526209,9247995,17.7,17.4,-0.25,233.0,17.85,17.35
2015-01-26,3029,304075,5362177,17.7,17.7,0.3,168.0,17.7,17.5
2015-01-27,3029,231206,4063635,17.8,17.5,-0.2,132.0,17.85,17.45
2015-01-28,3029,276206,4841234,17.4,17.5,0.0,153.0,17.65,17.4
2015-01-29,3029,276497,4780697,17.45,17.2,-0.3,152.0,17.45,17.2
2015-01-30,3029,374600,6421400,17.25,17.1,-0.1,190.0,17.3,17.05
2015-02-02,3029,205100,3518159,17.2,17.1,0.0,106.0,17.25,17.1
2015-02-03,3029,155006,2678653,17.35,17.2,0.1,83.0,17.4,17.15
2015-02-04,3029,167100,2875219,17.35,17.2,0.0,86.0,17.35,17.1
2015-02-05,3029,195023,3357545,17.3,17.2,0.0,76.0,17.3,17.1
2015-02-06,3029,634006,10623601,16.9,16.75,-0.45,296.0,17.1,16.6
2015-02-09,3029,261006,4353150,16.65,16.65,-0.1,99.0,16.8,16.6
2015-02-10,3029,115565,1926627,16.5,16.65,0.0,75.0,16.85,16.5
2015-02-11,3029,96612,1614108,16.65,16.7,0.05,66.0,16.85,16.6
2015-02-12,3029,55145,924306,16.8,16.7,0.0,40.0,16.85,16.7
2015-02-13,3029,175279,2931603,16.7,16.6,-0.1,84.0,16.9,16.6
2015-02-24,3029,114007,1917117,16.85,16.75,0.15,66.0,16.9,16.65
2015-02-25,3029,82006,1377901,16.8,16.75,0.0,47.0,16.9,16.7
2015-02-26,3029,188006,3205902,16.75,17.0,0.25,104.0,17.25,16.75
2015-03-02,3029,77006,1311402,17.2,16.95,-0.05,58.0,17.2,16.9
2015-03-03,3029,134131,2251621,17.0,16.75,-0.2,77.0,17.0,16.65
2015-03-04,3029,132015,2206317,16.7,16.75,0.0,71.0,16.8,16.65
2015-03-05,3029,126000,2124850,16.75,16.8,0.05,71.0,16.95,16.75
2015-03-06,3029,151000,2561750,16.85,17.0,0.2,91.0,17.1,16.85
2015-03-09,3029,211001,3532318,16.8,16.7,-0.3,119.0,16.85,16.7
2015-03-10,3029,194450,3230524,16.7,16.55,-0.15,113.0,16.8,16.5
2015-03-11,3029,171007,2812714,16.45,16.4,-0.15,94.0,16.6,16.4
2015-03-12,3029,470263,7810077,16.5,16.75,0.35,160.0,16.75,16.4
2015-03-13,3029,135156,2254287,16.7,16.7,-0.05,75.0,16.75,16.65
2015-03-16,3029,152607,2525135,16.7,16.5,-0.2,82.0,16.7,16.5
2015-03-17,3029,134007,2221215,16.6,16.55,0.05,67.0,16.7,16.5
2015-03-18,3029,109358,1811939,16.6,16.5,-0.05,62.0,16.65,16.5
2015-03-19,3029,172294,2864929,16.6,16.7,0.2,98.0,16.7,16.55
2015-03-20,3029,282001,4764216,16.8,16.85,0.15,158.0,17.0,16.7
2015-03-23,3029,919160,15959717,16.9,17.35,0.5,403.0,17.65,16.9
2015-03-24,3029,193359,3323474,17.4,17.05,-0.3,113.0,17.4,17.05
2015-03-25,3029,273003,4643301,17.5,16.95,-0.1,138.0,17.5,16.85
2015-03-26,3029,361000,6165900,16.95,17.05,0.1,165.0,17.35,16.9
2015-03-27,3029,238000,4070200,17.1,17.05,0.0,106.0,17.25,17.0
2015-03-30,3029,234001,3913216,17.4,16.75,-0.3,131.0,17.4,16.5
2015-03-31,3029,264001,4372116,16.8,16.6,-0.15,124.0,16.8,16.4
2015-04-01,3029,135159,2227107,16.7,16.45,-0.15,72.0,16.7,16.4
2015-04-02,3029,235293,3890277,16.45,16.65,0.2,125.0,16.7,16.45
2015-04-07,3029,243002,4086984,16.75,16.85,0.2,118.0,16.95,16.7
2015-04-08,3029,3768145,67399010,17.25,18.0,1.15,1264.0,18.0,17.1
2015-04-09,3029,8139475,154536343,18.3,19.25,1.25,2469.0,19.25,18.0
2015-04-10,3029,21148065,419340882,19.2,19.5,0.25,5162.0,20.45,18.8
2015-04-13,3029,7512356,147225357,19.8,19.5,0.0,2565.0,19.95,19.1
2015-04-14,3029,3804651,73858343,19.6,19.6,0.1,1494.0,19.75,19.15
2015-04-15,3029,18520398,381201587,19.8,20.95,1.35,5428.0,20.95,19.55
2015-04-16,3029,17541028,368618711,21.2,20.15,-0.8,5662.0,21.7,20.05
2015-04-17,3029,8594904,178691584,20.75,20.95,0.8,3418.0,21.2,20.25
2015-04-20,3029,15234108,326291906,21.3,20.4,-0.55,4819.0,22.0,20.35
2015-04-21,3029,6262585,125951765,20.85,19.75,-0.65,2397.0,20.85,19.5
2015-04-22,3029,4955588,98284152,20.0,19.65,-0.1,1977.0,20.45,19.4
2015-04-23,3029,3083301,60899878,19.9,19.6,-0.05,1423.0,20.1,19.45
2015-04-24,3029,5773414,117289520,19.85,20.4,0.8,2477.0,20.8,19.7
2015-04-27,3029,5316332,108916872,20.5,20.1,-0.3,1968.0,21.0,20.0
2015-04-28,3029,5706418,110710182,20.1,19.2,-0.9,2135.0,20.3,18.9
2015-04-29,3029,3235320,62219891,19.4,19.25,0.05,1293.0,19.5,18.95
2015-04-30,3029,1885238,35987324,19.4,19.05,-0.2,827.0,19.45,18.9
