date,stock_id,Trading_Volume,Trading_money,open,close,spread,Trading_turnover,high,low
2015-01-05,2453,682548,9885491,14.25,14.5,0.25,280.0,14.65,14.2
2015-01-06,2453,261523,3727800,14.3,14.25,-0.25,127.0,14.35,14.2
2015-01-07,2453,376954,5351296,14.0,14.2,-0.05,122.0,14.3,14.0
2015-01-08,2453,294000,4222700,14.2,14.35,0.15,134.0,14.45,14.2
2015-01-09,2453,219000,3141850,14.35,14.4,0.05,103.0,14.4,14.3
2015-01-12,2453,1236453,18716649,15.35,15.0,0.6,496.0,15.4,14.9
2015-01-13,2453,284428,4243305,15.0,14.95,-0.05,148.0,15.1,14.8
2015-01-14,2453,2837324,43932754,15.05,15.7,0.75,1038.0,15.7,15.05
2015-01-15,2453,2114071,34038286,15.75,16.0,0.3,985.0,16.4,15.75
2015-01-16,2453,733185,11532585,15.95,15.75,-0.25,367.0,15.95,15.55
2015-01-19,2453,1240819,20015461,16.0,16.05,0.3,514.0,16.3,15.75
2015-01-20,2453,524609,8428094,16.05,16.1,0.05,223.0,16.25,15.95
2015-01-21,2453,1721904,28310689,16.35,16.35,0.25,645.0,16.7,16.2
2015-01-22,2453,578812,9405503,16.4,16.3,-0.05,267.0,16.4,16.15
2015-01-23,2453,494738,8028558,16.3,16.1,-0.2,212.0,16.5,16.1
2015-01-26,2453,417165,6677857,16.2,15.9,-0.2,157.0,16.2,15.9
2015-01-27,2453,307040,4904335,16.2,15.9,0.0,122.0,16.2,15.8
2015-01-28,2453,696000,10873700,15.8,15.65,-0.25,250.0,15.85,15.4
2015-01-29,2453,417000,6479250,15.5,15.65,0.0,152.0,15.7,15.4
2015-01-30,2453,122100,1902665,15.7,15.5,-0.15,61.0,15.7,15.5
2015-02-02,2453,231000,3518900,15.55,15.2,-0.3,130.0,15.55,15.15
2015-02-03,2453,152000,2320700,15.25,15.3,0.1,100.0,15.4,15.2
2015-02-04,2453,346000,5339400,15.4,15.35,0.05,126.0,15.6,15.3
2015-02-05,2453,192001,2916215,15.4,15.35,0.0,103.0,15.4,15.1
2015-02-06,2453,154025,2332831,15.35,15.2,-0.15,89.0,15.35,15.1
2015-02-09,2453,101000,1539100,15.1,15.25,0.05,36.0,15.25,15.1
2015-02-10,2453,226000,3398050,15.35,14.85,-0.4,107.0,15.35,14.85
2015-02-11,2453,816000,11647950,14.7,14.15,-0.7,345.0,14.7,14.1
2015-02-12,2453,258078,3660049,14.15,14.15,0.0,119.0,14.25,14.15
2015-02-13,2453,272020,3832581,14.2,14.05,-0.1,111.0,14.2,14.0
2015-02-24,2453,65000,923650,14.25,14.25,0.2,46.0,14.25,14.15
2015-02-25,2453,142000,2018400,14.35,14.3,0.05,78.0,14.35,14.1
2015-02-26,2453,830253,12588020,14.75,15.3,1.0,326.0,15.3,14.75
2015-03-02,2453,2128912,33680450,15.6,15.95,0.65,897.0,16.15,15.6
2015-03-03,2453,530682,8320020,16.0,15.6,-0.35,268.0,16.0,15.45
2015-03-04,2453,268000,4186750,15.55,15.55,-0.05,122.0,15.75,15.5
2015-03-05,2453,204032,3186796,15.6,15.6,0.05,83.0,15.75,15.55
2015-03-06,2453,269025,4196641,15.7,15.5,-0.1,119.0,15.75,15.5
2015-03-09,2453,272015,4161128,15.5,15.2,-0.3,111.0,15.5,15.15
2015-03-10,2453,389211,5872215,15.2,15.1,-0.1,163.0,15.35,14.85
2015-03-11,2453,216000,3209850,14.7,15.0,-0.1,119.0,15.0,14.7
2015-03-12,2453,501002,7589080,15.0,14.95,-0.05,199.0,15.3,14.95
2015-03-13,2453,215000,3218150,15.05,14.9,-0.05,100.0,15.05,14.9
2015-03-16,2453,945336,14583040,14.75,15.5,0.6,422.0,15.8,14.75
2015-03-17,2453,2244771,35732842,15.9,15.65,0.15,801.0,16.15,15.6
2015-03-18,2453,306000,4767800,15.65,15.5,-0.15,146.0,15.8,15.5
2015-03-19,2453,362186,5626123,15.55,15.55,0.05,124.0,15.7,15.45
2015-03-20,2453,202713,3151901,15.45,15.6,0.05,108.0,15.65,15.45
2015-03-23,2453,270000,4206200,15.65,15.55,-0.05,104.0,15.65,15.5
2015-03-24,2453,238000,3670750,15.6,15.5,-0.05,107.0,15.6,15.3
2015-03-25,2453,163000,2522800,15.5,15.5,0.0,77.0,15.5,15.4
2015-03-26,2453,258000,3980250,15.4,15.4,-0.1,110.0,15.6,15.35
2015-03-27,2453,277936,4228690,15.2,15.1,-0.3,133.0,15.45,15.1
2015-03-30,2453,178150,2655727,15.1,14.85,-0.25,76.0,15.25,14.7
2015-03-31,2453,87020,1301453,15.0,15.0,0.15,49.0,15.05,14.85
2015-04-01,2453,164527,2434275,14.8,14.9,-0.1,93.0,14.9,14.7
2015-04-02,2453,174001,2593015,14.9,14.95,0.05,96.0,15.0,14.75
2015-04-07,2453,280010,4130145,14.95,14.6,-0.35,146.0,15.0,14.55
2015-04-08,2453,674917,9861346,14.6,14.6,0.0,240.0,14.8,14.5
2015-04-09,2453,215083,3179382,14.6,14.75,0.15,97.0,14.85,14.6
2015-04-10,2453,269001,3930164,14.9,14.7,-0.05,125.0,14.9,14.45
2015-04-13,2453,144000,2102050,14.65,14.55,-0.15,77.0,14.7,14.55
2015-04-14,2453,254000,3687250,14.55,14.5,-0.05,113.0,14.55,14.5
2015-04-15,2453,1635000,24175900,14.5,14.75,0.25,495.0,15.15,14.5
2015-04-16,2453,333005,4917774,14.75,14.7,-0.05,163.0,14.9,14.7
2015-04-17,2453,199007,2914452,14.55,14.6,-0.1,88.0,14.8,14.55
2015-04-20,2453,221277,3200511,14.55,14.4,-0.2,106.0,14.6,14.4
2015-04-21,2453,390025,5563759,14.4,14.3,-0.1,181.0,14.5,14.1
2015-04-22,2453,151000,2152300,14.4,14.2,-0.1,79.0,14.4,14.15
2015-04-23,2453,300000,4276950,14.4,14.25,0.05,123.0,14.4,14.15
2015-04-24,2453,237000,3392800,14.25,14.4,0.15,103.0,14.4,14.25
2015-04-27,2453,170005,2449121,14.55,14.35,-0.05,80.0,14.55,14.3
2015-04-28,2453,87000,1249900,14.45,14.3,-0.05,51.0,14.45,14.3
2015-04-29,2453,160001,2296414,14.45,14.3,0.0,92.0,14.45,14.25
2015-04-30,2453,164000,2347400,14.4,14.35,0.05,80.0,14.45,14.2
2015-05-04,2453,119000,1706750,14.4,14.35,0.0,44.0,14.4,14.3
2015-05-05,2453,314000,4462150,14.35,14.2,-0.15,88.0,14.35,14.1
2015-05-06,2453,92000,1314100,14.25,14.25,0.05,53.0,14.35,14.1
2015-05-07,2453,154000,2179150,14.25,14.3,0.05,81.0,14.3,14.1
2015-05-08,2453,231554,3285461,14.3,14.25,-0.05,83.0,14.4,14.0
2015-05-11,2453,915007,12311245,14.25,13.5,-0.75,278.0,14.25,13.3
2015-05-12,2453,120273,1605957,13.3,13.5,0.0,66.0,13.5,13.1
2015-05-13,2453,72001,972263,13.45,13.55,0.05,44.0,13.55,13.45
2015-05-14,2453,41001,551513,13.55,13.45,-0.1,33.0,13.55,13.3
2015-05-15,2453,57000,763000,13.45,13.3,-0.15,32.0,13.5,13.3
2015-05-18,2453,241001,3142213,13.3,13.15,-0.15,122.0,13.3,12.9
2015-05-19,2453,559238,7221291,13.2,13.2,0.05,204.0,13.2,12.7
2015-05-20,2453,89000,1166250,13.1,13.25,0.05,52.0,13.25,13.0
2015-05-21,2453,260000,3459350,13.15,13.4,0.15,131.0,13.4,13.0
2015-05-22,2453,319662,4223955,13.4,13.25,-0.15,134.0,13.5,13.0
2015-05-25,2453,231000,3029050,13.0,13.2,-0.05,96.0,13.25,13.0
2015-05-26,2453,313110,4104491,13.1,13.15,-0.05,113.0,13.2,13.0
2015-05-27,2453,1863382,25819002,13.05,13.85,0.7,662.0,14.05,13.05
2015-05-28,2453,869382,11783418,13.85,13.4,-0.45,421.0,13.9,13.3
2015-05-29,2453,882158,11558254,13.4,13.1,-0.3,346.0,13.4,12.8
2015-06-01,2453,169020,2211611,13.05,13.1,0.0,85.0,13.2,12.95
2015-06-02,2453,266000,3448450,12.9,12.9,-0.2,118.0,13.05,12.9
2015-06-03,2453,249350,3214094,13.05,12.8,-0.1,122.0,13.05,12.8
2015-06-04,2453,296000,3749650,12.8,12.4,-0.4,164.0,12.9,12.4
2015-06-05,2453,237000,2924800,12.35,12.3,-0.1,127.0,12.55,12.2
2015-06-08,2453,218000,2664750,12.4,12.2,-0.1,96.0,12.4,12.05
2015-06-09,2453,402382,4764703,12.05,12.05,-0.15,179.0,12.2,11.6
2015-06-10,2453,217200,2617950,11.8,12.15,0.1,106.0,12.15,11.8
2015-06-11,2453,1843000,20536650,12.1,11.05,-1.1,491.0,12.1,10.95
2015-06-12,2453,352000,3910300,11.0,11.2,0.15,163.0,11.25,10.9
2015-06-15,2453,183000,2040600,11.3,11.2,0.0,96.0,11.3,11.05
2015-06-16,2453,226000,2472600,10.95,10.9,-0.3,94.0,11.15,10.85
2015-06-17,2453,1506000,17459000,10.95,11.9,1.0,709.0,11.9,10.9
2015-06-18,2453,405000,4749900,11.7,11.7,-0.2,184.0,11.85,11.65
2015-06-22,2453,1715825,21520317,11.8,12.85,1.15,720.0,12.85,11.65
2015-06-23,2453,1201295,15717714,13.4,13.0,0.15,503.0,13.4,12.75
2015-06-24,2453,753009,9779666,13.0,12.85,-0.15,340.0,13.25,12.75
2015-06-25,2453,372000,4799550,13.1,12.75,-0.1,171.0,13.1,12.75
2015-06-26,2453,360034,4585376,12.75,12.6,-0.15,180.0,12.95,12.6
2015-06-29,2453,312066,3827831,12.4,12.15,-0.45,166.0,12.55,12.05
2015-06-30,2453,285393,3444126,12.1,12.0,-0.15,179.0,12.35,11.95
2015-07-01,2453,200000,2445200,12.1,12.15,0.15,101.0,12.35,12.1
2015-07-02,2453,1371000,17817500,12.2,13.1,0.95,656.0,13.3,12.2
2015-07-03,2453,522000,6704150,13.0,12.75,-0.35,251.0,13.1,12.7
2015-07-06,2453,314000,3923400,12.7,12.5,-0.25,123.0,12.7,12.35
2015-07-07,2453,151171,1877403,12.4,12.4,-0.1,88.0,12.5,12.35
2015-07-08,2453,251125,3032206,12.65,11.95,-0.45,132.0,12.65,11.8
2015-07-09,2453,324030,3771557,11.8,11.8,-0.15,148.0,11.95,11.2
2015-07-13,2453,220000,2571900,12.0,11.5,0.3,112.0,12.0,11.5
2015-07-14,2453,211060,2436428,11.55,11.35,-0.15,109.0,11.65,11.35
2015-07-15,2453,66000,752400,11.45,11.35,0.0,41.0,11.5,11.35
2015-07-16,2453,66500,750249,11.45,11.2,-0.15,50.0,11.45,11.2
2015-07-17,2453,166003,1880233,11.3,11.25,0.05,91.0,11.45,11.2
2015-07-20,2453,121000,1351450,11.4,11.0,-0.25,78.0,11.4,11.0
2015-07-21,2453,125000,1372900,11.0,10.95,-0.05,71.0,11.15,10.9
2015-07-22,2453,92031,1005441,10.9,10.9,-0.05,44.0,11.0,10.9
2015-07-23,2453,187016,2013073,10.8,10.75,-0.15,80.0,10.9,10.7
2015-07-24,2453,81020,886870,10.75,10.9,0.15,55.0,11.15,10.75
2015-07-27,2453,353265,3641263,10.9,10.05,-0.85,175.0,10.9,10.05
2015-07-28,2453,246000,2498300,10.05,10.15,0.1,82.0,10.25,10.0
2015-07-29,2453,122000,1237450,10.2,10.1,-0.05,53.0,10.25,10.1
2015-07-30,2453,182200,1897419,10.1,10.35,0.25,84.0,10.55,10.1
2015-07-31,2453,117000,1218150,10.5,10.5,0.15,45.0,10.5,10.35
2015-08-03,2453,353011,3573851,10.35,10.0,-0.5,98.0,10.35,9.96
2015-08-04,2453,278000,2790590,10.0,9.91,-0.09,106.0,10.25,9.91
2015-08-05,2453,233000,2337960,9.98,10.1,0.19,99.0,10.1,9.97
2015-08-06,2453,125000,1246430,10.1,9.93,-0.17,69.0,10.1,9.92
2015-08-07,2453,159025,1593776,9.93,10.15,0.22,62.0,10.3,9.93
2015-08-10,2453,77000,783700,10.2,10.25,0.1,44.0,10.25,10.1
2015-08-11,2453,142000,1455400,10.25,10.15,-0.1,72.0,10.3,10.15
2015-08-12,2453,82000,832800,10.15,10.2,0.05,28.0,10.25,10.1
2015-08-13,2453,80000,821700,10.25,10.2,0.0,31.0,10.4,10.15
2015-08-14,2453,55000,565150,10.4,10.2,0.0,36.0,10.4,10.2
2015-08-17,2453,128000,1288300,10.15,10.0,-0.2,47.0,10.15,10.0
2015-08-18,2453,45497,457720,10.0,10.1,0.1,26.0,10.15,10.0
2015-08-19,2453,181000,1809150,10.15,9.96,-0.14,85.0,10.15,9.96
2015-08-20,2453,48000,479130,9.99,10.05,0.09,36.0,10.05,9.95
2015-08-21,2453,234005,2324669,10.0,9.9,-0.15,100.0,10.0,9.88
2015-08-24,2453,721241,6704979,9.88,9.0,-0.9,224.0,9.88,8.93
2015-08-25,2453,322006,2904144,9.0,9.19,0.19,108.0,9.19,8.89
2015-08-26,2453,198000,1824540,9.27,9.3,0.11,63.0,9.3,9.08
2015-08-27,2453,117006,1119894,9.4,9.58,0.28,72.0,9.64,9.4
2015-08-28,2453,174002,1691659,9.6,9.8,0.22,84.0,9.8,9.6
2015-08-31,2453,161002,1574230,9.84,10.0,0.2,76.0,10.0,9.69
2015-09-01,2453,92004,917360,9.99,9.95,-0.05,65.0,10.1,9.93
2015-09-02,2453,55000,546550,9.9,10.0,0.05,35.0,10.1,9.85
2015-09-03,2453,275000,2798800,10.1,10.2,0.2,127.0,10.4,10.0
2015-09-04,2453,178000,1797810,10.2,9.99,-0.21,66.0,10.3,9.99
2015-09-07,2453,45000,450000,10.1,10.0,0.01,26.0,10.1,9.98
2015-09-08,2453,52000,521450,10.05,10.0,0.0,31.0,10.1,10.0
2015-09-09,2453,119000,1211150,10.2,10.2,0.2,71.0,10.25,10.1
2015-09-10,2453,51001,519610,10.15,10.25,0.05,30.0,10.25,10.1
2015-09-11,2453,747000,7961700,10.1,10.5,0.25,391.0,10.95,10.1
2015-09-14,2453,674000,7111350,10.55,10.5,0.0,92.0,10.7,10.45
2015-09-15,2453,166005,1761450,10.55,10.75,0.25,96.0,10.8,10.4
2015-09-16,2453,289004,3136690,10.95,10.85,0.1,139.0,10.95,10.75
2015-09-17,2453,292010,3136457,10.8,10.65,-0.2,142.0,10.85,10.65
2015-09-18,2453,174030,1850874,10.65,10.7,0.05,80.0,10.75,10.45
2015-09-21,2453,106036,1111628,10.6,10.4,-0.3,61.0,10.6,10.4
2015-09-22,2453,123000,1292900,10.55,10.5,0.1,63.0,10.6,10.45
2015-09-23,2453,80011,832413,10.45,10.3,-0.2,57.0,10.6,10.3
2015-09-24,2453,73000,757600,10.4,10.25,-0.05,50.0,10.55,10.25
2015-09-25,2453,64000,653550,10.3,10.25,0.0,41.0,10.3,10.15
2015-09-30,2453,111000,1128050,10.2,10.25,0.0,53.0,10.3,10.05
