time,latest_trade_price,trade_volume,accumulate_trade_volume,open,high,low
2020-10-06 12:44:54,82.0000,1,249,82.3000,82.5000,81.8000
2020-10-06 12:44:54,82.0000,1,249,82.3000,82.5000,81.8000
2020-10-06 12:44:54,82.0000,1,249,82.3000,82.5000,81.8000
2020-10-06 12:44:54,82.0000,1,249,82.3000,82.5000,81.8000
2020-10-06 12:44:54,82.0000,1,249,82.3000,82.5000,81.8000
2020-10-06 12:44:54,82.0000,1,249,82.3000,82.5000,81.8000
2020-10-06 12:44:54,82.0000,1,249,82.3000,82.5000,81.8000
2020-10-06 12:44:54,82.0000,1,249,82.3000,82.5000,81.8000
2020-10-06 12:44:54,82.0000,1,249,82.3000,82.5000,81.8000
2020-10-06 12:44:54,82.0000,1,249,82.3000,82.5000,81.8000
2020-10-06 12:44:54,82.0000,1,249,82.3000,82.5000,81.8000
2020-10-06 12:44:54,82.0000,1,249,82.3000,82.5000,81.8000
2020-10-06 12:47:04,82.0000,3,252,82.3000,82.5000,81.8000
2020-10-06 12:47:04,82.0000,3,252,82.3000,82.5000,81.8000
2020-10-06 12:47:04,82.0000,3,252,82.3000,82.5000,81.8000
2020-10-06 12:47:04,82.0000,3,252,82.3000,82.5000,81.8000
2020-10-06 12:47:04,82.0000,3,252,82.3000,82.5000,81.8000
2020-10-06 12:47:04,82.0000,3,252,82.3000,82.5000,81.8000
2020-10-06 12:47:04,82.0000,3,252,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:48:14,82.0000,1,253,82.3000,82.5000,81.8000
2020-10-06 12:49:45,82.0000,1,254,82.3000,82.5000,81.8000
2020-10-06 12:49:45,82.0000,1,254,82.3000,82.5000,81.8000
2020-10-06 12:49:45,82.0000,1,254,82.3000,82.5000,81.8000
2020-10-06 12:49:45,82.0000,1,254,82.3000,82.5000,81.8000
2020-10-06 12:49:45,82.0000,1,254,82.3000,82.5000,81.8000
2020-10-06 12:59:53,82.2000,1,265,82.3000,82.5000,81.8000
2020-10-06 12:59:53,82.2000,1,265,82.3000,82.5000,81.8000
