time,latest_trade_price,trade_volume,accumulate_trade_volume,open,high,low
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
2020-10-06 11:53:59,145.0000,1,1,145.0000,145.0000,145.0000
