date,stock_id,Trading_Volume,Trading_money,open,close,spread,Trading_turnover,high,low
2015-01-05,3130,118050,19803025,166.5,168.5,-1.0,100,170.0,164.5
2015-01-06,3130,53000,8804500,168.0,164.5,-1.0,44,168.0,164.5
2015-01-07,3130,130144,21157760,164.0,163.0,-1.0,109,165.0,161.5
2015-01-08,3130,48010,7847635,164.0,162.5,-1.0,48,165.0,162.0
2015-01-09,3130,152225,24133775,163.0,159.0,-1.0,137,163.0,156.0
2015-01-12,3130,77020,12369720,161.0,161.5,-1.0,65,162.0,159.5
2015-01-13,3130,58100,9317100,161.5,161.5,0.0,53,162.0,159.0
2015-01-14,3130,33100,5312450,162.0,159.5,-1.0,32,162.5,159.0
2015-01-15,3130,122025,19110362,159.5,153.5,-1.0,87,160.5,153.5
2015-01-16,3130,192044,28882232,150.0,150.0,-1.0,152,152.5,149.0
2015-01-19,3130,63250,9413000,151.0,148.0,-1.0,47,152.0,147.5
2015-01-20,3130,137042,20940052,147.0,155.5,-1.0,118,156.5,147.0
2015-01-21,3130,127010,20042150,157.0,160.0,-1.0,107,160.0,154.0
2015-01-22,3130,133000,21460500,161.0,160.0,0.0,107,163.0,159.5
2015-01-23,3130,44191,7073942,162.0,160.5,-1.0,42,162.0,159.0
2015-01-26,3130,46785,7467885,160.5,161.0,-1.0,51,162.0,158.0
2015-01-27,3130,32010,5075095,161.0,157.5,-1.0,31,161.0,157.5
2015-01-28,3130,38540,6126089,157.0,159.5,-1.0,40,160.0,157.0
2015-01-29,3130,23041,3663538,159.0,158.0,-1.0,25,160.5,158.0
2015-01-30,3130,31000,4909000,158.0,157.5,-1.0,18,160.0,157.5
2015-02-02,3130,40000,6282000,158.0,155.5,-1.0,39,159.0,155.5
2015-02-03,3130,29005,4529327,157.0,156.5,-1.0,30,157.0,156.0
2015-02-04,3130,150005,24591835,156.5,167.0,-1.0,135,167.0,156.5
2015-02-05,3130,282605,48089836,172.0,168.5,-1.0,254,173.0,168.0
2015-02-06,3130,58100,9731900,169.0,167.5,-1.0,59,169.0,165.0
2015-02-09,3130,49000,8139500,168.0,166.5,-1.0,43,168.0,165.0
2015-02-10,3130,115139,19458130,167.0,171.0,-1.0,109,171.5,166.0
2015-02-11,3130,117135,19571545,169.5,166.0,-1.0,107,170.0,165.5
2015-02-12,3130,48001,7835166,165.0,161.5,-1.0,47,165.0,161.5
2015-02-13,3130,40000,6569500,161.0,163.0,-1.0,36,166.5,161.0
2015-02-24,3130,32000,5155500,163.0,161.5,-1.0,31,163.0,160.5
2015-02-25,3130,39020,6297750,162.0,160.5,-1.0,38,162.5,160.0
2015-02-26,3130,61000,9626500,160.5,159.5,-1.0,49,160.5,156.0
