date,stock_id,Trading_Volume,Trading_money,open,close,spread,Trading_turnover,high,low
2015-01-05,4994,174600,29230800,169.0,169.0,0.0,161.0,169.5,166.0
2015-01-06,4994,400114,67962038,167.0,168.0,-1.0,349.0,172.5,167.0
2015-01-07,4994,128515,21515990,169.5,166.5,-1.5,108.0,169.5,166.5
2015-01-08,4994,125200,20788000,167.0,165.0,-1.5,116.0,167.5,165.0
2015-01-09,4994,117700,19432800,167.0,164.0,-1.0,101.0,167.0,163.5
2015-01-12,4994,109635,17815322,165.0,162.0,-2.0,102.0,165.0,162.0
2015-01-13,4994,62100,10161800,162.0,163.0,1.0,57.0,165.0,162.0
2015-01-14,4994,138625,22941125,163.0,165.0,2.0,121.0,167.0,163.0
2015-01-15,4994,81250,13496250,168.0,165.0,0.0,76.0,168.0,165.0
2015-01-16,4994,116883,19281695,167.0,165.5,0.5,107.0,167.0,163.0
2015-01-19,4994,189050,31574650,167.5,163.5,-2.0,184.0,169.5,163.5
2015-01-20,4994,51781,8493865,163.5,163.5,0.0,57.0,165.0,163.5
2015-01-21,4994,87169,14260054,165.0,164.5,1.0,80.0,165.5,162.5
2015-01-22,4994,115750,19200000,166.5,165.0,0.5,110.0,168.0,165.0
2015-01-23,4994,149170,24828474,168.0,166.5,1.5,152.0,168.0,165.0
2015-01-26,4994,580733,102035974,165.5,178.0,11.5,402.0,178.0,165.5
2015-01-27,4994,954184,171221790,181.5,176.5,-1.5,748.0,184.0,176.0
2015-01-28,4994,339967,59255772,176.5,172.0,-4.5,290.0,178.0,172.0
2015-01-29,4994,366106,63167465,173.0,170.5,-1.5,282.0,175.0,170.0
2015-01-30,4994,218860,37054480,170.5,168.0,-2.5,163.0,171.5,168.0
2015-02-02,4994,161500,26900500,169.0,165.5,-2.5,138.0,170.5,165.0
2015-02-03,4994,92250,15341000,166.5,167.0,1.5,80.0,167.0,165.5
2015-02-04,4994,122509,20320739,169.0,166.0,-1.0,113.0,169.5,164.5
2015-02-05,4994,87000,14414499,164.0,167.5,1.5,78.0,167.5,164.0
2015-02-06,4994,94250,15635000,168.0,165.0,-2.5,76.0,168.0,165.0
2015-02-09,4994,206739,33456108,165.5,160.5,-4.5,180.0,165.5,160.0
2015-02-10,4994,113750,18259000,160.0,161.0,0.5,92.0,162.0,158.0
2015-02-11,4994,54891,8868560,162.0,161.0,0.0,56.0,162.0,161.0
2015-02-12,4994,188000,29828500,161.0,160.0,-1.0,142.0,161.5,156.5
2015-02-13,4994,71435,11453165,162.0,160.0,0.0,66.0,162.0,159.0
2015-02-24,4994,49350,7850650,160.0,158.0,-2.0,48.0,160.0,158.0
2015-02-25,4994,51368,8155828,158.0,159.0,1.0,50.0,160.0,158.0
2015-02-26,4994,59190,9494400,159.0,160.0,1.0,50.0,161.0,159.0
2015-03-02,4994,50316,8011402,161.0,159.5,-0.5,44.0,161.5,158.5
2015-03-03,4994,155127,25248136,159.0,162.5,3.0,119.0,165.0,159.0
2015-03-04,4994,59556,9700628,162.5,163.0,0.5,44.0,163.5,162.0
2015-03-05,4994,102000,16728500,164.5,164.0,1.0,85.0,165.0,163.0
2015-03-06,4994,235256,38989867,164.5,166.0,2.0,156.0,167.0,164.5
2015-03-09,4994,97075,16020725,166.0,164.0,-2.0,73.0,167.5,163.5
2015-03-10,4994,98030,16149860,166.0,163.0,-1.0,86.0,167.0,163.0
2015-03-11,4994,111170,18223210,162.0,163.0,0.0,93.0,166.0,161.0
2015-03-12,4994,129751,21458664,165.0,164.0,1.0,120.0,167.0,164.0
2015-03-13,4994,97760,16205140,165.0,165.0,1.0,81.0,167.0,165.0
2015-03-16,4994,56510,9319150,165.0,164.0,-1.0,51.0,166.0,163.5
2015-03-17,4994,65875,10814125,164.0,163.5,-0.5,67.0,165.5,163.5
2015-03-18,4994,49999,8222335,163.5,163.5,0.0,50.0,165.0,163.5
2015-03-19,4994,79254,12976656,164.5,164.0,0.5,73.0,165.0,163.0
2015-03-20,4994,56676,9281364,164.0,163.0,-1.0,54.0,165.0,163.0
2015-03-23,4994,84750,13897250,164.5,163.0,0.0,80.0,165.0,163.0
2015-03-24,4994,78502,12686826,163.0,161.0,-2.0,79.0,163.0,161.0
2015-03-25,4994,76036,12196368,161.0,159.5,-1.5,71.0,162.0,159.5
2015-03-26,4994,65779,10508919,161.0,161.0,1.5,68.0,161.0,158.5
2015-03-27,4994,59250,9490000,161.0,160.5,-0.5,54.0,161.0,159.5
2015-03-30,4994,65920,10520360,160.5,159.5,-1.0,63.0,161.0,159.0
2015-03-31,4994,226629,37454656,160.0,164.0,4.5,178.0,169.5,160.0
2015-04-01,4994,38228,6220936,164.0,162.0,-2.0,38.0,165.0,162.0
2015-04-02,4994,69354,11204879,162.0,162.0,0.0,56.0,164.0,160.0
2015-04-07,4994,32422,5289418,163.0,163.0,1.0,37.0,164.0,162.0
2015-04-08,4994,70800,11348000,162.0,160.0,-3.0,73.0,162.0,159.0
2015-04-09,4994,57591,9231264,160.0,159.5,-0.5,57.0,161.5,159.5
2015-04-10,4994,75003,11910983,160.5,158.5,-1.0,62.0,160.5,158.5
2015-04-13,4994,70400,11138600,158.5,158.5,0.0,68.0,159.0,157.5
2015-04-14,4994,56826,9159660,159.5,160.5,2.0,60.0,163.0,159.5
2015-04-15,4994,70270,11181160,160.5,158.0,-2.5,70.0,161.0,158.0
2015-04-16,4994,54560,8653980,158.0,159.0,1.0,66.0,159.5,158.0
2015-04-17,4994,56040,8962940,159.5,161.5,2.5,54.0,161.5,158.0
2015-04-20,4994,36750,5865125,160.0,159.5,-2.0,39.0,161.0,158.5
2015-04-21,4994,62267,9893818,161.0,158.0,-1.5,63.0,161.0,158.0
2015-04-22,4994,31125,4928875,158.0,158.0,0.0,32.0,159.5,158.0
2015-04-23,4994,51403,8167577,158.0,159.0,1.0,52.0,160.0,158.0
2015-04-24,4994,59875,9569750,158.5,159.0,0.0,65.0,160.5,158.5
2015-04-27,4994,62095,9950510,160.5,159.0,0.0,68.0,162.0,159.0
2015-04-28,4994,91587,14656833,160.0,159.5,0.5,83.0,161.0,159.0
2015-04-29,4994,73597,11814520,159.5,160.5,1.0,67.0,162.0,159.5
2015-04-30,4994,67118,10759438,161.0,160.5,0.0,55.0,162.0,159.5
2015-05-04,4994,58403,9296577,160.5,159.0,-1.5,52.0,160.5,158.5
2015-05-05,4994,46740,7412660,158.5,158.0,-1.0,45.0,159.5,158.0
2015-05-06,4994,34000,5399000,158.5,158.5,0.5,33.0,160.0,158.0
2015-05-07,4994,116303,17884615,152.0,154.0,-4.5,125.0,155.5,151.5
2015-05-08,4994,158572,23864872,155.0,151.0,-3.0,145.0,155.0,145.0
2015-05-11,4994,185645,27180025,151.5,146.0,-5.0,169.0,151.5,145.0
2015-05-12,4994,94370,13840574,146.0,147.5,1.5,89.0,148.0,145.0
2015-05-13,4994,90104,13078236,147.0,145.5,-2.0,72.0,147.0,143.5
2015-05-14,4994,48001,7005148,145.5,147.0,1.5,37.0,147.5,145.0
2015-05-15,4994,54580,7924520,146.5,145.0,-2.0,51.0,146.5,145.0
2015-05-18,4994,83517,11940931,145.0,143.0,-2.0,73.0,145.0,142.0
2015-05-19,4994,119327,16779934,140.5,140.5,-2.5,106.0,143.0,140.0
2015-05-20,4994,464250,61645500,140.5,131.5,-9.0,389.0,140.5,131.0
2015-05-21,4994,324637,41985812,133.0,134.5,3.0,297.0,134.5,125.5
2015-05-22,4994,168350,22864300,134.5,137.5,3.0,147.0,137.5,133.0
2015-05-25,4994,177910,25320450,137.5,145.5,8.0,173.0,146.0,137.5
2015-05-26,4994,136025,20068600,146.5,145.0,-0.5,126.0,152.0,145.0
2015-05-27,4994,83334,11940096,145.0,144.0,-1.0,77.0,145.0,141.0
2015-05-28,4994,93401,13657745,144.5,145.5,1.5,85.0,148.0,144.5
2015-05-29,4994,72250,10543000,145.5,145.5,0.0,57.0,147.0,145.5
2015-06-01,4994,49262,7099621,145.0,146.0,0.5,44.0,146.0,143.0
2015-06-02,4994,46488,6738248,146.0,145.0,-1.0,41.0,147.0,143.0
2015-06-03,4994,57800,8295600,145.5,143.0,-2.0,56.0,145.5,142.5
2015-06-04,4994,76426,10707382,143.5,140.5,-2.5,75.0,143.5,136.0
2015-06-05,4994,57715,8056457,142.5,141.0,0.5,63.0,142.5,138.0
2015-06-08,4994,72600,10292600,141.0,141.5,0.5,73.0,146.5,138.0
2015-06-09,4994,89555,12743641,141.0,143.0,1.5,86.0,144.0,138.5
2015-06-10,4994,48035,6963075,143.5,145.5,2.5,47.0,146.5,143.5
2015-06-11,4994,65201,9446645,145.5,145.5,0.0,64.0,146.0,143.0
2015-06-12,4994,42200,6120000,145.5,145.5,0.0,39.0,146.0,144.0
2015-06-15,4994,75127,11018915,145.0,145.5,0.0,67.0,148.0,145.0
2015-06-16,4994,60100,8606550,145.0,144.5,-1.0,56.0,145.0,142.0
2015-06-17,4994,119125,16929375,142.5,144.0,-0.5,88.0,144.0,140.0
2015-06-18,4994,77257,11012008,143.5,143.0,-1.0,50.0,144.0,141.5
2015-06-22,4994,54300,7740500,143.0,144.0,1.0,45.0,144.0,141.5
2015-06-23,4994,64250,9316750,144.0,146.0,2.0,61.0,146.5,144.0
2015-06-24,4994,67125,9697625,145.5,145.0,-1.0,67.0,147.0,143.0
2015-06-25,4994,38300,5525500,144.5,145.0,0.0,39.0,145.0,143.0
2015-06-26,4994,29700,4297000,145.0,145.5,0.5,31.0,145.5,144.0
