time,latest_trade_price,trade_volume,accumulate_trade_volume,open,high,low
2020-10-06 12:48:55,62.9000,2,191,62.7000,63.3000,62.7000
2020-10-06 12:48:55,62.9000,2,191,62.7000,63.3000,62.7000
2020-10-06 12:48:55,62.9000,2,191,62.7000,63.3000,62.7000
2020-10-06 12:48:55,62.9000,2,191,62.7000,63.3000,62.7000
2020-10-06 12:48:55,62.9000,2,191,62.7000,63.3000,62.7000
2020-10-06 12:48:55,62.9000,2,191,62.7000,63.3000,62.7000
2020-10-06 12:48:55,62.9000,2,191,62.7000,63.3000,62.7000
2020-10-06 12:48:55,62.9000,2,191,62.7000,63.3000,62.7000
2020-10-06 12:48:55,62.9000,2,191,62.7000,63.3000,62.7000
2020-10-06 12:48:55,62.9000,2,191,62.7000,63.3000,62.7000
2020-10-06 12:48:55,62.9000,2,191,62.7000,63.3000,62.7000
2020-10-06 12:48:55,62.9000,2,191,62.7000,63.3000,62.7000
2020-10-06 12:48:55,62.9000,2,191,62.7000,63.3000,62.7000
2020-10-06 12:48:55,62.9000,2,191,62.7000,63.3000,62.7000
2020-10-06 12:48:55,62.9000,2,191,62.7000,63.3000,62.7000
2020-10-06 12:48:55,62.9000,2,191,62.7000,63.3000,62.7000
2020-10-06 12:50:44,63.0000,1,192,62.7000,63.3000,62.7000
2020-10-06 12:48:55,62.9000,2,191,62.7000,63.3000,62.7000
2020-10-06 12:50:44,63.0000,1,192,62.7000,63.3000,62.7000
