date,stock_id,Trading_Volume,Trading_money,open,close,spread,Trading_turnover,high,low
2015-01-05,5203,177217,16294673,92.0,91.8,0.8,156.0,92.6,91.2
2015-01-06,5203,243988,22127709,91.0,91.0,-0.8,204.0,91.0,90.4
2015-01-07,5203,119753,10897771,91.0,91.0,0.0,105.0,91.4,90.7
2015-01-08,5203,325418,30146819,92.0,92.5,1.5,280.0,93.5,91.8
2015-01-09,5203,240543,22152900,92.5,92.0,-0.5,225.0,92.8,91.9
2015-01-12,5203,177235,16154735,92.0,90.9,-1.1,155.0,92.0,90.9
2015-01-13,5203,112303,10218340,91.0,91.0,0.1,94.0,91.3,90.6
2015-01-14,5203,103021,9351303,91.4,91.0,0.0,107.0,91.4,90.5
2015-01-15,5203,186591,16882490,91.0,90.5,-0.5,166.0,91.0,90.1
2015-01-16,5203,108642,9802980,90.5,90.2,-0.3,108.0,90.5,90.0
2015-01-19,5203,222838,20359840,90.6,91.4,1.2,180.0,91.9,90.4
2015-01-20,5203,91587,8398923,91.6,91.8,0.4,87.0,92.0,91.3
2015-01-21,5203,106564,9737634,91.8,91.3,-0.5,89.0,92.0,91.0
2015-01-22,5203,126553,11567474,91.9,91.7,0.4,128.0,91.9,91.1
2015-01-23,5203,150146,13770470,91.8,91.6,-0.1,122.0,91.9,91.5
2015-01-26,5203,143026,13118664,92.1,91.6,0.0,128.0,92.1,91.4
2015-01-27,5203,85242,7812016,91.6,91.5,-0.1,75.0,91.9,91.5
2015-01-28,5203,180470,16676540,91.5,92.5,1.0,160.0,92.8,91.5
2015-01-29,5203,84033,7715222,91.7,91.7,-0.8,84.0,92.2,91.6
2015-01-30,5203,189254,17334565,92.1,91.6,-0.1,71.0,92.1,91.5
2015-02-02,5203,69107,6337209,91.6,92.1,0.5,65.0,92.2,91.5
2015-02-03,5203,107371,9916732,92.2,92.5,0.4,101.0,92.6,92.1
2015-02-04,5203,307940,28791586,92.2,93.7,1.2,250.0,94.0,92.2
2015-02-05,5203,64274,6010861,93.7,93.4,-0.3,70.0,94.0,93.2
2015-02-06,5203,76715,7136165,93.7,92.7,-0.7,81.0,93.7,92.7
2015-02-09,5203,157773,14437805,92.7,90.7,-2.0,131.0,92.7,90.6
2015-02-10,5203,186023,16848663,92.0,90.0,-0.7,148.0,92.0,90.0
2015-02-11,5203,77877,7085928,90.7,91.3,1.3,86.0,91.6,90.5
2015-02-12,5203,138284,12562327,91.0,90.5,-0.8,116.0,91.5,90.2
2015-02-13,5203,145947,13217864,90.6,91.2,0.7,133.0,91.6,90.1
2015-02-24,5203,200957,18192964,91.5,90.7,-0.5,159.0,91.5,90.0
2015-02-25,5203,192670,17368961,90.5,90.1,-0.6,179.0,90.7,90.0
2015-02-26,5203,112472,10168919,90.1,90.8,0.7,112.0,90.8,90.0
2015-03-02,5203,148225,13426362,90.8,90.4,-0.4,108.0,90.9,90.3
2015-03-03,5203,99387,9014234,90.5,90.8,0.4,99.0,91.2,90.4
2015-03-04,5203,132753,12031219,90.8,90.6,-0.2,111.0,91.0,90.5
2015-03-05,5203,143335,12988581,90.6,90.6,0.0,106.0,91.0,90.5
2015-03-06,5203,92177,8412238,90.8,91.3,0.7,93.0,91.4,90.8
2015-03-09,5203,92282,8389616,91.3,90.9,-0.4,85.0,91.3,90.6
2015-03-10,5203,116360,10559850,90.9,90.7,-0.2,76.0,91.0,90.6
2015-03-11,5203,88033,7978188,90.6,90.7,0.0,89.0,90.9,90.5
2015-03-12,5203,135928,12319259,90.7,90.5,-0.2,116.0,91.1,90.5
2015-03-13,5203,103124,9365858,91.0,90.9,0.4,97.0,91.0,90.6
2015-03-16,5203,110173,10039843,91.1,91.1,0.2,100.0,91.4,90.9
2015-03-17,5203,78697,7193933,91.5,91.4,0.3,58.0,91.7,91.1
2015-03-18,5203,96037,8786872,91.4,91.3,-0.1,77.0,91.8,91.3
2015-03-19,5203,213846,19682332,91.3,92.6,1.3,190.0,92.6,91.2
2015-03-20,5203,452193,42059425,93.2,92.9,0.3,356.0,93.6,92.6
2015-03-23,5203,288750,27036522,93.0,93.6,0.7,247.0,94.2,93.0
2015-03-24,5203,226407,21053068,93.6,93.0,-0.6,180.0,93.7,92.6
2015-03-25,5203,205191,19060538,93.0,92.9,-0.1,186.0,93.2,92.7
2015-03-26,5203,113480,10546340,92.4,93.0,0.1,107.0,93.4,92.3
2015-03-27,5203,129911,12129423,93.4,93.4,0.4,116.0,93.8,93.1
2015-03-30,5203,87944,8216870,93.8,93.3,-0.1,89.0,93.8,93.1
2015-03-31,5203,166033,15516476,93.5,93.7,0.4,132.0,93.9,93.1
2015-04-01,5203,117713,10981009,93.5,93.1,-0.6,95.0,93.5,93.1
2015-04-02,5203,140028,13042904,93.1,93.0,-0.1,104.0,93.3,93.0
2015-04-07,5203,99944,9298315,93.1,93.1,0.1,106.0,93.2,92.9
2015-04-08,5203,102663,9583459,93.1,93.5,0.4,84.0,93.6,93.0
2015-04-09,5203,158186,14719676,93.5,92.9,-0.6,130.0,93.5,92.9
2015-04-10,5203,210853,19513027,93.1,92.1,-0.8,175.0,93.1,92.1
2015-04-13,5203,244674,22785082,92.4,93.4,1.3,216.0,93.5,92.4
2015-04-14,5203,170181,15889164,93.4,93.2,-0.2,136.0,93.6,93.0
2015-04-15,5203,451166,42280219,93.4,93.1,-0.1,293.0,94.8,93.0
2015-04-16,5203,334851,31249020,94.1,93.1,0.0,199.0,94.1,92.9
2015-04-17,5203,124958,11647157,93.5,93.9,0.8,99.0,93.9,92.6
2015-04-20,5203,321444,29997357,93.9,93.0,-0.9,264.0,93.9,92.8
2015-04-21,5203,197278,18333154,93.5,93.0,0.0,173.0,93.7,92.6
2015-04-22,5203,172567,16082531,93.7,93.0,0.0,126.0,93.7,92.8
2015-04-23,5203,134983,12568111,93.0,93.5,0.5,126.0,93.5,92.8
2015-04-24,5203,344235,32157655,94.3,93.1,-0.4,281.0,94.3,93.0
2015-04-27,5203,217180,20244240,93.5,93.2,0.1,181.0,93.8,93.0
2015-04-28,5203,173610,16225948,93.2,93.6,0.4,172.0,93.7,93.1
2015-04-29,5203,267548,25005771,94.4,93.0,-0.6,200.0,94.5,93.0
2015-04-30,5203,712034,64392687,92.1,90.5,-2.5,569.0,92.1,88.0
2015-05-04,5203,565812,50585674,90.5,89.4,-1.1,388.0,90.5,88.9
