time,latest_trade_price,trade_volume,accumulate_trade_volume,open,high,low
2020-10-06 12:46:01,17.1500,2,445,16.6000,17.3000,16.5500
2020-10-06 12:46:01,17.1500,2,445,16.6000,17.3000,16.5500
2020-10-06 12:46:01,17.1500,2,445,16.6000,17.3000,16.5500
2020-10-06 12:47:03,17.1500,1,447,16.6000,17.3000,16.5500
2020-10-06 12:47:03,17.1500,1,447,16.6000,17.3000,16.5500
2020-10-06 12:47:03,17.1500,1,447,16.6000,17.3000,16.5500
2020-10-06 12:47:03,17.1500,1,447,16.6000,17.3000,16.5500
2020-10-06 12:47:03,17.1500,1,447,16.6000,17.3000,16.5500
2020-10-06 12:47:03,17.1500,1,447,16.6000,17.3000,16.5500
2020-10-06 12:47:03,17.1500,1,447,16.6000,17.3000,16.5500
2020-10-06 12:47:03,17.1500,1,447,16.6000,17.3000,16.5500
2020-10-06 12:47:03,17.1500,1,447,16.6000,17.3000,16.5500
2020-10-06 12:47:03,17.1500,1,447,16.6000,17.3000,16.5500
2020-10-06 12:47:03,17.1500,1,447,16.6000,17.3000,16.5500
2020-10-06 12:49:11,17.1500,11,458,16.6000,17.3000,16.5500
2020-10-06 12:49:11,17.1500,11,458,16.6000,17.3000,16.5500
2020-10-06 12:49:11,17.1500,11,458,16.6000,17.3000,16.5500
2020-10-06 12:49:11,17.1500,11,458,16.6000,17.3000,16.5500
2020-10-06 12:49:11,17.1500,11,458,16.6000,17.3000,16.5500
2020-10-06 12:49:32,17.1500,10,468,16.6000,17.3000,16.5500
2020-10-06 12:49:32,17.1500,10,468,16.6000,17.3000,16.5500
2020-10-06 12:49:32,17.1500,10,468,16.6000,17.3000,16.5500
2020-10-06 12:58:31,17.2000,3,488,16.6000,17.3000,16.5500
2020-10-06 12:58:31,17.2000,3,488,16.6000,17.3000,16.5500
2020-10-06 13:00:04,17.3500,4,549,16.6000,17.3500,16.5500
