open,close,Trading_turnover,high,low
13.65,13.57,220.36,13.78,13.48
13.64,13.56,219.41,13.77,13.46
13.61,13.53,217.68,13.74,13.44
13.59,13.51,215.87,13.72,13.42
13.56,13.48,214.03,13.69,13.39
13.54,13.46,212.28,13.67,13.37
13.52,13.44,210.6,13.64,13.35
13.49,13.42,208.83,13.62,13.32
13.47,13.39,207.15,13.6,13.3
13.45,13.37,205.5,13.57,13.28
13.43,13.35,203.98,13.55,13.26
13.41,13.34,202.72,13.53,13.24
13.39,13.32,201.69,13.52,13.23
13.38,13.31,200.8,13.51,13.21
13.37,13.3,200.05,13.5,13.21
13.36,13.29,199.4,13.49,13.2
13.36,13.29,198.84,13.48,13.19
13.35,13.28,198.36,13.48,13.18
13.34,13.27,197.94,13.47,13.18
13.34,13.27,197.58,13.46,13.17
13.33,13.27,197.28,13.46,13.17
13.33,13.26,197.01,13.46,13.17
13.33,13.26,196.79,13.45,13.16
13.32,13.26,196.6,13.45,13.16
13.32,13.25,196.43,13.45,13.16
13.32,13.25,196.29,13.45,13.16
13.32,13.25,196.17,13.45,13.15
13.32,13.25,196.06,13.44,13.15
13.32,13.25,195.97,13.44,13.15
13.32,13.25,195.9,13.44,13.15
