open,close,Trading_turnover,high,low
13.24,13.18,191.63,13.37,13.08
13.26,13.19,192.05,13.39,13.1
13.33,13.26,196.73,13.46,13.17
13.33,13.26,197.11,13.46,13.17
13.34,13.27,197.71,13.47,13.18
13.34,13.27,197.72,13.47,13.18
13.34,13.27,197.52,13.46,13.17
13.34,13.27,197.42,13.46,13.17
13.33,13.27,197.33,13.46,13.17
13.33,13.27,197.25,13.46,13.17
13.33,13.26,196.95,13.46,13.16
13.33,13.26,196.71,13.45,13.16
13.32,13.26,196.56,13.45,13.16
13.32,13.25,196.37,13.45,13.16
13.32,13.25,196.25,13.45,13.16
13.32,13.25,196.13,13.45,13.15
13.32,13.25,196.04,13.44,13.15
13.32,13.25,195.95,13.44,13.15
13.32,13.25,195.88,13.44,13.15
13.31,13.25,195.81,13.44,13.15
13.31,13.25,195.76,13.44,13.15
13.31,13.25,195.71,13.44,13.15
13.31,13.24,195.67,13.44,13.15
13.31,13.24,195.64,13.44,13.15
13.31,13.24,195.61,13.44,13.15
13.31,13.24,195.58,13.44,13.15
13.31,13.24,195.56,13.44,13.15
13.31,13.24,195.54,13.44,13.15
13.31,13.24,195.53,13.44,13.15
13.31,13.24,195.52,13.44,13.15
