open,close,Trading_turnover,high,low
13.57,13.49,214.18,13.69,13.4
13.55,13.47,213.26,13.68,13.38
13.55,13.47,213.12,13.68,13.38
13.53,13.46,211.81,13.66,13.36
13.52,13.44,210.59,13.64,13.35
13.5,13.42,209.25,13.62,13.33
13.48,13.4,207.85,13.61,13.31
13.46,13.38,206.43,13.59,13.29
13.44,13.37,205.02,13.57,13.27
13.42,13.35,203.71,13.55,13.25
13.4,13.33,202.46,13.53,13.24
13.39,13.32,201.41,13.52,13.22
13.38,13.31,200.58,13.51,13.21
13.37,13.3,199.84,13.5,13.2
13.36,13.29,199.23,13.49,13.19
13.35,13.28,198.69,13.48,13.19
13.35,13.28,198.23,13.47,13.18
13.34,13.27,197.83,13.47,13.18
13.34,13.27,197.49,13.46,13.17
13.33,13.26,197.2,13.46,13.17
13.33,13.26,196.94,13.46,13.16
13.33,13.26,196.73,13.45,13.16
13.32,13.26,196.55,13.45,13.16
13.32,13.25,196.39,13.45,13.16
13.32,13.25,196.25,13.45,13.16
13.32,13.25,196.13,13.45,13.15
13.32,13.25,196.04,13.44,13.15
13.32,13.25,195.95,13.44,13.15
13.32,13.25,195.88,13.44,13.15
13.31,13.25,195.81,13.44,13.15
