open,close,Trading_turnover,high,low
13.61,13.53,217.58,13.74,13.44
13.59,13.51,215.84,13.71,13.41
13.6,13.52,216.38,13.72,13.42
13.57,13.49,214.72,13.7,13.4
13.55,13.47,213.32,13.68,13.38
13.53,13.45,211.64,13.66,13.36
13.51,13.43,209.83,13.63,13.34
13.48,13.41,208.06,13.61,13.31
13.46,13.38,206.42,13.59,13.29
13.44,13.36,204.94,13.57,13.27
13.42,13.35,203.5,13.55,13.25
13.4,13.33,202.32,13.53,13.24
13.39,13.32,201.37,13.52,13.22
13.38,13.31,200.51,13.5,13.21
13.37,13.3,199.81,13.5,13.2
13.36,13.29,199.19,13.49,13.19
13.35,13.28,198.66,13.48,13.19
13.35,13.28,198.2,13.47,13.18
13.34,13.27,197.8,13.47,13.18
13.34,13.27,197.47,13.46,13.17
13.33,13.26,197.18,13.46,13.17
13.33,13.26,196.93,13.46,13.16
13.33,13.26,196.72,13.45,13.16
13.32,13.26,196.53,13.45,13.16
13.32,13.25,196.38,13.45,13.16
13.32,13.25,196.24,13.45,13.16
13.32,13.25,196.13,13.45,13.15
13.32,13.25,196.03,13.44,13.15
13.32,13.25,195.94,13.44,13.15
13.31,13.25,195.87,13.44,13.15
