open,close,Trading_turnover,high,low
13.16,13.1,184.09,13.28,13.0
13.22,13.15,188.33,13.34,13.05
13.27,13.2,192.01,13.39,13.1
13.29,13.22,193.97,13.42,13.13
13.31,13.24,195.47,13.44,13.15
13.32,13.25,196.35,13.45,13.16
13.33,13.26,196.83,13.46,13.16
13.33,13.26,197.1,13.46,13.17
13.33,13.26,197.14,13.46,13.17
13.33,13.26,196.99,13.46,13.17
13.33,13.26,196.7,13.45,13.16
13.32,13.26,196.49,13.45,13.16
13.32,13.25,196.36,13.45,13.16
13.32,13.25,196.22,13.45,13.15
13.32,13.25,196.12,13.44,13.15
13.32,13.25,196.03,13.44,13.15
13.32,13.25,195.95,13.44,13.15
13.32,13.25,195.88,13.44,13.15
13.31,13.25,195.81,13.44,13.15
13.31,13.25,195.76,13.44,13.15
13.31,13.24,195.71,13.44,13.15
13.31,13.24,195.67,13.44,13.15
13.31,13.24,195.64,13.44,13.15
13.31,13.24,195.61,13.44,13.15
13.31,13.24,195.58,13.44,13.15
13.31,13.24,195.56,13.44,13.15
13.31,13.24,195.54,13.44,13.15
13.31,13.24,195.53,13.44,13.15
13.31,13.24,195.51,13.44,13.15
13.31,13.24,195.5,13.44,13.15
