open,close,Trading_turnover,high,low
13.08,13.02,178.82,13.21,12.92
13.13,13.07,182.06,13.25,12.97
13.2,13.14,187.34,13.33,13.04
13.23,13.17,189.55,13.36,13.07
13.26,13.19,191.51,13.38,13.1
13.28,13.21,192.79,13.4,13.11
13.29,13.22,193.62,13.41,13.12
13.29,13.23,194.32,13.42,13.13
13.3,13.23,194.77,13.43,13.14
13.3,13.24,195.01,13.43,13.14
13.3,13.24,195.01,13.43,13.14
13.3,13.24,195.05,13.43,13.14
13.3,13.24,195.13,13.43,13.14
13.31,13.24,195.15,13.43,13.14
13.31,13.24,195.21,13.43,13.14
13.31,13.24,195.24,13.43,13.14
13.31,13.24,195.27,13.43,13.14
13.31,13.24,195.3,13.43,13.14
13.31,13.24,195.32,13.43,13.14
13.31,13.24,195.33,13.43,13.14
13.31,13.24,195.35,13.43,13.14
13.31,13.24,195.36,13.43,13.14
13.31,13.24,195.37,13.43,13.14
13.31,13.24,195.38,13.43,13.14
13.31,13.24,195.39,13.43,13.14
13.31,13.24,195.39,13.44,13.14
13.31,13.24,195.4,13.44,13.14
13.31,13.24,195.4,13.44,13.14
13.31,13.24,195.41,13.44,13.14
13.31,13.24,195.41,13.44,13.14
