年季,稅前淨利,營業現金流量,投資現金流量,籌資現金流量,淨現金流量,自由現金流量
2020Q3,59664000.0,66910000.0,17776000.0,-110009000.0,-25323000.0,62385000.0
2020Q2,66128000.0,62729000.0,-10328000.0,-116155000.0,-63754000.0,57646000.0
2020Q1,7720000.0,-146332000.0,-17742000.0,100472000.0,-63602000.0,-151907000.0
2019Q4,44051000.0,59759000.0,97704000.0,100652000.0,258115000.0,48612000.0
2019Q3,37849000.0,221330000.0,-17738000.0,-270528000.0,-66936000.0,211437000.0
2019Q2,30897000.0,52023000.0,-37600000.0,-3832000.0,10591000.0,-3424000.0
2019Q1,9764000.0,-341309000.0,-101915000.0,408227000.0,-34997000.0,-374923000.0
2018Q4,69880000.0,265680000.0,2402000.0,-341886000.0,-73804000.0,258306000.0
2018Q3,17173000.0,211366000.0,-29426000.0,-36358000.0,145582000.0,210111000.0
2018Q2,22157000.0,202327000.0,-200663000.0,-77553000.0,-75889000.0,5064000.0
2018Q1,11048000.0,191772000.0,-12820000.0,-347138000.0,-168186000.0,184120000.0
2017Q4,5764000.0,260762000.0,-7854000.0,-138265000.0,114643000.0,254673000.0
2017Q3,41983000.0,-493072000.0,-22301000.0,458350000.0,-57023000.0,-511974000.0
2017Q2,26842000.0,-58061000.0,-17280000.0,153215000.0,77874000.0,-74012000.0
2017Q1,12939000.0,-393481000.0,-4486000.0,289849000.0,-108118000.0,-399384000.0
2016Q4,10430000.0,71849000.0,78440000.0,-75156000.0,75133000.0,62000000.0
2016Q3,20675000.0,134703000.0,-3769000.0,-25093000.0,105841000.0,125062000.0
2016Q2,14249000.0,9216000.0,-42247000.0,23992000.0,-9039000.0,1498000.0
2016Q1,9283000.0,-225171000.0,4341000.0,172726000.0,-48104000.0,-228284000.0
2015Q4,14637000.0,-152906000.0,-4839000.0,230241000.0,72496000.0,-155470000.0
2015Q3,25518000.0,-143926000.0,-30186000.0,103168000.0,-70944000.0,-147574000.0
2015Q2,8139000.0,55058000.0,5017000.0,-71786000.0,-11711000.0,49721000.0
2015Q1,-12308000.0,80872000.0,-113419000.0,88808000.0,56261000.0,77628000.0
2014Q4,8674000.0,-158469000.0,-699000.0,184860000.0,25692000.0,-161818000.0
2014Q3,4294000.0,-96065000.0,7954000.0,-101016000.0,-189127000.0,-99412000.0
2014Q2,10803000.0,47213000.0,-54042000.0,101257000.0,94428000.0,46241000.0
2014Q1,5662000.0,-46595000.0,-5190000.0,-2042000.0,-53827000.0,-47882000.0
2013Q4,9011000.0,143167000.0,2116000.0,188000.0,145471000.0,141319000.0
2013Q3,-27624000.0,-28406000.0,118245000.0,-148050000.0,-58211000.0,92699000.0
2013Q2,1934000.0,24877000.0,-1477000.0,9113000.0,32513000.0,22946000.0
2013Q1,1430000.0,1077000.0,-1458000.0,-127931000.0,-128312000.0,-3948000.0
