日期,月營收,月營收MOM,月營收YOY
2020/10/31,483706000.0,-5.07,12.5
2020/09/30,509566000.0,22.55,-8.96
2020/08/31,415801000.0,1.55,8.94
2020/07/31,409428000.0,-15.51,1.71
2020/06/30,484621000.0,18.27,-1.2
2020/05/31,409741000.0,-5.14,2.6
2020/04/30,431961000.0,-1.55,38.6
2020/03/31,438798000.0,21.89,-1.03
2020/02/29,359967000.0,-29.27,-21.36
2020/01/31,508996000.0,-22.08,3.56
2019/12/31,653231000.0,30.6,29.86
2019/11/30,500176000.0,16.34,34.54
2019/10/31,429924000.0,-23.19,-0.31
2019/09/30,559769000.0,46.66,53.5
2019/08/31,381654000.0,-5.18,25.29
2019/07/31,402523000.0,-17.94,14.87
2019/06/30,490554000.0,22.84,21.94
2019/05/31,399329000.0,28.13,16.78
2019/04/30,311642000.0,-29.71,13.43
2019/03/31,443369000.0,-3.14,-26.93
2019/02/28,457778000.0,-6.85,53.75
2019/01/31,491483000.0,-2.28,23.08
2018/12/31,502996000.0,35.3,44.0
2018/11/30,371757000.0,-13.79,11.26
2018/10/31,431265000.0,18.26,16.69
2018/09/30,364661000.0,19.71,7.96
2018/08/31,304614000.0,-13.06,-21.1
2018/07/31,350386000.0,-12.89,-10.71
2018/06/30,402274000.0,17.64,30.01
2018/05/31,341931000.0,24.46,15.62
2018/04/30,274728000.0,-54.72,-20.81
2018/03/31,606798000.0,103.8,79.09
2018/02/28,297730000.0,-25.43,-5.86
2018/01/31,399302000.0,14.32,-5.99
2017/12/31,349280000.0,4.53,-15.88
2017/11/30,334122000.0,-9.58,-25.49
2017/10/31,369557000.0,9.41,-2.06
2017/09/30,337749000.0,-12.51,-31.32
2017/08/31,386083000.0,-1.61,27.49
2017/07/31,392420000.0,26.82,30.43
2017/06/30,309414000.0,4.62,9.11
2017/05/31,295723000.0,-14.75,-4.21
2017/04/30,346927000.0,2.39,9.25
2017/03/31,338813000.0,7.12,-17.54
2017/02/28,316270000.0,-25.54,28.49
2017/01/31,424752000.0,2.29,33.1
2016/12/31,415233000.0,-7.4,17.06
2016/11/30,448440000.0,18.83,53.92
2016/10/31,377356000.0,-23.26,-0.03
2016/09/30,491785000.0,62.39,17.55
2016/08/31,302832000.0,0.65,-32.64
2016/07/31,300850000.0,6.09,-19.45
2016/06/30,283572000.0,-8.15,-31.09
2016/05/31,308745000.0,-2.76,1.16
2016/04/30,317528000.0,-22.72,-11.65
2016/03/31,410927000.0,66.94,-0.96
2016/02/29,246142000.0,-22.86,-26.55
2016/01/31,319108000.0,-10.03,2.35
2015/12/31,354698000.0,21.74,-21.0
2015/11/30,291344000.0,-22.81,-32.73
2015/10/31,377475000.0,-9.76,-20.7
2015/09/30,418333000.0,-6.95,-10.19
2015/08/31,449579000.0,20.37,11.9
2015/07/31,373495000.0,-9.25,-4.18
2015/06/30,411569000.0,34.86,32.4
2015/05/31,305177000.0,-15.08,-6.09
2015/04/30,359411000.0,-13.37,19.69
2015/03/31,414926000.0,23.8,59.37
2015/02/28,335144000.0,7.49,22.5
2015/01/31,311778000.0,-30.56,-4.84
2014/12/31,449034000.0,3.67,43.06
2014/11/30,433098000.0,-9.02,17.09
2014/10/31,476064000.0,2.19,67.95
2014/09/30,465819000.0,15.94,71.96
2014/08/31,401751000.0,3.06,58.11
2014/07/31,389796000.0,25.4,7.39
2014/06/30,310836000.0,-4.35,0.74
2014/05/31,325002000.0,8.24,1.05
2014/04/30,300260000.0,15.33,1.38
2014/03/31,260341000.0,-4.83,-14.43
2014/02/28,273580000.0,-16.5,10.45
2014/01/31,327653000.0,4.39,2.99
2013/12/31,313867000.0,-15.14,13.19
2013/11/30,369872000.0,30.48,11.75
2013/10/31,283451000.0,4.63,-5.2
2013/09/30,270884000.0,6.6,-11.0
2013/08/31,254089000.0,-29.99,-17.84
2013/07/31,362944000.0,17.63,0.48
2013/06/30,308539000.0,-4.06,-3.34
2013/05/31,321623000.0,8.6,-17.23
2013/04/30,296145000.0,-2.66,-33.5
2013/03/31,304267000.0,22.84,-35.01
2013/02/28,247675000.0,-22.14,-27.98
2013/01/31,318131000.0,,-0.54
