日期,月營收,月營收MOM,月營收YOY
2020/10/31,595762000.0,-2.47,11.14
2020/09/30,610851000.0,41.74,19.11
2020/08/31,430957000.0,-0.29,-2.67
2020/07/31,432225000.0,-3.71,4.34
2020/06/30,448912000.0,6.09,-15.93
2020/05/31,423134000.0,-3.42,17.96
2020/04/30,438122000.0,15.32,-32.2
2020/03/31,379887000.0,21.09,19.93
2020/02/29,313705000.0,-8.24,1.28
2020/01/31,341884000.0,-62.7,6.14
2019/12/31,916717000.0,52.6,51.14
2019/11/30,600722000.0,12.06,29.7
2019/10/31,536028000.0,4.52,14.88
2019/09/30,512817000.0,15.8,18.58
2019/08/31,442810000.0,6.9,15.54
2019/07/31,414209000.0,-22.43,34.28
2019/06/30,534000000.0,48.87,32.22
2019/05/31,358699000.0,-44.49,20.02
2019/04/30,646292000.0,104.04,91.42
2019/03/31,316744000.0,2.26,-10.88
2019/02/28,309717000.0,-3.84,-5.77
2019/01/31,322102000.0,-46.89,-5.79
2018/12/31,606511000.0,30.95,-7.5
2018/11/30,463132000.0,-0.73,-2.49
2018/10/31,466579000.0,7.89,-26.7
2018/09/30,432447000.0,12.84,2.25
2018/08/31,383231000.0,24.24,2.7
2018/07/31,308447000.0,-23.62,2.26
2018/06/30,403870000.0,35.13,14.24
2018/05/31,298858000.0,-11.47,20.11
2018/04/30,337616000.0,-5.01,22.04
2018/03/31,355423000.0,8.13,-13.34
2018/02/28,328684000.0,-3.87,1.53
2018/01/31,341932000.0,-47.85,5.1
2017/12/31,655714000.0,38.04,4.11
2017/11/30,474983000.0,-25.38,25.6
2017/10/31,636557000.0,50.51,59.83
2017/09/30,422917000.0,13.34,35.81
2017/08/31,373130000.0,23.7,27.09
2017/07/31,301627000.0,-14.67,36.87
2017/06/30,353497000.0,42.07,47.81
2017/05/31,248805000.0,-10.06,-37.78
2017/04/30,276638000.0,-32.55,24.27
2017/03/31,410153000.0,26.69,20.71
2017/02/28,323726000.0,-0.49,59.73
2017/01/31,325327000.0,-48.34,20.5
2016/12/31,629778000.0,66.54,12.99
2016/11/30,378143000.0,-5.05,-13.4
2016/10/31,398255000.0,27.89,5.72
2016/09/30,311401000.0,6.06,-27.98
2016/08/31,293589000.0,33.23,7.58
2016/07/31,220360000.0,-7.85,-23.13
2016/06/30,239154000.0,-40.19,-8.89
2016/05/31,399898000.0,79.65,61.86
2016/04/30,222594000.0,-34.48,-19.9
2016/03/31,339775000.0,67.65,21.51
2016/02/29,202669000.0,-24.92,-9.2
2016/01/31,269965000.0,-51.56,7.66
2015/12/31,557334000.0,27.63,-22.11
2015/11/30,436663000.0,15.91,23.96
2015/10/31,376700000.0,-12.88,1.24
2015/09/30,432408000.0,58.44,11.76
2015/08/31,272899000.0,-4.8,-24.35
2015/07/31,286668000.0,9.2,7.02
2015/06/30,262497000.0,6.24,-39.97
2015/05/31,247061000.0,-11.09,-51.65
2015/04/30,277908000.0,-0.61,-14.43
2015/03/31,279614000.0,25.26,12.72
2015/02/28,223217000.0,-10.98,-31.52
2015/01/31,250752000.0,-64.95,-23.25
2014/12/31,715604000.0,103.14,65.62
2014/11/30,352260000.0,-5.32,-20.72
2014/10/31,372080000.0,-3.82,-47.65
2014/09/30,386875000.0,7.24,-12.27
2014/08/31,360756000.0,34.69,33.66
2014/07/31,267841000.0,-38.75,-27.03
2014/06/30,437294000.0,-14.42,2.03
2014/05/31,511009000.0,57.33,2.47
2014/04/30,324785000.0,30.93,8.54
2014/03/31,248058000.0,-23.9,-49.44
2014/02/28,326002000.0,-0.22,106.05
2014/01/31,326739000.0,-24.37,-0.34
2013/12/31,432075000.0,-2.75,-25.13
2013/11/30,444336000.0,-37.48,7.11
2013/10/31,710785000.0,61.18,58.05
2013/09/30,440987000.0,63.38,85.86
2013/08/31,269904000.0,-26.47,-26.33
2013/07/31,367092000.0,-14.34,-41.85
2013/06/30,428586000.0,-14.05,-6.44
2013/05/31,498681000.0,66.65,31.47
2013/04/30,299227000.0,-39.02,-57.45
2013/03/31,490704000.0,210.15,-4.34
2013/02/28,158212000.0,-51.74,-20.27
2013/01/31,327861000.0,,-8.54
