年季,股本,資本公積,保留盈餘
2020/09/30,472539000.0,142897000.0,132795000.0
2020/06/30,472539000.0,142897000.0,76472000.0
2020/03/31,472539000.0,142897000.0,141382000.0
2019/12/31,472539000.0,142897000.0,136075000.0
2019/09/30,472539000.0,142877000.0,106449000.0
2019/06/30,472539000.0,142877000.0,95312000.0
2019/03/31,472539000.0,146592000.0,119442000.0
2018/12/31,472539000.0,146592000.0,112564000.0
2018/09/30,472539000.0,146563000.0,88550000.0
2018/06/30,472539000.0,146563000.0,69832000.0
2018/03/31,472539000.0,164777000.0,64087000.0
2017/12/31,472539000.0,164777000.0,77336000.0
2017/09/30,472539000.0,164685000.0,42988000.0
2017/06/30,472539000.0,164685000.0,43804000.0
2017/03/31,472539000.0,164729000.0,83189000.0
2016/12/31,472539000.0,161313000.0,112365000.0
2016/09/30,472539000.0,161116000.0,60233000.0
2016/06/30,472539000.0,161116000.0,38919000.0
2016/03/31,472539000.0,181963000.0,72452000.0
2015/12/31,472539000.0,181963000.0,61266000.0
2015/09/30,472539000.0,182149000.0,41774000.0
2015/06/30,472539000.0,182149000.0,32267000.0
2015/03/31,472539000.0,184549000.0,77497000.0
2014/12/31,472539000.0,184549000.0,86229000.0
2014/09/30,472539000.0,183184000.0,32799000.0
2014/06/30,472539000.0,183184000.0,32455000.0
2014/03/31,472539000.0,196671000.0,72377000.0
2013/12/31,472539000.0,196671000.0,59658000.0
2013/09/30,472539000.0,196671000.0,27225000.0
2013/06/30,472539000.0,196671000.0,36414000.0
2013/03/31,472539000.0,196671000.0,98157000.0
