年季,股本,資本公積,保留盈餘
2020/09/30,1063603000.0,166514000.0,1437275000.0
2020/06/30,1063603000.0,166514000.0,1404936000.0
2020/03/31,1063603000.0,166514000.0,1286528000.0
2019/12/31,1063603000.0,166514000.0,1629691000.0
2019/09/30,1063603000.0,166514000.0,1511980000.0
2019/06/30,1063603000.0,166514000.0,1362546000.0
2019/03/31,1063603000.0,211185000.0,1575640000.0
2018/12/31,1063603000.0,211185000.0,1452964000.0
2018/09/30,1063603000.0,211185000.0,1331572000.0
2018/06/30,1063603000.0,211185000.0,1250067000.0
2018/03/31,1063603000.0,211185000.0,1435801000.0
2017/12/31,1063603000.0,211185000.0,1233111000.0
2017/09/30,1063603000.0,211185000.0,1164948000.0
2017/06/30,1329504000.0,211185000.0,1084243000.0
2017/03/31,1329504000.0,232457000.0,1263190000.0
2016/12/31,1329504000.0,232457000.0,1189523000.0
2016/09/30,1329504000.0,232457000.0,1127772000.0
2016/06/30,1329504000.0,232457000.0,1031665000.0
2016/03/31,1329504000.0,259048000.0,1200279000.0
2015/12/31,1329504000.0,259048000.0,1134282000.0
2015/09/30,1329504000.0,259048000.0,1064514000.0
2015/06/30,1329504000.0,259048000.0,991058000.0
2015/03/31,1329504000.0,259048000.0,1199408000.0
2014/12/31,1329504000.0,259048000.0,1134712000.0
2014/09/30,1329504000.0,259048000.0,1063539000.0
2014/06/30,1329504000.0,259048000.0,981044000.0
2014/03/31,1329504000.0,259048000.0,1193519000.0
2013/12/31,1329504000.0,259048000.0,1135476000.0
2013/09/30,1329504000.0,259048000.0,1135118000.0
2013/06/30,1329504000.0,259048000.0,1021219000.0
2013/03/31,1329504000.0,259048000.0,1210845000.0
