日期,月營收,月營收MOM,月營收YOY
2020/10/31,1532063000.0,-22.34,-4.21
2020/09/30,1973028000.0,23.0,1.63
2020/08/31,1603968000.0,-19.46,-10.21
2020/07/31,1991664000.0,-12.1,2.46
2020/06/30,2266077000.0,36.57,10.14
2020/05/31,1659224000.0,-14.48,13.3
2020/04/30,1940278000.0,8.71,1.9
2020/03/31,1784803000.0,-11.91,7.69
2020/02/29,2026187000.0,4.04,64.36
2020/01/31,1947370000.0,-30.56,-5.03
2019/12/31,2804732000.0,72.85,13.25
2019/11/30,1622572000.0,1.77,7.87
2019/10/31,1594307000.0,-18.08,2.79
2019/09/30,1946401000.0,8.94,-4.17
2019/08/31,1786534000.0,-8.08,22.05
2019/07/31,1943656000.0,-5.53,29.02
2019/06/30,2057440000.0,40.5,-3.57
2019/05/31,1464337000.0,-23.09,15.27
2019/04/30,1904088000.0,14.89,32.7
2019/03/31,1657261000.0,34.43,5.8
2019/02/28,1232773000.0,-39.88,17.76
2019/01/31,2050610000.0,-17.3,33.94
2018/12/31,2479678000.0,64.86,14.88
2018/11/30,1504067000.0,-3.02,14.53
2018/10/31,1550922000.0,-23.64,18.43
2018/09/30,2031249000.0,38.77,31.98
2018/08/31,1463653000.0,-2.83,9.11
2018/07/31,1506410000.0,-29.4,5.75
2018/06/30,2133794000.0,67.97,26.61
2018/05/31,1270277000.0,-11.47,16.57
2018/04/30,1434856000.0,-8.39,9.68
2018/03/31,1566356000.0,49.62,15.58
2018/02/28,1046845000.0,-31.62,-7.56
2018/01/31,1530984000.0,-29.06,25.73
2017/12/31,2158396000.0,64.36,-7.72
2017/11/30,1313209000.0,0.28,17.7
2017/10/31,1309524000.0,-14.9,13.12
2017/09/30,1538972000.0,14.72,2.67
2017/08/31,1341388000.0,-5.83,6.7
2017/07/31,1424475000.0,-15.47,25.37
2017/06/30,1685219000.0,54.65,-3.6
2017/05/31,1089639000.0,-16.7,-1.82
2017/04/30,1308106000.0,-3.47,16.38
2017/03/31,1355189000.0,19.66,-14.45
2017/02/28,1132519000.0,-6.99,26.8
2017/01/31,1217643000.0,-47.91,-2.29
2016/12/31,2337803000.0,109.53,-2.29
2016/11/30,1115719000.0,-3.62,-6.08
2016/10/31,1157632000.0,-22.76,-0.72
2016/09/30,1498867000.0,19.22,-5.42
2016/08/31,1257142000.0,10.64,4.68
2016/07/31,1136168000.0,-35.01,6.14
2016/06/30,1748280000.0,57.51,1.81
2016/05/31,1109907000.0,-1.24,1.59
2016/04/30,1123899000.0,-29.05,1.12
2016/03/31,1584206000.0,77.37,0.14
2016/02/29,893135000.0,-28.33,1.35
2016/01/31,1246302000.0,-47.89,-5.86
2015/12/31,2391994000.0,101.34,11.91
2015/11/30,1188023000.0,1.88,0.15
2015/10/31,1166061000.0,-26.42,0.22
2015/09/30,1584924000.0,31.97,9.92
2015/08/31,1200938000.0,12.2,7.11
2015/07/31,1070352000.0,-37.66,-12.87
2015/06/30,1717224000.0,57.19,16.45
2015/05/31,1092445000.0,-1.7,6.42
2015/04/30,1111342000.0,-29.83,4.63
2015/03/31,1583922000.0,79.74,13.79
2015/02/28,881217000.0,-33.43,-20.43
2015/01/31,1323921000.0,-38.05,-9.8
2014/12/31,2137307000.0,80.17,-16.47
2014/11/30,1186230000.0,1.95,15.52
2014/10/31,1163453000.0,-19.3,3.8
2014/09/30,1441870000.0,28.6,-0.78
2014/08/31,1121202000.0,-8.73,12.69
2014/07/31,1228481000.0,-16.68,5.82
2014/06/30,1474590000.0,43.65,-4.54
2014/05/31,1026480000.0,-3.35,-11.67
2014/04/30,1062118000.0,-23.69,-1.91
2014/03/31,1391899000.0,25.67,-3.64
2014/02/28,1107520000.0,-24.54,25.4
2014/01/31,1467809000.0,-42.64,12.24
2013/12/31,2558975000.0,149.2,22.44
2013/11/30,1026851000.0,-8.38,-13.8
2013/10/31,1120792000.0,-22.88,-6.34
2013/09/30,1453317000.0,46.07,13.92
2013/08/31,994931000.0,-14.29,-5.69
2013/07/31,1160816000.0,-24.85,15.59
2013/06/30,1544848000.0,32.93,10.89
2013/05/31,1162110000.0,7.32,20.14
2013/04/30,1082813000.0,-25.03,14.02
2013/03/31,1444513000.0,63.56,19.58
2013/02/28,883146000.0,-32.46,-30.73
2013/01/31,1307631000.0,,38.65
