年季,股本,資本公積,保留盈餘
2020/09/30,1883573000.0,1332551000.0,922422000.0
2020/06/30,1883573000.0,1332551000.0,784628000.0
2020/03/31,1883573000.0,1520908000.0,1001350000.0
2019/12/31,1883573000.0,1520908000.0,882415000.0
2019/09/30,1883573000.0,1520908000.0,792101000.0
2019/06/30,1223573000.0,366632000.0,681325000.0
2019/03/31,1112339000.0,422237000.0,801454000.0
2018/12/31,1112339000.0,422237000.0,725427000.0
2018/09/30,1112339000.0,393561000.0,637711000.0
2018/06/30,1112339000.0,393561000.0,565272000.0
2018/03/31,1011217000.0,444122000.0,693956000.0
2017/12/31,1011217000.0,444122000.0,609616000.0
2017/09/30,1011217000.0,445146000.0,535186000.0
2017/06/30,1011217000.0,445146000.0,466558000.0
2017/03/31,963064000.0,445146000.0,590568000.0
2016/12/31,963064000.0,445146000.0,532476000.0
2016/09/30,963064000.0,445146000.0,471502000.0
2016/06/30,963064000.0,445507000.0,411530000.0
2016/03/31,917204000.0,445507000.0,533428000.0
2015/12/31,917204000.0,445627000.0,477121000.0
2015/09/30,917204000.0,444122000.0,428308000.0
2015/06/30,917204000.0,444122000.0,371164000.0
2015/03/31,917204000.0,444122000.0,490714000.0
2014/12/31,917204000.0,444122000.0,435562000.0
2014/09/30,917204000.0,444122000.0,379937000.0
2014/06/30,917204000.0,444122000.0,323261000.0
2014/03/31,833822000.0,485813000.0,468638000.0
2013/12/31,833822000.0,485813000.0,414354000.0
2013/09/30,833822000.0,485813000.0,365228000.0
2013/06/30,833822000.0,485813000.0,313574000.0
2013/03/31,794116000.0,565225000.0,416975000.0
