日期,月營收,月營收MOM,月營收YOY
2020/11/30,226290000.0,-23.16,-20.69
2020/10/31,294508000.0,21.26,2.79
2020/09/30,242858000.0,-18.12,-30.08
2020/08/31,296617000.0,-16.41,-23.76
2020/07/31,354865000.0,31.35,-10.1
2020/06/30,270159000.0,-8.24,-31.38
2020/05/31,294433000.0,15.28,-2.36
2020/04/30,255388000.0,17.95,14.12
2020/03/31,216519000.0,-15.83,-4.75
2020/02/29,257244000.0,-13.85,-12.06
2020/01/31,298628000.0,9.0,0.93
2019/12/31,273962000.0,-3.99,10.55
2019/11/30,285352000.0,-0.39,425.85
2019/10/31,286491000.0,-17.52,303.7
2019/09/30,347372000.0,-10.71,355.55
2019/08/31,389066000.0,-1.44,285.12
2019/07/31,394769000.0,0.26,457.05
2019/06/30,393739000.0,30.56,593.17
2019/05/31,301559000.0,34.75,256.46
2019/04/30,223779000.0,-1.56,132.55
2019/03/31,227329000.0,-22.29,235.17
2019/02/28,292548000.0,-1.12,339.63
2019/01/31,295873000.0,19.39,461.25
2018/12/31,247817000.0,356.68,404.59
2018/11/30,54264000.0,-23.53,-1.87
2018/10/31,70965000.0,-6.93,10.26
2018/09/30,76253000.0,-24.51,-1.49
2018/08/31,101022000.0,42.55,16.99
2018/07/31,70867000.0,24.76,13.15
2018/06/30,56802000.0,-32.85,-23.51
2018/05/31,84597000.0,-12.08,-2.04
2018/04/30,96226000.0,41.87,5.99
2018/03/31,67823000.0,1.92,-10.98
2018/02/28,66544000.0,26.23,10.6
2018/01/31,52716000.0,7.33,-32.46
2017/12/31,49112000.0,-11.18,-37.48
2017/11/30,55299000.0,-14.07,-47.6
2017/10/31,64357000.0,-16.86,-3.59
2017/09/30,77412000.0,-10.34,17.34
2017/08/31,86348000.0,37.87,33.79
2017/07/31,62626000.0,-15.67,2.7
2017/06/30,74269000.0,-14.0,-4.2
2017/05/31,86362000.0,-4.87,8.34
2017/04/30,90785000.0,19.15,-8.79
2017/03/31,76192000.0,26.64,-6.74
2017/02/28,60163000.0,-22.92,-43.36
2017/01/31,78056000.0,-0.63,1.08
2016/12/31,78556000.0,-25.57,-17.99
2016/11/30,105544000.0,58.09,16.74
2016/10/31,66759000.0,1.19,-31.6
2016/09/30,65971000.0,2.21,-30.22
2016/08/31,64539000.0,5.84,-48.52
2016/07/31,60976000.0,-21.35,-58.3
2016/06/30,77533000.0,-2.73,-32.85
2016/05/31,79710000.0,-19.91,-17.92
2016/04/30,99537000.0,21.82,15.96
2016/03/31,81705000.0,-23.09,-4.72
2016/02/29,106235000.0,37.57,-5.43
2016/01/31,77217000.0,-19.39,-16.85
2015/12/31,95799000.0,5.96,-11.48
2015/11/30,90403000.0,-7.38,-38.57
2015/10/31,97611000.0,3.24,-17.09
2015/09/30,94546000.0,-24.59,-40.34
2015/08/31,125382000.0,-14.26,-9.94
2015/07/31,146247000.0,26.65,10.28
2015/06/30,115467000.0,18.89,23.33
2015/05/31,97118000.0,13.14,-1.85
2015/04/30,85837000.0,0.09,-17.61
2015/03/31,85753000.0,-23.66,-26.61
2015/02/28,112345000.0,20.96,-10.17
2015/01/31,92874000.0,-14.18,-29.56
2014/12/31,108226000.0,-26.46,-19.63
2014/11/30,147177000.0,24.99,8.45
2014/10/31,117745000.0,-25.71,-22.25
2014/09/30,158500000.0,13.84,1.61
2014/08/31,139221000.0,4.98,21.84
2014/07/31,132613000.0,41.64,128.68
2014/06/30,93624000.0,-5.38,45.56
2014/05/31,98955000.0,-5.02,35.27
2014/04/30,104193000.0,-10.83,61.1
2014/03/31,116859000.0,-6.56,64.3
2014/02/28,125072000.0,-5.14,28.16
2014/01/31,131852000.0,-2.09,60.73
2013/12/31,134672000.0,-0.76,40.56
2013/11/30,135708000.0,-10.39,59.41
2013/10/31,151451000.0,-2.9,80.96
2013/09/30,155988000.0,36.51,71.75
2013/08/31,114265000.0,97.04,-0.67
2013/07/31,57990000.0,-9.83,-41.07
2013/06/30,64317000.0,-12.07,22.46
2013/05/31,73153000.0,13.11,23.79
2013/04/30,64672000.0,-9.06,-6.02
2013/03/31,71122000.0,-27.12,-8.7
2013/02/28,97590000.0,18.96,52.28
2013/01/31,82033000.0,,-31.01
