年季,稅前淨利,營業現金流量,投資現金流量,籌資現金流量,淨現金流量,自由現金流量
2020Q3,141397000.0,-68220000.0,139699000.0,-247536000.0,-176057000.0,-118213000.0
2020Q2,180507000.0,157939000.0,162688000.0,-251530000.0,69097000.0,97517000.0
2020Q1,116407000.0,276574000.0,-205600000.0,105403000.0,176377000.0,274742000.0
2019Q4,144666000.0,143588000.0,-497724000.0,-207143000.0,-561279000.0,101876000.0
2019Q3,64670000.0,88056000.0,608996000.0,75205000.0,772257000.0,84373000.0
2019Q2,126779000.0,208885000.0,-502412000.0,98996000.0,-194531000.0,149078000.0
2019Q1,106687000.0,-28155000.0,216305000.0,-100554000.0,87596000.0,-30668000.0
2018Q4,85714000.0,105528000.0,-111939000.0,51804000.0,45393000.0,72752000.0
2018Q3,82143000.0,-329812000.0,-1554000.0,-109312000.0,-440678000.0,-324992000.0
2018Q2,72690000.0,-41648000.0,-177121000.0,125000.0,-218644000.0,-76368000.0
2018Q1,74408000.0,321000000.0,-216667000.0,0.0,104333000.0,317685000.0
2017Q4,60444000.0,105347000.0,45151000.0,0.0,150498000.0,97242000.0
2017Q3,101210000.0,-84832000.0,-38858000.0,-147933000.0,-271623000.0,-105595000.0
2017Q2,63755000.0,122401000.0,14506000.0,-17000.0,136890000.0,96579000.0
2017Q1,19097000.0,245452000.0,-11416000.0,3981000.0,238017000.0,244629000.0
2016Q4,75473000.0,166405000.0,-107241000.0,-25000.0,59139000.0,165345000.0
2016Q3,98644000.0,-134653000.0,4049000.0,-108741000.0,-239345000.0,-153004000.0
2016Q2,61488000.0,-26614000.0,-2978000.0,1830000.0,-27762000.0,-48802000.0
2016Q1,30440000.0,193675000.0,45642000.0,-14061000.0,225256000.0,192844000.0
2015Q4,48022000.0,157007000.0,97907000.0,-2868000.0,252046000.0,141051000.0
2015Q3,70208000.0,-46374000.0,-11424000.0,-44109000.0,-101907000.0,-50379000.0
2015Q2,42753000.0,236892000.0,-1271000.0,1169000.0,236790000.0,212639000.0
2015Q1,62035000.0,124598000.0,4879000.0,-179132000.0,-49655000.0,120485000.0
2014Q4,54465000.0,-211774000.0,-19559000.0,146716000.0,-84617000.0,-214828000.0
2014Q3,30972000.0,56792000.0,56132000.0,-70044000.0,42880000.0,40827000.0
2014Q2,28716000.0,2159000.0,35473000.0,-20551000.0,17081000.0,-10444000.0
2014Q1,20549000.0,74895000.0,822000.0,-39270000.0,36447000.0,73023000.0
2013Q4,47562000.0,-218643000.0,63420000.0,141071000.0,-14152000.0,-222752000.0
2013Q3,18882000.0,88133000.0,44407000.0,-139880000.0,-7340000.0,81576000.0
2013Q2,25608000.0,-269213000.0,33407000.0,335170000.0,99364000.0,-281920000.0
2013Q1,6300000.0,16751000.0,-83398000.0,113713000.0,47066000.0,15259000.0
