日期,月營收,月營收MOM,月營收YOY
2020/10/31,146138000.0,1.96,1.3
2020/09/30,143315000.0,-2.88,8.05
2020/08/31,147567000.0,3.18,1.21
2020/07/31,143013000.0,10.84,-2.69
2020/06/30,129017000.0,-2.98,-7.34
2020/05/31,132988000.0,3.88,-9.73
2020/04/30,128016000.0,-6.98,-11.07
2020/03/31,137629000.0,-3.66,-7.99
2020/02/29,142872000.0,22.72,28.55
2020/01/31,116417000.0,-11.24,-0.26
2019/12/31,131173000.0,2.8,4.3
2019/11/30,127598000.0,-11.54,2.55
2019/10/31,144256000.0,8.76,10.04
2019/09/30,132635000.0,-9.02,5.19
2019/08/31,145790000.0,-0.8,0.15
2019/07/31,146968000.0,5.55,3.03
2019/06/30,139239000.0,-5.49,-0.63
2019/05/31,147329000.0,2.34,0.05
2019/04/30,143953000.0,-3.76,12.83
2019/03/31,149585000.0,34.59,0.68
2019/02/28,111133000.0,-4.78,11.05
2019/01/31,116724000.0,-7.18,-1.48
2018/12/31,125764000.0,1.08,-3.37
2018/11/30,124416000.0,-5.09,3.97
2018/10/31,131089000.0,3.97,-0.4
2018/09/30,126082000.0,-13.38,-2.86
2018/08/31,145563000.0,2.05,7.7
2018/07/31,142635000.0,1.79,4.95
2018/06/30,140124000.0,-4.83,3.2
2018/05/31,147247000.0,15.42,10.3
2018/04/30,127574000.0,-14.12,1.53
2018/03/31,148566000.0,48.46,7.51
2018/02/28,100066000.0,-15.54,-13.3
2018/01/31,118486000.0,-8.96,10.65
2017/12/31,130161000.0,8.77,18.16
2017/11/30,119659000.0,-9.09,2.31
2017/10/31,131628000.0,1.4,6.14
2017/09/30,129807000.0,-3.95,11.25
2017/08/31,135151000.0,-0.55,-0.2
2017/07/31,135907000.0,0.09,3.54
2017/06/30,135776000.0,1.71,6.78
2017/05/31,133489000.0,6.24,3.49
2017/04/30,125644000.0,-9.07,4.72
2017/03/31,138185000.0,19.72,-2.76
2017/02/28,115423000.0,7.79,18.49
2017/01/31,107073000.0,-2.79,2.29
2016/12/31,110155000.0,-5.8,-45.67
2016/11/30,116949000.0,-5.69,-42.54
2016/10/31,124010000.0,6.28,-39.38
2016/09/30,116676000.0,-13.84,-45.82
2016/08/31,135429000.0,3.18,-37.23
2016/07/31,131251000.0,3.23,-41.89
2016/06/30,127143000.0,-1.42,-44.18
2016/05/31,128978000.0,7.5,-45.52
2016/04/30,119973000.0,-15.57,-43.9
2016/03/31,142112000.0,45.89,-37.46
2016/02/29,97408000.0,-6.93,-46.1
2016/01/31,104669000.0,-48.37,-47.42
2015/12/31,202767000.0,-0.38,-8.15
2015/11/30,203550000.0,-0.5,1.7
2015/10/31,204579000.0,-5.01,-2.23
2015/09/30,215369000.0,-0.18,1.42
2015/08/31,215768000.0,-4.47,0.37
2015/07/31,225871000.0,-0.84,1.14
2015/06/30,227788000.0,-3.78,4.46
2015/05/31,236761000.0,10.7,15.12
2015/04/30,213859000.0,-5.88,6.3
2015/03/31,227242000.0,25.73,22.32
2015/02/28,180730000.0,-9.21,14.05
2015/01/31,199075000.0,-9.82,-6.82
2014/12/31,220774000.0,10.3,18.7
2014/11/30,200143000.0,-4.35,8.67
2014/10/31,209249000.0,-1.45,12.95
2014/09/30,212336000.0,-1.22,9.54
2014/08/31,214964000.0,-3.73,7.0
2014/07/31,223314000.0,2.41,14.45
2014/06/30,218046000.0,6.02,13.95
2014/05/31,205652000.0,2.22,15.79
2014/04/30,201172000.0,8.28,9.14
2014/03/31,185773000.0,17.24,16.02
2014/02/28,158452000.0,-25.83,5.0
2014/01/31,213658000.0,14.88,22.6
2013/12/31,185978000.0,0.98,36.28
2013/11/30,184166000.0,-0.58,16.23
2013/10/31,185255000.0,-4.42,12.5
2013/09/30,193835000.0,-3.51,11.61
2013/08/31,200889000.0,2.96,12.45
2013/07/31,195103000.0,1.96,-4.44
2013/06/30,191351000.0,7.74,-2.83
2013/05/31,177593000.0,-3.65,-8.37
2013/04/30,184324000.0,15.11,-5.72
2013/03/31,160115000.0,6.1,9.19
2013/02/28,150906000.0,-13.4,-15.69
2013/01/31,174271000.0,,-9.07
