日期,月營收,月營收MOM,月營收YOY
2020/11/30,129394000.0,-18.81,29.44
2020/10/31,159391000.0,31.5,2.32
2020/09/30,121206000.0,-18.25,-15.71
2020/08/31,148273000.0,-8.82,35.91
2020/07/31,162626000.0,17.84,31.18
2020/06/30,138002000.0,5.23,19.28
2020/05/31,131135000.0,-10.63,22.34
2020/04/30,146737000.0,30.83,16.31
2020/03/31,112152000.0,0.33,-8.62
2020/02/29,111779000.0,-16.86,12.82
2020/01/31,134458000.0,-8.09,27.41
2019/12/31,146302000.0,46.36,-5.21
2019/11/30,99960000.0,-35.82,-5.9
2019/10/31,155765000.0,7.78,3.03
2019/09/30,144512000.0,32.46,10.11
2019/08/31,109096000.0,-11.99,8.8
2019/07/31,123966000.0,7.43,-7.77
2019/06/30,115387000.0,7.65,-31.34
2019/05/31,107181000.0,-15.03,4.75
2019/04/30,126150000.0,2.72,-15.95
2019/03/31,122799000.0,23.94,-9.72
2019/02/28,99072000.0,-6.11,-13.9
2019/01/31,105525000.0,-29.1,-18.33
2018/12/31,148840000.0,40.1,-18.24
2018/11/30,106234000.0,-29.73,-7.33
2018/10/31,151181000.0,14.69,1.7
2018/09/30,131813000.0,31.46,-4.38
2018/08/31,100268000.0,-25.4,-6.13
2018/07/31,134417000.0,-20.57,5.14
2018/06/30,169246000.0,65.41,5.47
2018/05/31,102314000.0,-31.83,-13.13
2018/04/30,150102000.0,10.52,-8.34
2018/03/31,135813000.0,18.02,-11.17
2018/02/28,115071000.0,-10.95,-7.77
2018/01/31,129223000.0,-28.96,-22.44
2017/12/31,181905000.0,58.66,-15.12
2017/11/30,114647000.0,-22.86,-21.06
2017/10/31,148640000.0,8.07,-9.98
2017/09/30,137539000.0,28.74,-13.79
2017/08/31,106827000.0,-16.43,0.0
2017/07/31,127838000.0,-20.16,-4.43
2017/06/30,160137000.0,35.95,-5.36
2017/05/31,117790000.0,-28.07,-9.91
2017/04/30,163766000.0,7.16,-0.13
2017/03/31,152810000.0,22.47,-19.07
2017/02/28,124771000.0,-25.11,-20.35
2017/01/31,166618000.0,-22.74,3.08
2016/12/31,215660000.0,48.47,-8.05
2016/11/30,145249000.0,-12.03,-9.8
2016/10/31,165119000.0,3.8,-5.71
2016/09/30,159070000.0,48.89,-23.12
2016/08/31,106837000.0,-20.13,-6.08
2016/07/31,133772000.0,-20.15,-2.54
2016/06/30,167545000.0,28.13,-9.85
2016/05/31,130757000.0,-20.26,11.46
2016/04/30,163995000.0,-13.12,2.91
2016/03/31,188781000.0,20.5,-10.02
2016/02/29,156663000.0,-3.07,25.17
2016/01/31,161634000.0,-31.57,7.58
2015/12/31,236219000.0,46.68,-1.63
2015/11/30,161036000.0,-8.04,14.8
2015/10/31,175128000.0,-15.65,-6.08
2015/09/30,207641000.0,82.53,-7.83
2015/08/31,113757000.0,-17.12,-5.95
2015/07/31,137265000.0,-26.09,-28.89
2015/06/30,185743000.0,58.34,-14.97
2015/05/31,117306000.0,-26.38,-4.01
2015/04/30,159356000.0,-24.06,-30.74
2015/03/31,209847000.0,67.67,-19.8
2015/02/28,125152000.0,-16.7,6.15
2015/01/31,150244000.0,-37.22,-9.48
2014/12/31,239324000.0,70.61,-35.97
2014/11/30,140270000.0,-24.78,31.07
2014/10/31,186481000.0,-17.83,4.07
2014/09/30,226955000.0,87.63,-34.93
2014/08/31,120957000.0,-37.34,-18.09
2014/07/31,193043000.0,-11.64,19.44
2014/06/30,218490000.0,78.77,-24.75
2014/05/31,122216000.0,-46.88,-22.9
2014/04/30,230114000.0,-12.11,28.33
2014/03/31,261821000.0,122.08,-4.93
2014/02/28,117891000.0,-28.97,-44.75
2014/01/31,165988000.0,-55.44,14.34
2013/12/31,372550000.0,248.13,-16.68
2013/11/30,107012000.0,-40.27,-45.25
2013/10/31,179182000.0,-48.4,-25.22
2013/09/30,347263000.0,135.13,-5.76
2013/08/31,147686000.0,-8.62,-35.45
2013/07/31,161620000.0,-44.49,-28.14
2013/06/30,291172000.0,83.68,-18.7
2013/05/31,158519000.0,-11.59,-24.62
2013/04/30,179309000.0,-34.48,-34.71
2013/03/31,273681000.0,28.25,-42.85
2013/02/28,213380000.0,46.98,-1.38
2013/01/31,145168000.0,,-31.6
