年季,稅前淨利,營業現金流量,投資現金流量,籌資現金流量,淨現金流量,自由現金流量
2020Q3,68860000.0,-210805000.0,376782000.0,-164888000.0,1089000.0,-237331000.0
2020Q2,59860000.0,88973000.0,4442000.0,-64649000.0,28766000.0,75185000.0
2020Q1,95600000.0,24729000.0,-134973000.0,-49255000.0,-159499000.0,-13728000.0
2019Q4,99751000.0,-10758000.0,-9085000.0,15748000.0,-4095000.0,-62395000.0
2019Q3,196426000.0,-194086000.0,722416000.0,22127000.0,550457000.0,-241094000.0
2019Q2,101543000.0,111594000.0,-2266000.0,4312000.0,113640000.0,95491000.0
2019Q1,77871000.0,74327000.0,-191414000.0,-23694000.0,-140781000.0,51198000.0
2018Q4,121272000.0,237918000.0,-21215000.0,-57514000.0,159189000.0,222249000.0
2018Q3,87162000.0,-73006000.0,-307608000.0,5722000.0,-374892000.0,-292510000.0
2018Q2,180315000.0,192756000.0,-505519000.0,9374000.0,-303389000.0,163623000.0
2018Q1,55017000.0,50992000.0,-1409000.0,-165470000.0,-115887000.0,32434000.0
2017Q4,122086000.0,134843000.0,-262900000.0,-10663000.0,-138720000.0,107051000.0
2017Q3,87474000.0,-18757000.0,9823000.0,7460000.0,-1474000.0,-63046000.0
2017Q2,107010000.0,131984000.0,-3620000.0,-382204000.0,-253840000.0,104449000.0
2017Q1,49925000.0,50024000.0,-31201000.0,1560000.0,20383000.0,10386000.0
2016Q4,219470000.0,265456000.0,-149487000.0,-309656000.0,-193687000.0,222561000.0
2016Q3,60413000.0,-359889000.0,29867000.0,1901000.0,-328121000.0,-440640000.0
2016Q2,109409000.0,284619000.0,-7420000.0,2498000.0,279697000.0,240422000.0
2016Q1,114688000.0,159856000.0,-8511000.0,711000.0,152056000.0,135365000.0
2015Q4,205966000.0,49645000.0,-4768000.0,-104959000.0,-60082000.0,23774000.0
2015Q3,206865000.0,-432230000.0,-6650000.0,-154486000.0,-593366000.0,-515537000.0
2015Q2,153290000.0,165025000.0,-478914000.0,16628000.0,-297261000.0,128916000.0
2015Q1,126182000.0,198602000.0,-669000.0,1007000.0,198940000.0,160832000.0
2014Q4,271928000.0,276496000.0,-127390000.0,2043000.0,151149000.0,140642000.0
2014Q3,235560000.0,-454679000.0,-1387000.0,1175000.0,-454891000.0,-541548000.0
2014Q2,166987000.0,133378000.0,-25149000.0,503000.0,108732000.0,42179000.0
2014Q1,209137000.0,168292000.0,-383000.0,250000.0,168159000.0,114944000.0
2013Q4,292182000.0,281831000.0,-1075000.0,2635000.0,283391000.0,260270000.0
2013Q3,224818000.0,264794000.0,-955000.0,-869000.0,262970000.0,226311000.0
2013Q2,221777000.0,292310000.0,-1112000.0,6462000.0,297660000.0,235876000.0
2013Q1,253078000.0,93549000.0,-1688000.0,0.0,91861000.0,60396000.0
