年季,稅前淨利,營業現金流量,投資現金流量,籌資現金流量,淨現金流量,自由現金流量
2020Q3,100429000.0,63596000.0,-2071000.0,-294088000.0,-232563000.0,28799000.0
2020Q2,55514000.0,129856000.0,-2767000.0,-8260000.0,118829000.0,114723000.0
2020Q1,76796000.0,21647000.0,-9633000.0,-8692000.0,3322000.0,10802000.0
2019Q4,67480000.0,201442000.0,-25941000.0,-8732000.0,166769000.0,185828000.0
2019Q3,101909000.0,77488000.0,-5418000.0,-291272000.0,-219202000.0,35430000.0
2019Q2,102192000.0,168123000.0,-3909000.0,-8648000.0,155566000.0,143084000.0
2019Q1,64353000.0,23876000.0,-30800000.0,-8960000.0,-15884000.0,-23549000.0
2018Q4,69256000.0,164782000.0,-9136000.0,0.0,155646000.0,156969000.0
2018Q3,103269000.0,70224000.0,-28256000.0,-318650000.0,-276682000.0,14544000.0
2018Q2,102238000.0,149966000.0,-5470000.0,0.0,144496000.0,125209000.0
2018Q1,77292000.0,29237000.0,-11013000.0,0.0,18224000.0,18228000.0
2017Q4,81691000.0,136015000.0,-3705000.0,0.0,132310000.0,131967000.0
2017Q3,112575000.0,85824000.0,-8936000.0,-358838000.0,-281950000.0,46717000.0
2017Q2,104430000.0,138210000.0,-11825000.0,0.0,126385000.0,101884000.0
2017Q1,83089000.0,84466000.0,-5890000.0,0.0,78576000.0,78319000.0
2016Q4,53357000.0,135488000.0,-86677000.0,0.0,48811000.0,48716000.0
2016Q3,105860000.0,99090000.0,-7898000.0,-264989000.0,-173797000.0,63730000.0
2016Q2,123663000.0,135198000.0,-7209000.0,0.0,127989000.0,89889000.0
2016Q1,93755000.0,25334000.0,118335000.0,0.0,143669000.0,13010000.0
2015Q4,80877000.0,228362000.0,-6518000.0,0.0,221844000.0,221404000.0
2015Q3,104199000.0,127122000.0,-31238000.0,-231782000.0,-135898000.0,89871000.0
2015Q2,124472000.0,187666000.0,-41019000.0,0.0,146647000.0,143687000.0
2015Q1,80894000.0,-6534000.0,-10936000.0,0.0,-17470000.0,-19137000.0
2014Q4,78083000.0,217507000.0,10876000.0,0.0,228383000.0,195956000.0
2014Q3,124343000.0,118656000.0,-16497000.0,-197991000.0,-95832000.0,82902000.0
2014Q2,102442000.0,161608000.0,-17590000.0,0.0,144018000.0,121037000.0
2014Q1,65309000.0,13909000.0,-103000.0,0.0,13806000.0,8158000.0
2013Q4,76701000.0,154531000.0,5015000.0,32329000.0,191875000.0,152369000.0
2013Q3,86145000.0,78340000.0,-4483000.0,-141824000.0,-67967000.0,50854000.0
2013Q2,78521000.0,116934000.0,-17662000.0,-7537000.0,91735000.0,87513000.0
2013Q1,51084000.0,14266000.0,-17402000.0,-10601000.0,-13737000.0,-2394000.0
