標題,來源,日期,網址
疫情下新常態 D＆B籲企業數位轉型,Yahoo奇摩股市,2020年12月9日,https://tw.stock.yahoo.com/news/%E7%96%AB%E6%83%85%E4%B8%8B%E6%96%B0%E5%B8%B8%E6%85%8B-d-b%E7%B1%B2%E4%BC%81%E6%A5%AD%E6%95%B8%E4%BD%8D%E8%BD%89%E5%9E%8B-201000305.html?bcmt=1
台積電ADR8日下跌0.75美元跌幅0.70%折台股602.49元,Yahoo奇摩股市,2020年12月9日,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BBadr8%E6%97%A5%E4%B8%8B%E8%B7%8C0-75%E7%BE%8E%E5%85%83%E8%B7%8C%E5%B9%850-70-%E6%8A%98%E5%8F%B0%E8%82%A1602-49%E5%85%83-003630099.html
【公告】代子公司家登自動化股份有限公司董事會決議通過以現金方式收購昇和精技股份有限公司之股權案。,Yahoo奇摩股市,2020年12月9日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E4%BB%A3%E5%AD%90%E5%85%AC%E5%8F%B8%E5%AE%B6%E7%99%BB%E8%87%AA%E5%8B%95%E5%8C%96%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%91%A3%E4%BA%8B%E6%9C%83%E6%B1%BA%E8%AD%B0%E9%80%9A%E9%81%8E%E4%BB%A5%E7%8F%BE%E9%87%91%E6%96%B9%E5%BC%8F%E6%94%B6%E8%B3%BC%E6%98%87%E5%92%8C%E7%B2%BE%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%B9%8B%E8%82%A1%E6%AC%8A%E6%A1%88-070357475.html?bcmt=1
資策會攜手戴爾組數據優先聯盟 打造台灣生態系,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E8%B3%87%E7%AD%96%E6%9C%83%E6%94%9C%E6%89%8B%E6%88%B4%E7%88%BE%E7%B5%84%E6%95%B8%E6%93%9A%E5%84%AA%E5%85%88%E8%81%AF%E7%9B%9F-%E6%89%93%E9%80%A0%E5%8F%B0%E7%81%A3%E7%94%9F%E6%85%8B%E7%B3%BB-091303363.html
【公告】必應召開法人說明會相關資訊,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%BF%85%E6%87%89%E5%8F%AC%E9%96%8B%E6%B3%95%E4%BA%BA%E8%AA%AA%E6%98%8E%E6%9C%83%E7%9B%B8%E9%97%9C%E8%B3%87%E8%A8%8A-092104611.html
佳世達擬以每股45元現金為對價公開收購聚碩普通股，開始日預計不晚於12/9,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E4%BD%B3%E4%B8%96%E9%81%94%E6%93%AC%E4%BB%A5%E6%AF%8F%E8%82%A145%E5%85%83%E7%8F%BE%E9%87%91%E7%82%BA%E5%B0%8D%E5%83%B9%E5%85%AC%E9%96%8B%E6%94%B6%E8%B3%BC%E8%81%9A%E7%A2%A9%E6%99%AE%E9%80%9A%E8%82%A1-%E9%96%8B%E5%A7%8B%E6%97%A5%E9%A0%90%E8%A8%88%E4%B8%8D%E6%99%9A%E6%96%BC12-9-120600656.html
【公告】「湧德三」12月11日開始買賣,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E6%B9%A7%E5%BE%B7%E4%B8%89-12%E6%9C%8811%E6%97%A5%E9%96%8B%E5%A7%8B%E8%B2%B7%E8%B3%A3-122000374.html
高雄環保騎士隊 綠色運具減碳,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E9%AB%98%E9%9B%84%E7%92%B0%E4%BF%9D%E9%A8%8E%E5%A3%AB%E9%9A%8A-%E7%B6%A0%E8%89%B2%E9%81%8B%E5%85%B7%E6%B8%9B%E7%A2%B3-200945909.html
疫後求生 台企應走雙平台,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E7%96%AB%E5%BE%8C%E6%B1%82%E7%94%9F-%E5%8F%B0%E4%BC%81%E6%87%89%E8%B5%B0%E9%9B%99%E5%B9%B3%E5%8F%B0-200945304.html?bcmt=1
安心呷 台東夜市宣誓不用萊豬,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%AE%89%E5%BF%83%E5%91%B7-%E5%8F%B0%E6%9D%B1%E5%A4%9C%E5%B8%82%E5%AE%A3%E8%AA%93%E4%B8%8D%E7%94%A8%E8%90%8A%E8%B1%AC-200945745.html?bcmt=1
勞退基金績效慘輸大盤，為何不乾脆投資0050？你一定要懂的「勞退基金」4大常識,今周刊,2020年12月2日,https://www.businesstoday.com.tw/article/category/80402/post/202011300007/%E5%8B%9E%E9%80%80%E5%9F%BA%E9%87%91%E7%B8%BE%E6%95%88%E6%85%98%E8%BC%B8%E5%A4%A7%E7%9B%A4%EF%BC%8C%E7%82%BA%E4%BD%95%E4%B8%8D%E4%B9%BE%E8%84%86%E6%8A%95%E8%B3%870050%EF%BC%9F%E4%BD%A0%E4%B8%80%E5%AE%9A%E8%A6%81%E6%87%82%E7%9A%84%E3%80%8C%E5%8B%9E%E9%80%80%E5%9F%BA%E9%87%91%E3%80%8D4%E5%A4%A7%E5%B8%B8%E8%AD%98
《台北股市》台積電快上500元 台股「萬四」近關情怯,Yahoo奇摩股市,2020年12月2日,https://tw.stock.yahoo.com/news/%E5%8F%B0%E5%8C%97%E8%82%A1%E5%B8%82-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%BF%AB%E4%B8%8A500%E5%85%83-%E5%8F%B0%E8%82%A1-%E8%90%AC%E5%9B%9B-%E8%BF%91%E9%97%9C%E6%83%85%E6%80%AF-043307880.html
英特爾求職網站揭露 台積電可能代工部分SoC晶片,Yahoo奇摩股市,2020年12月5日,https://tw.stock.yahoo.com/news/%E8%8B%B1%E7%89%B9%E7%88%BE%E6%B1%82%E8%81%B7%E7%B6%B2%E7%AB%99%E6%8F%AD%E9%9C%B2-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%8F%AF%E8%83%BD%E4%BB%A3%E5%B7%A5%E9%83%A8%E5%88%86soc%E6%99%B6%E7%89%87-173501521.html
【公告】「新光Shiller CAPE」受益憑證12月8日起暫停融資融券交易,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E6%96%B0%E5%85%89shiller-cape-%E5%8F%97%E7%9B%8A%E6%86%91%E8%AD%8912%E6%9C%888%E6%97%A5%E8%B5%B7%E6%9A%AB%E5%81%9C%E8%9E%8D%E8%B3%87%E8%9E%8D%E5%88%B8%E4%BA%A4%E6%98%93-122200312.html
【公告】佳世達109年11月份合併營收NT$198.74億元,Yahoo奇摩股市,2020年12月4日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E4%BD%B3%E4%B8%96%E9%81%94109%E5%B9%B411%E6%9C%88%E4%BB%BD%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B6nt-198-74%E5%84%84%E5%85%83-095613022.html
Q3季報後 尋找低基期超值股,Yahoo奇摩新聞,2020年11月25日,https://tw.news.yahoo.com/q-3-%E5%AD%A3%E5%A0%B1%E5%BE%8C-%E5%B0%8B%E6%89%BE%E4%BD%8E%E5%9F%BA%E6%9C%9F%E8%B6%85%E5%80%BC%E8%82%A1-054823503.html
《台北股市》索尼PS5熱銷 台達電、新唐權證沾光,Yahoo奇摩股市,2020年12月2日,https://tw.stock.yahoo.com/news/%E5%8F%B0%E5%8C%97%E8%82%A1%E5%B8%82-%E7%B4%A2%E5%B0%BCps5%E7%86%B1%E9%8A%B7-%E5%8F%B0%E9%81%94%E9%9B%BB-%E6%96%B0%E5%94%90%E6%AC%8A%E8%AD%89%E6%B2%BE%E5%85%89-004610158.html
【公告】達亞股票初次上櫃前現金增資發行新股承銷價格,Yahoo奇摩股市,2020年12月5日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%81%94%E4%BA%9E%E8%82%A1%E7%A5%A8%E5%88%9D%E6%AC%A1%E4%B8%8A%E6%AB%83%E5%89%8D%E7%8F%BE%E9%87%91%E5%A2%9E%E8%B3%87%E7%99%BC%E8%A1%8C%E6%96%B0%E8%82%A1%E6%89%BF%E9%8A%B7%E5%83%B9%E6%A0%BC-093916039.html
【公告】直得普通股股票初次上市暨終止上櫃買賣日期,Yahoo奇摩股市,2020年12月3日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E7%9B%B4%E5%BE%97%E6%99%AE%E9%80%9A%E8%82%A1%E8%82%A1%E7%A5%A8%E5%88%9D%E6%AC%A1%E4%B8%8A%E5%B8%82%E6%9A%A8%E7%B5%82%E6%AD%A2%E4%B8%8A%E6%AB%83%E8%B2%B7%E8%B3%A3%E6%97%A5%E6%9C%9F-041323383.html
《大陸股市》光伏股衝高 天然氣板塊火熱,Yahoo奇摩股市,2020年12月7日,https://tw.stock.yahoo.com/news/%E5%A4%A7%E9%99%B8%E8%82%A1%E5%B8%82-%E5%85%89%E4%BC%8F%E8%82%A1%E8%A1%9D%E9%AB%98-%E5%A4%A9%E7%84%B6%E6%B0%A3%E6%9D%BF%E5%A1%8A%E7%81%AB%E7%86%B1-065223931.html
