標題,來源,日期,網址
《金融》純網銀執照 樂天奪頭香,Yahoo奇摩股市,2020年12月9日,https://tw.stock.yahoo.com/news/%E9%87%91%E8%9E%8D-%E7%B4%94%E7%B6%B2%E9%8A%80%E5%9F%B7%E7%85%A7-%E6%A8%82%E5%A4%A9%E5%A5%AA%E9%A0%AD%E9%A6%99-234359049.html
《台北股市》財報空窗夢想起 15檔年年有夢,Yahoo奇摩股市,2020年12月5日,https://tw.stock.yahoo.com/news/%E5%8F%B0%E5%8C%97%E8%82%A1%E5%B8%82-%E8%B2%A1%E5%A0%B1%E7%A9%BA%E7%AA%97%E5%A4%A2%E6%83%B3%E8%B5%B7-15%E6%AA%94%E5%B9%B4%E5%B9%B4%E6%9C%89%E5%A4%A2-035334862.html
【台股期指】12月台股期指漲122點,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%8F%B0%E8%82%A1%E6%9C%9F%E6%8C%87-12%E6%9C%88%E5%8F%B0%E8%82%A1%E6%9C%9F%E6%8C%87%E6%BC%B2122%E9%BB%9E-060420020.html
《國際金融》過熱了！分析師警告：追漲疫苗股恐套牢,Yahoo奇摩理財,2020年12月9日,https://tw.stock.yahoo.com/news/%E5%9C%8B%E9%9A%9B%E9%87%91%E8%9E%8D-%E9%81%8E%E7%86%B1%E4%BA%86-%E5%88%86%E6%9E%90%E5%B8%AB%E8%AD%A6%E5%91%8A-%E8%BF%BD%E6%BC%B2%E7%96%AB%E8%8B%97%E8%82%A1%E6%81%90%E5%A5%97%E7%89%A2-234728857.html?bcmt=1
影／LINE介面有感更新 3大全新設計上線,Yahoo奇摩股市,2020年12月9日,https://tw.stock.yahoo.com/news/%E5%BD%B1-line%E4%BB%8B%E9%9D%A2%E6%9C%89%E6%84%9F%E6%9B%B4%E6%96%B0-3%E5%A4%A7%E5%85%A8%E6%96%B0%E8%A8%AD%E8%A8%88%E4%B8%8A%E7%B7%9A-071954045.html
【公告】玉晶光 2020年11月合併營收18.07億元 年增52.29%,Yahoo奇摩股市,2020年12月7日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E7%8E%89%E6%99%B6%E5%85%89-2020%E5%B9%B411%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B618-07%E5%84%84%E5%85%83-%E5%B9%B4%E5%A2%9E52-082437621.html
【公告】大立光 2020年11月合併營收52.44億元 年增-21.08%,Yahoo奇摩股市,2020年12月5日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%A4%A7%E7%AB%8B%E5%85%89-2020%E5%B9%B411%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B652-44%E5%84%84%E5%85%83-%E5%B9%B4%E5%A2%9E-015148559.html
台灣疫情穩定、經濟振興大功臣! 關貿(6183)再創業績高峰,Yahoo奇摩股市,2020年8月12日,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%81%A3%E7%96%AB%E6%83%85%E7%A9%A9%E5%AE%9A-%E7%B6%93%E6%BF%9F%E6%8C%AF%E8%88%88%E5%A4%A7%E5%8A%9F%E8%87%A3-%E9%97%9C%E8%B2%BF-6183-%E5%86%8D%E5%89%B5%E6%A5%AD%E7%B8%BE%E9%AB%98%E5%B3%B0-152659654.html
聯電市值攀至5378億元 台股排名躍居第9,Yahoo奇摩股市,2020年12月4日,https://tw.stock.yahoo.com/news/%E8%81%AF%E9%9B%BB%E5%B8%82%E5%80%BC%E6%94%80%E8%87%B35378%E5%84%84%E5%85%83-%E5%8F%B0%E8%82%A1%E6%8E%92%E5%90%8D%E8%BA%8D%E5%B1%85%E7%AC%AC9-135220893.html
【金屬盤後】金價漲 銅價跌,Yahoo奇摩股市,2020年12月3日,https://tw.stock.yahoo.com/news/%E9%87%91%E5%B1%AC%E7%9B%A4%E5%BE%8C-%E9%87%91%E5%83%B9%E6%BC%B2-%E9%8A%85%E5%83%B9%E8%B7%8C-223617587.html
