標題,來源,日期,網址
【金屬盤後】金銅價齊漲,Yahoo奇摩股市,2020年12月2日,https://tw.stock.yahoo.com/news/%E9%87%91%E5%B1%AC%E7%9B%A4%E5%BE%8C-%E9%87%91%E9%8A%85%E5%83%B9%E9%BD%8A%E6%BC%B2-222609203.html
【公告】中和受邀參加福邦證券舉辦之法人說明會,Yahoo奇摩股市,2020年12月5日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E4%B8%AD%E5%92%8C%E5%8F%97%E9%82%80%E5%8F%83%E5%8A%A0%E7%A6%8F%E9%82%A6%E8%AD%89%E5%88%B8%E8%88%89%E8%BE%A6%E4%B9%8B%E6%B3%95%E4%BA%BA%E8%AA%AA%E6%98%8E%E6%9C%83-094118000.html
寶佳集團加碼永冠-KY 持股比重升到16.49%,Yahoo奇摩股市,2020年12月7日,https://tw.stock.yahoo.com/news/%E5%AF%B6%E4%BD%B3%E9%9B%86%E5%9C%98%E5%8A%A0%E7%A2%BC%E6%B0%B8%E5%86%A0-ky-%E6%8C%81%E8%82%A1%E6%AF%94%E9%87%8D%E5%8D%87%E5%88%B016-49-011756426.html
《大陸產業》傳京東物流明年上半啟動香港IPO,Yahoo奇摩股市,2020年12月3日,https://tw.stock.yahoo.com/news/%E5%A4%A7%E9%99%B8%E7%94%A2%E6%A5%AD-%E5%82%B3%E4%BA%AC%E6%9D%B1%E7%89%A9%E6%B5%81%E6%98%8E%E5%B9%B4%E4%B8%8A%E5%8D%8A%E5%95%9F%E5%8B%95%E9%A6%99%E6%B8%AFipo-062139115.html
【公告】聯發科參與機構投資人說明會,Yahoo奇摩理財,2020年11月25日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E8%81%AF%E7%99%BC%E7%A7%91%E5%8F%83%E8%88%87%E6%A9%9F%E6%A7%8B%E6%8A%95%E8%B3%87%E4%BA%BA%E8%AA%AA%E6%98%8E%E6%9C%83-090024981.html
【公告】年程減資換發新股12月25日開始櫃檯買賣,Yahoo奇摩股市,2020年11月18日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%B9%B4%E7%A8%8B%E6%B8%9B%E8%B3%87%E6%8F%9B%E7%99%BC%E6%96%B0%E8%82%A112%E6%9C%8825%E6%97%A5%E9%96%8B%E5%A7%8B%E6%AB%83%E6%AA%AF%E8%B2%B7%E8%B3%A3-121132785.html
《港股》科技、酒店餐飲揚升 恆指收漲195點,Yahoo奇摩股市,2020年12月3日,https://tw.stock.yahoo.com/news/%E6%B8%AF%E8%82%A1-%E7%A7%91%E6%8A%80-%E9%85%92%E5%BA%97%E9%A4%90%E9%A3%B2%E6%8F%9A%E5%8D%87-%E6%81%86%E6%8C%87%E6%94%B6%E6%BC%B2195%E9%BB%9E-084311622.html
【公告】達輝光電擬提前贖回達輝光電108年度私募無擔保普通公司債,Yahoo奇摩股市,2020年12月4日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%81%94%E8%BC%9D%E5%85%89%E9%9B%BB%E6%93%AC%E6%8F%90%E5%89%8D%E8%B4%96%E5%9B%9E%E9%81%94%E8%BC%9D%E5%85%89%E9%9B%BB108%E5%B9%B4%E5%BA%A6%E7%A7%81%E5%8B%9F%E7%84%A1%E6%93%94%E4%BF%9D%E6%99%AE%E9%80%9A%E5%85%AC%E5%8F%B8%E5%82%B5-085803315.html
《國際金融》美企重新恢復發放股利 反映高層信心回溫,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/news/%E5%9C%8B%E9%9A%9B%E9%87%91%E8%9E%8D-%E7%BE%8E%E4%BC%81%E9%87%8D%E6%96%B0%E6%81%A2%E5%BE%A9%E7%99%BC%E6%94%BE%E8%82%A1%E5%88%A9-%E5%8F%8D%E6%98%A0%E9%AB%98%E5%B1%A4%E4%BF%A1%E5%BF%83%E5%9B%9E%E6%BA%AB-055224077.html
《大陸金融》內蒙古+上交所 在滬簽戰略合作案,Yahoo奇摩股市,2020年12月3日,https://tw.stock.yahoo.com/news/%E5%A4%A7%E9%99%B8%E9%87%91%E8%9E%8D-%E5%85%A7%E8%92%99%E5%8F%A4-%E4%B8%8A%E4%BA%A4%E6%89%80-%E5%9C%A8%E6%BB%AC%E7%B0%BD%E6%88%B0%E7%95%A5%E5%90%88%E4%BD%9C%E6%A1%88-080251857.html
【公告】大飲109年10月份自結合併財務報表之高流動資產、短期借款、應付短期票券及一年內到期之長期負債等財務資訊。,Yahoo奇摩股市,2020年11月18日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%A4%A7%E9%A3%B2109%E5%B9%B410%E6%9C%88%E4%BB%BD%E8%87%AA%E7%B5%90%E5%90%88%E4%BD%B5%E8%B2%A1%E5%8B%99%E5%A0%B1%E8%A1%A8%E4%B9%8B%E9%AB%98%E6%B5%81%E5%8B%95%E8%B3%87%E7%94%A2-%E7%9F%AD%E6%9C%9F%E5%80%9F%E6%AC%BE-%E6%87%89%E4%BB%98%E7%9F%AD%E6%9C%9F%E7%A5%A8%E5%88%B8%E5%8F%8A-%E5%B9%B4%E5%85%A7%E5%88%B0%E6%9C%9F%E4%B9%8B%E9%95%B7%E6%9C%9F%E8%B2%A0%E5%82%B5%E7%AD%89%E8%B2%A1%E5%8B%99%E8%B3%87%E8%A8%8A-022637949.html
紓困票券狂當機！承接商關貿網路挨轟「4不足」,Yahoo奇摩股市,2020年7月24日,https://tw.stock.yahoo.com/video/%E7%B4%93%E5%9B%B0%E7%A5%A8%E5%88%B8%E7%8B%82%E7%95%B6%E6%A9%9F-%E6%89%BF%E6%8E%A5%E5%95%86%E9%97%9C%E8%B2%BF%E7%B6%B2%E8%B7%AF%E6%8C%A8%E8%BD%9F-4%E4%B8%8D%E8%B6%B3-033951363.html
《大陸股市》創業板一枝獨秀 證券、銀行齊拉,Yahoo奇摩股市,2020年12月3日,https://tw.stock.yahoo.com/news/%E5%A4%A7%E9%99%B8%E8%82%A1%E5%B8%82-%E5%89%B5%E6%A5%AD%E6%9D%BF-%E6%9E%9D%E7%8D%A8%E7%A7%80-%E8%AD%89%E5%88%B8-%E9%8A%80%E8%A1%8C%E9%BD%8A%E6%8B%89-062133112.html
一手打造三倍券系統 關貿董座遭立委爆料請辭,Yahoo奇摩股市,2020年9月26日,https://tw.stock.yahoo.com/video/%E6%89%8B%E6%89%93%E9%80%A0%E4%B8%89%E5%80%8D%E5%88%B8%E7%B3%BB%E7%B5%B1-%E9%97%9C%E8%B2%BF%E8%91%A3%E5%BA%A7%E9%81%AD%E7%AB%8B%E5%A7%94%E7%88%86%E6%96%99%E8%AB%8B%E8%BE%AD-092856790.html
趙少康母親肺腺癌過世 陳文茜淚憶同遊北京往事,Yahoo奇摩股市,2020年12月4日,https://tw.stock.yahoo.com/news/%E8%B6%99%E5%B0%91%E5%BA%B7%E6%AF%8D%E8%A6%AA%E8%82%BA%E8%85%BA%E7%99%8C%E9%81%8E%E4%B8%96-%E9%99%B3%E6%96%87%E8%8C%9C%E6%B7%9A%E6%86%B6%E5%90%8C%E9%81%8A%E5%8C%97%E4%BA%AC%E5%BE%80%E4%BA%8B-010526289.html?bcmt=1
【店頭盤後】跌0.39點,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/news/%E5%BA%97%E9%A0%AD%E7%9B%A4%E5%BE%8C-%E8%B7%8C0-39%E9%BB%9E-055649525.html
【公告】龍巖董事長變動,Yahoo奇摩股市,2020年12月3日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%BE%8D%E5%B7%96%E8%91%A3%E4%BA%8B%E9%95%B7%E8%AE%8A%E5%8B%95-071237676.html
《大陸金融》滬港通滿6歲 交易規模再刷新,Yahoo奇摩股市,2020年11月18日,https://tw.stock.yahoo.com/news/%E5%A4%A7%E9%99%B8%E9%87%91%E8%9E%8D-%E6%BB%AC%E6%B8%AF%E9%80%9A%E6%BB%BF6%E6%AD%B2-%E4%BA%A4%E6%98%93%E8%A6%8F%E6%A8%A1%E5%86%8D%E5%88%B7%E6%96%B0-031656838.html
【金屬盤後】金價持平 銅價居6年高點,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/news/%E9%87%91%E5%B1%AC%E7%9B%A4%E5%BE%8C-%E9%87%91%E5%83%B9%E6%8C%81%E5%B9%B3-%E9%8A%85%E5%83%B9%E5%B1%856%E5%B9%B4%E9%AB%98%E9%BB%9E-223951614.html
《匯市》股匯雙跌 台幣貶至逾一周新低,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/news/%E5%8C%AF%E5%B8%82-%E8%82%A1%E5%8C%AF%E9%9B%99%E8%B7%8C-%E5%8F%B0%E5%B9%A3%E8%B2%B6%E8%87%B3%E9%80%BE-%E5%91%A8%E6%96%B0%E4%BD%8E-084724449.html
