標題,來源,日期,網址
《資訊服務》三商電前3季每股賺0.57元,Yahoo奇摩股市,2020年11月9日,https://tw.stock.yahoo.com/news/%E8%B3%87%E8%A8%8A%E6%9C%8D%E5%8B%99-%E4%B8%89%E5%95%86%E9%9B%BB%E5%89%8D3%E5%AD%A3%E6%AF%8F%E8%82%A1%E8%B3%BA0-57%E5%85%83-085939802.html
英特爾求職網站揭露 台積電可能代工部分SoC晶片,Yahoo奇摩股市,2020年12月5日,https://tw.stock.yahoo.com/news/%E8%8B%B1%E7%89%B9%E7%88%BE%E6%B1%82%E8%81%B7%E7%B6%B2%E7%AB%99%E6%8F%AD%E9%9C%B2-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%8F%AF%E8%83%BD%E4%BB%A3%E5%B7%A5%E9%83%A8%E5%88%86soc%E6%99%B6%E7%89%87-173501521.html
2020/07/21財經行事曆,Yahoo奇摩股市,2020年7月21日,https://tw.stock.yahoo.com/news/20200721-%E8%B2%A1%E7%B6%93%E8%A1%8C%E4%BA%8B%E6%9B%86-220000165.html
飆股的故事／三商抓住趨勢 業績強強滾,UDN 聯合新聞網,2020年4月4日,https://udn.com/news/story/7252/4468383
營收：三商電(2427)5月營收1億6181萬元，月增率-1.58%，年增率9.65% | 股市,Yahoo奇摩理財,2020年6月9日,https://tw.finance.yahoo.com/news/%E7%87%9F%E6%94%B6-%E4%B8%89%E5%95%86%E9%9B%BB-2427-5%E6%9C%88%E7%87%9F%E6%94%B61%E5%84%846181%E8%90%AC%E5%85%83-%E6%9C%88%E5%A2%9E%E7%8E%87-233031969.html
美股超級財報周 牽動台股六成市值,udn 聯合新聞網,2020年4月20日,https://udn.com/news/story/7251/4506396
《集中市場》集中市場10:00成交前10名| 股市,Yahoo奇摩理財,2020年6月16日,https://tw.finance.yahoo.com/news/%E4%BA%9E%E6%B4%B2%E8%82%A1%E5%B8%82-09-30-%E4%B8%8A%E6%B5%B7a%E8%82%A1%E8%B7%8C3-60%E9%BB%9E-093414469.html
【下周亮點】04/20～04/24 未來一周台股焦點| 新聞,Yahoo奇摩理財,2020年4月17日,https://tw.mobi.yahoo.com/news/%E4%B8%8B%E5%91%A8%E4%BA%AE%E9%BB%9E-0420-0424-%E6%9C%AA%E4%BE%86%E4%B8%80%E5%91%A8%E5%8F%B0%E8%82%A1%E7%84%A6%E9%BB%9E-102701396.html
《TSE十大週轉率》國光生(26.62%)、中化生(25.97%)、亞諾法(24.87%) | 股市,Yahoo奇摩理財,2020年6月16日,https://tw.finance.yahoo.com/news/tse%E5%8D%81%E5%A4%A7%E9%80%B1%E8%BD%89%E7%8E%87-%E5%9C%8B%E5%85%89%E7%94%9F-26-62-%E4%B8%AD%E5%8C%96%E7%94%9F-060559961.html
4月22日重要財經行事曆,經濟日報,2020年4月22日,https://money.udn.com/money/story/5607/4509794
【華冠投顧】 林驛銘:電子，金融無力，台股一度跌破10800!,鉅亨網財經新聞,2018年1月11日,https://news.cnyes.com/news/id/4014185
FinTech夯 10檔概念股吃補,好房News,2017年7月3日,https://news.housefun.com.tw/news/article/115799166266.html
[表三4]台灣集中市場均線方向改變| Anue鉅亨- 表一表八,鉅亨網,2017年12月26日,https://news.cnyes.com/news/id/3998707
國內匯市：新台幣匯率週一(17日)以30.805元作收，貶值4.5分,Yahoo奇摩新聞,2018年9月17日,https://tw.news.yahoo.com/%E5%9C%8B%E5%85%A7%E5%8C%AF%E5%B8%82-%E6%96%B0%E5%8F%B0%E5%B9%A3%E5%8C%AF%E7%8E%87%E9%80%B1-17%E6%97%A5-%E4%BB%A530-805%E5%85%83%E4%BD%9C%E6%94%B6-080121123.html
[表一6]上市上櫃股東會一覽表| Anue鉅亨- 表一表八,鉅亨網,2017年4月6日,https://news.cnyes.com/news/id/3772447
