標題,來源,日期,網址
財報：華經(2468)108年全年淨利歸屬母公司業主4594萬元，EPS 0.66元| 股市,Yahoo奇摩股市,2020年3月30日,https://tw.finance.yahoo.com/news/%E8%B2%A1%E5%A0%B1-%E8%8F%AF%E7%B6%93-2468-108%E5%B9%B4%E5%85%A8%E5%B9%B4%E6%B7%A8%E5%88%A9%E6%AD%B8%E5%B1%AC%E6%AF%8D%E5%85%AC%E5%8F%B8%E6%A5%AD%E4%B8%BB4594%E8%90%AC%E5%85%83-eps-011751705.html
科技ETF漲幅兇 「黑科技」 網路資安概念兩個月飆2成最亮眼,Yahoo奇摩股市,2020年6月5日,https://tw.stock.yahoo.com/news/%E7%A7%91%E6%8A%80etf%E6%BC%B2%E5%B9%85%E5%85%87-%E9%BB%91%E7%A7%91%E6%8A%80-%E7%B6%B2%E8%B7%AF%E8%B3%87%E5%AE%89%E6%A6%82%E5%BF%B5%E5%85%A9%E5%80%8B%E6%9C%88%E9%A3%862%E6%88%90%E6%9C%80%E4%BA%AE%E7%9C%BC-050916722.html
美股：富國銀行Q2虧損24億美元，每股股利被迫大砍至10美分，週二股價下挫5%,Yahoo奇摩股市,2020年7月15日,https://tw.stock.yahoo.com/news/%E7%BE%8E%E8%82%A1-%E5%AF%8C%E5%9C%8B%E9%8A%80%E8%A1%8Cq2%E8%99%A7%E6%90%8D24%E5%84%84%E7%BE%8E%E5%85%83-%E6%AF%8F%E8%82%A1%E8%82%A1%E5%88%A9%E8%A2%AB%E8%BF%AB%E5%A4%A7%E7%A0%8D%E8%87%B310%E7%BE%8E%E5%88%86-%E9%80%B1%E4%BA%8C%E8%82%A1%E5%83%B9%E4%B8%8B%E6%8C%AB5-013028013.html
假賬醜聞、巨額虧空: 德國Wirecard申請破產,Yahoo奇摩股市,2020年6月25日,https://tw.stock.yahoo.com/news/%E5%81%87%E8%B3%AC%E9%86%9C%E8%81%9E-%E5%B7%A8%E9%A1%8D%E8%99%A7%E7%A9%BA-%E5%BE%B7%E5%9C%8Bwirecard%E7%94%B3%E8%AB%8B%E7%A0%B4%E7%94%A2-103300704.html
周五机构一致看好的十大金股_股票频道,证券之星,2020年12月4日,https://stock.stockstar.com/SS2020120400000476.shtml
【公告】新零售減資彌補虧損換發新股訂7月6日櫃檯買賣,Yahoo奇摩股市,2020年6月18日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E6%96%B0%E9%9B%B6%E5%94%AE%E6%B8%9B%E8%B3%87%E5%BD%8C%E8%A3%9C%E8%99%A7%E6%90%8D%E6%8F%9B%E7%99%BC%E6%96%B0%E8%82%A1%E8%A8%827%E6%9C%886%E6%97%A5%E6%AB%83%E6%AA%AF%E8%B2%B7%E8%B3%A3-122556502.html
營收：華航(2610)10月營收96億5319萬元，月增率9.03%，年增率-32.48%,Yahoo奇摩新聞,2020年11月9日,https://tw.stock.yahoo.com/news/%E8%B2%A1%E5%A0%B1-%E4%B9%85%E5%A8%81-6114-109%E5%B9%B4q2%E5%90%88%E4%BD%B5%E8%B2%A1%E5%A0%B1%E6%9C%AC%E6%9C%9F%E6%B7%A8%E6%90%8D1729%E8%90%AC%E5%85%83-%E5%96%AE%E5%AD%A3eps-161207520.html
美勞工部承認：5月失業率統計誤差 真實失業率約達16.3%,Yahoo奇摩股市,2020年6月7日,https://tw.stock.yahoo.com/news/%E7%BE%8E%E5%8B%9E%E5%B7%A5%E9%83%A8%E6%89%BF%E8%AA%8D-5%E6%9C%88%E5%A4%B1%E6%A5%AD%E7%8E%87%E7%B5%B1%E8%A8%88%E9%8C%AF%E8%AA%A4-%E7%9C%9F%E5%AF%A6%E5%A4%B1%E6%A5%AD%E7%8E%87%E7%B4%84%E9%81%9416-3-175512359.html
【公告】新光金代子公司新光人壽受金管會裁罰案說明,Yahoo奇摩股市,2020年9月15日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E6%96%B0%E5%85%89%E9%87%91%E4%BB%A3%E5%AD%90%E5%85%AC%E5%8F%B8%E6%96%B0%E5%85%89%E4%BA%BA%E5%A3%BD%E5%8F%97%E9%87%91%E7%AE%A1%E6%9C%83%E8%A3%81%E7%BD%B0%E6%A1%88%E8%AA%AA%E6%98%8E-132216426.html?bcmt=1
不怕股災／想要淡定操盤 不是所有的ETF都適合！,Yahoo奇摩股市,2020年3月31日,https://tw.stock.yahoo.com/news/%E4%B8%8D%E6%80%95%E8%82%A1%E7%81%BD%E6%83%B3%E8%A6%81%E6%B7%A1%E5%AE%9A%E6%93%8D%E7%9B%A4-%E4%B8%8D%E6%98%AF%E6%89%80%E6%9C%89%E7%9A%84etf%E9%83%BD%E9%81%A9%E5%90%88-035043989.html
中華電信執行副總兼財務長政大教授陳宇紳出任,Yahoo奇摩股市,2020年8月6日,https://tw.stock.yahoo.com/news/%E4%B8%AD%E8%8F%AF%E9%9B%BB%E4%BF%A1%E5%9F%B7%E8%A1%8C%E5%89%AF%E7%B8%BD%E5%85%BC%E8%B2%A1%E5%8B%99%E9%95%B7-%E6%94%BF%E5%A4%A7%E6%95%99%E6%8E%88%E9%99%B3%E5%AE%87%E7%B4%B3%E5%87%BA%E4%BB%BB-103630466.html
永豐金去年向大摩求償21億和解內容曝光 黃國昌為張晉源出任辯護律師,Yahoo奇摩股市,2020年9月24日,https://tw.stock.yahoo.com/news/%E6%B0%B8%E8%B1%90%E9%87%91%E5%8E%BB%E5%B9%B4%E5%90%91%E5%A4%A7%E6%91%A9%E6%B1%82%E5%84%9F21%E5%84%84%E5%92%8C%E8%A7%A3%E5%85%A7%E5%AE%B9%E6%9B%9D%E5%85%89-%E9%BB%83%E5%9C%8B%E6%98%8C%E7%82%BA%E5%BC%B5%E6%99%89%E6%BA%90%E5%87%BA%E4%BB%BB%E8%BE%AF%E8%AD%B7%E5%BE%8B%E5%B8%AB-003318612.html
【公告】明係109年第一次股東臨時會全面改選董事(含獨立董事三席)暨董事變動達三分之一,Yahoo奇摩股市,2020年11月9日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E6%98%8E%E4%BF%82109%E5%B9%B4%E7%AC%AC-%E6%AC%A1%E8%82%A1%E6%9D%B1%E8%87%A8%E6%99%82%E6%9C%83%E5%85%A8%E9%9D%A2%E6%94%B9%E9%81%B8%E8%91%A3%E4%BA%8B-%E5%90%AB%E7%8D%A8%E7%AB%8B%E8%91%A3%E4%BA%8B%E4%B8%89%E5%B8%AD-%E6%9A%A8%E8%91%A3%E4%BA%8B%E8%AE%8A%E5%8B%95%E9%81%94%E4%B8%89%E5%88%86%E4%B9%8B-065451238.html?bcmt=1
駁「喝斥」說 呂太郎：非以大法官立場出席,Yahoo奇摩股市,2020年7月8日,https://tw.stock.yahoo.com/news/%E9%A7%81-%E5%96%9D%E6%96%A5-%E8%AA%AA-%E5%91%82%E5%A4%AA%E9%83%8E-%E9%9D%9E%E4%BB%A5%E5%A4%A7%E6%B3%95%E5%AE%98%E7%AB%8B%E5%A0%B4%E5%87%BA%E5%B8%AD-083507336.html
影／今晚開始！故宮南院無人機表演、水舞秀夢幻登場,Yahoo奇摩股市,2020年7月4日,https://tw.stock.yahoo.com/news/%E5%BD%B1-%E4%BB%8A%E6%99%9A%E9%96%8B%E5%A7%8B-%E6%95%85%E5%AE%AE%E5%8D%97%E9%99%A2%E7%84%A1%E4%BA%BA%E6%A9%9F%E8%A1%A8%E6%BC%94-%E6%B0%B4%E8%88%9E%E7%A7%80%E5%A4%A2%E5%B9%BB%E7%99%BB%E5%A0%B4-081346749.html
【國票金控晨訊】櫃買指數表現弱勢恐拖累市場信心| 股市,Yahoo奇摩理財,2020年7月21日,https://tw.finance.yahoo.com/news/%E5%9C%8B%E7%A5%A8%E9%87%91%E6%8E%A7%E6%99%A8%E8%A8%8A-%E6%AB%83%E8%B2%B7%E6%8C%87%E6%95%B8%E8%A1%A8%E7%8F%BE%E5%BC%B1%E5%8B%A2-%E6%81%90%E6%8B%96%E7%B4%AF%E5%B8%82%E5%A0%B4%E4%BF%A1%E5%BF%83-003204463.html
《半導體》Diodes力挺+合併效益，德微張恩傑：今年業績新高可期,Yahoo奇摩股市,2020年1月19日,https://tw.stock.yahoo.com/news/%E5%8D%8A%E5%B0%8E%E9%AB%94-diodes%E5%8A%9B%E6%8C%BA-%E5%90%88%E4%BD%B5%E6%95%88%E7%9B%8A-%E5%BE%B7%E5%BE%AE%E5%BC%B5%E6%81%A9%E5%82%91-%E4%BB%8A%E5%B9%B4%E6%A5%AD%E7%B8%BE%E6%96%B0%E9%AB%98%E5%8F%AF%E6%9C%9F-021722808.html
長春運動中心器材竟是簡體字說明 台中市府：已改,MISC,2020年10月11日,https://udn.com/news/story/7327/4926906
疫情衝擊新加坡觀光業 旅遊人數恐跌30%,Yahoo奇摩新聞,2020年2月12日,https://tw.stock.yahoo.com/news/%E7%96%AB%E6%83%85%E8%A1%9D%E6%93%8A%E6%96%B0%E5%8A%A0%E5%9D%A1%E8%A7%80%E5%85%89%E6%A5%AD-%E6%97%85%E9%81%8A%E4%BA%BA%E6%95%B8%E6%81%90%E8%B7%8C30-013500088.html
《產業》產量大減4成，冬茶價格反超春茶,Yahoo奇摩股市,2019年12月16日,https://tw.stock.yahoo.com/news/%E7%94%A2%E6%A5%AD-%E7%94%A2%E9%87%8F%E5%A4%A7%E6%B8%9B4%E6%88%90-%E5%86%AC%E8%8C%B6%E5%83%B9%E6%A0%BC%E5%8F%8D%E8%B6%85%E6%98%A5%E8%8C%B6-005118003.html
