open,close,Trading_turnover,high,low
80.42,80.19,1838.05,80.56,79.68
80.46,80.23,1841.11,80.6,79.72
80.47,80.24,1841.62,80.61,79.73
80.4,80.17,1836.66,80.54,79.66
80.26,80.03,1825.46,80.4,79.52
80.04,79.82,1809.35,80.2,79.31
79.79,79.57,1790.66,79.96,79.06
79.54,79.32,1771.57,79.72,78.81
79.29,79.08,1752.75,79.48,78.57
79.04,78.83,1733.81,79.24,78.32
78.79,78.58,1714.85,79.0,78.08
78.57,78.36,1697.84,78.78,77.85
78.37,78.16,1682.56,78.59,77.66
78.17,77.96,1667.25,78.39,77.46
77.97,77.77,1652.35,78.21,77.26
77.78,77.58,1638.11,78.03,77.08
77.6,77.41,1624.56,77.85,76.9
77.43,77.24,1611.57,77.69,76.74
77.27,77.08,1599.02,77.53,76.57
77.11,76.92,1586.84,77.38,76.42
76.95,76.77,1575.0,77.23,76.26
76.8,76.62,1563.49,77.08,76.11
76.66,76.47,1552.31,76.94,75.97
76.51,76.33,1541.41,76.8,75.83
76.37,76.19,1530.76,76.67,75.69
76.24,76.06,1520.32,76.54,75.55
76.1,75.92,1510.09,76.41,75.42
75.97,75.79,1500.05,76.28,75.29
75.84,75.67,1490.18,76.16,75.17
75.72,75.54,1480.48,76.03,75.04
