open,close,Trading_turnover,high,low
81.65,81.4,1930.99,81.74,80.89
81.72,81.47,1935.67,81.8,80.96
81.7,81.45,1934.15,81.78,80.94
81.54,81.29,1922.26,81.63,80.78
81.26,81.02,1901.78,81.37,80.51
80.94,80.7,1877.24,81.06,80.19
80.61,80.38,1852.44,80.74,79.87
80.3,80.07,1828.84,80.44,79.56
80.0,79.77,1806.08,80.15,79.26
79.7,79.48,1783.84,79.87,78.97
79.41,79.19,1761.5,79.59,78.68
79.14,78.93,1741.18,79.33,78.42
78.9,78.69,1723.46,79.11,78.19
78.68,78.47,1706.16,78.89,77.96
78.46,78.25,1689.47,78.67,77.75
78.25,78.04,1673.54,78.47,77.54
78.05,77.85,1658.44,78.28,77.34
77.86,77.66,1644.08,78.1,77.16
77.68,77.48,1630.36,77.93,76.98
77.51,77.31,1617.13,77.76,76.81
77.34,77.15,1604.33,77.6,76.64
77.18,76.99,1591.95,77.44,76.48
77.02,76.83,1579.96,77.29,76.33
76.87,76.68,1568.35,77.14,76.18
76.72,76.53,1557.05,77.0,76.03
76.57,76.39,1546.02,76.86,75.89
76.43,76.25,1535.26,76.73,75.75
76.3,76.11,1524.72,76.59,75.61
76.16,75.98,1514.41,76.46,75.48
76.03,75.85,1504.3,76.33,75.35
