open,close,Trading_turnover,high,low
81.82,81.57,1943.63,81.9,81.06
81.63,81.38,1929.01,81.71,80.87
81.38,81.13,1910.3,81.48,80.62
81.13,80.89,1891.47,81.24,80.38
80.88,80.65,1873.08,81.0,80.14
80.63,80.4,1854.03,80.76,79.89
80.36,80.13,1833.64,80.5,79.62
80.07,79.84,1811.69,80.22,79.33
79.77,79.55,1788.78,79.93,79.04
79.47,79.25,1766.04,79.64,78.74
79.19,78.98,1745.0,79.38,78.47
78.95,78.74,1726.96,79.15,78.23
78.73,78.52,1710.31,78.94,78.02
78.51,78.3,1693.45,78.73,77.8
78.29,78.09,1677.11,78.52,77.58
78.09,77.89,1661.71,78.32,77.39
77.9,77.7,1647.24,78.14,77.2
77.72,77.52,1633.46,77.97,77.02
77.55,77.35,1620.16,77.8,76.85
77.38,77.18,1607.25,77.63,76.68
77.21,77.02,1594.74,77.48,76.52
77.05,76.86,1582.66,77.32,76.36
76.9,76.71,1570.97,77.18,76.21
76.75,76.57,1559.62,77.03,76.06
76.61,76.42,1548.54,76.89,75.92
76.47,76.28,1537.7,76.76,75.78
76.33,76.14,1527.11,76.62,75.64
76.19,76.01,1516.75,76.49,75.51
76.06,75.88,1506.6,76.36,75.38
75.93,75.75,1496.63,76.24,75.25
